id,name,quantity,price,description,item_type,brand,vat,weight,dimensions,composition,durability,torque,horsepower,fuel_type,fuel_efficiency,engine_type
EN0380,TorqueX 6,49.0,2454.97,High-performance diesel engine.,engine,BrandB,17.3,147.88,"(0.79, 1.41, 0.59)","{'Steel': 75, 'Iron': 25}",low,366.6,369.2,Diesel,11.6,diesel
EN0381,VoltDrive 6,9.0,3500.09,Advanced electric engine.,engine,BrandC,17.41,120.65,"(0.82, 1.2, 0.92)","{'Steel': 70, 'Aluminum': 30}",low,351.4,301.0,Electric,43.8,diesel
EN0382,HorsePower 8,26.0,3798.37,Reliable petrol engine.,engine,BrandC,17.51,154.32,"(0.53, 0.71, 1.17)","{'Steel': 70, 'Aluminum': 30}",low,365.9,361.2,Petrol,42.1,petrol
EN0383,DieselMax 2,10.0,4086.54,Reliable electric engine.,engine,BrandD,17.51,136.17,"(0.6, 1.17, 0.71)","{'Steel': 70, 'Aluminum': 30}",high,395.2,139.7,Electric,45.5,diesel
EN0384,VoltDrive 3,39.0,1637.52,Reliable diesel engine.,engine,BrandE,17.33,142.75,"(0.65, 1.28, 0.69)","{'Copper': 50, 'Steel': 50}",low,336.4,156.6,Diesel,29.2,hybrid
EN0385,PowerCore 9,49.0,3204.25,Advanced diesel engine.,engine,BrandD,17.5,188.31,"(0.56, 1.46, 1.32)","{'Copper': 50, 'Steel': 50}",high,528.1,474.6,Diesel,10.7,hybrid
EN0386,TorqueX 2,40.0,4760.41,High-performance electric engine.,engine,BrandA,17.5,88.09,"(0.7, 0.66, 0.74)","{'Aluminum': 80, 'Titanium': 20}",low,323.4,116.5,Electric,35.3,diesel
EN0387,VoltDrive 3,30.0,4144.52,Efficient diesel engine.,engine,BrandC,17.31,180.21,"(0.81, 0.84, 1.19)","{'Steel': 70, 'Aluminum': 30}",medium,260.3,488.3,Diesel,41.4,hybrid
EN0388,PowerCore 7,34.0,4379.24,Reliable hybrid engine.,engine,BrandE,17.47,105.48,"(0.88, 1.24, 0.8)","{'Steel': 75, 'Iron': 25}",low,297.3,347.7,Hybrid,19.4,electric
EN0389,TorqueX 3,23.0,2683.7,Efficient diesel engine.,engine,BrandE,17.49,82.29,"(1.41, 1.39, 0.99)","{'Steel': 60, 'Aluminum': 40}",low,481.5,385.5,Diesel,44.1,electric
EN0390,VoltDrive 9,50.0,4139.57,Advanced hybrid engine.,engine,BrandE,17.32,100.2,"(1.28, 1.41, 0.51)","{'Copper': 50, 'Steel': 50}",medium,382.9,307.7,Hybrid,16.9,petrol
EN0391,PowerCore 5,28.0,3706.93,High-performance electric engine.,engine,BrandA,17.42,168.29,"(1.42, 1.45, 0.57)","{'Steel': 75, 'Iron': 25}",low,363.1,143.7,Electric,12.5,hybrid
EN0392,DieselMax 4,6.0,3550.2,Efficient electric engine.,engine,BrandC,17.53,102.69,"(0.93, 0.99, 1.47)","{'Steel': 60, 'Aluminum': 40}",medium,361.6,382.8,Electric,17.4,hybrid
EN0393,VoltDrive 4,17.0,3237.26,High-performance diesel engine.,engine,BrandC,17.46,88.65,"(0.59, 1.13, 0.63)","{'Steel': 70, 'Aluminum': 30}",high,250.8,240.7,Diesel,25.0,electric
EN0394,HorsePower 9,6.0,2395.35,High-performance electric engine.,engine,BrandC,17.37,150.89,"(0.94, 0.71, 1.19)","{'Steel': 60, 'Aluminum': 40}",low,412.5,168.6,Electric,26.0,diesel
EN0395,VoltDrive 5,32.0,2745.87,High-performance hybrid engine.,engine,BrandD,17.55,177.95,"(1.22, 0.52, 0.81)","{'Aluminum': 80, 'Titanium': 20}",medium,585.9,305.8,Hybrid,28.9,electric
EN0396,DieselMax 2,30.0,3090.82,High-performance hybrid engine.,engine,BrandB,17.56,151.98,"(1.42, 1.05, 1.45)","{'Steel': 75, 'Iron': 25}",low,539.8,277.9,Hybrid,20.5,electric
EN0397,TorqueX 7,34.0,4209.94,Reliable hybrid engine.,engine,BrandA,17.36,178.72,"(1.06, 0.6, 0.53)","{'Steel': 70, 'Aluminum': 30}",low,252.6,333.4,Hybrid,46.0,petrol
EN0398,PowerCore 8,45.0,2563.15,Efficient petrol engine.,engine,BrandC,17.6,174.14,"(1.0, 0.6, 0.75)","{'Steel': 60, 'Aluminum': 40}",high,270.2,252.8,Petrol,11.8,diesel
EN0399,PowerCore 6,6.0,4978.96,Reliable hybrid engine.,engine,BrandE,17.56,163.04,"(1.18, 0.69, 0.92)","{'Steel': 70, 'Aluminum': 30}",low,225.7,335.0,Hybrid,11.7,electric
EN0400,PowerCore 4,41.0,2655.97,Reliable diesel engine.,engine,BrandA,17.49,196.85,"(1.34, 1.08, 0.8)","{'Aluminum': 80, 'Titanium': 20}",low,374.0,318.5,Diesel,16.1,electric
EN0401,TorqueX 2,8.0,2670.91,Reliable diesel engine.,engine,BrandB,17.36,93.97,"(1.04, 1.49, 0.86)","{'Steel': 60, 'Aluminum': 40}",high,510.6,488.6,Diesel,17.0,petrol
EN0402,VoltDrive 1,35.0,1511.07,Reliable diesel engine.,engine,BrandB,17.42,165.92,"(0.77, 1.29, 1.03)","{'Steel': 70, 'Aluminum': 30}",medium,436.2,266.9,Diesel,44.6,diesel
EN0403,DieselMax 8,24.0,2797.94,High-performance electric engine.,engine,BrandC,17.47,112.96,"(1.49, 1.02, 1.26)","{'Steel': 75, 'Iron': 25}",high,352.2,204.0,Electric,30.1,hybrid
EN0404,TorqueX 2,10.0,3578.1,Advanced diesel engine.,engine,BrandA,17.41,110.84,"(1.1, 1.01, 0.86)","{'Steel': 70, 'Aluminum': 30}",medium,243.2,169.7,Diesel,15.3,electric
EN0405,VoltDrive 5,11.0,4176.29,Advanced petrol engine.,engine,BrandD,17.42,189.22,"(1.41, 1.32, 1.18)","{'Steel': 75, 'Iron': 25}",high,443.6,198.6,Petrol,30.8,electric
EN0406,HorsePower 4,39.0,1911.75,Advanced petrol engine.,engine,BrandE,17.4,179.06,"(1.31, 1.2, 1.15)","{'Copper': 50, 'Steel': 50}",low,376.4,286.2,Petrol,47.8,hybrid
EN0407,HorsePower 4,13.0,3741.46,High-performance electric engine.,engine,BrandB,17.41,169.57,"(0.59, 1.17, 1.05)","{'Steel': 70, 'Aluminum': 30}",medium,413.9,286.3,Electric,16.7,petrol
EN0408,PowerCore 5,46.0,4668.39,Advanced petrol engine.,engine,BrandC,17.47,104.67,"(0.76, 1.47, 0.76)","{'Steel': 75, 'Iron': 25}",high,534.3,162.3,Petrol,33.3,diesel
EN0409,HorsePower 4,33.0,3238.86,High-performance electric engine.,engine,BrandC,17.43,172.82,"(1.47, 0.73, 0.73)","{'Steel': 70, 'Aluminum': 30}",high,282.1,221.8,Electric,37.2,electric
EN0410,HorsePower 6,36.0,1611.26,Efficient electric engine.,engine,BrandC,17.44,193.78,"(1.0, 1.36, 1.41)","{'Aluminum': 80, 'Titanium': 20}",low,504.4,150.2,Electric,18.2,diesel
EN0411,TorqueX 6,21.0,2594.23,Advanced hybrid engine.,engine,BrandA,17.33,81.93,"(0.9, 1.09, 1.01)","{'Copper': 50, 'Steel': 50}",medium,469.7,478.8,Hybrid,20.2,petrol
EN0412,PowerCore 5,46.0,2962.32,Advanced electric engine.,engine,BrandC,17.32,115.12,"(1.11, 1.05, 1.33)","{'Aluminum': 80, 'Titanium': 20}",high,439.7,372.0,Electric,27.1,diesel
EN0413,PowerCore 7,36.0,1625.3,Advanced diesel engine.,engine,BrandA,17.33,104.33,"(0.56, 1.44, 1.26)","{'Aluminum': 80, 'Titanium': 20}",low,459.2,430.7,Diesel,32.9,hybrid
EN0414,VoltDrive 1,22.0,3611.35,Advanced petrol engine.,engine,BrandC,17.37,164.79,"(1.27, 1.37, 1.25)","{'Aluminum': 80, 'Titanium': 20}",low,238.6,456.0,Petrol,48.7,petrol
EN0415,VoltDrive 1,43.0,3940.54,Advanced diesel engine.,engine,BrandE,17.33,98.78,"(0.88, 1.4, 0.62)","{'Steel': 75, 'Iron': 25}",low,465.0,373.6,Diesel,44.0,petrol
EN0416,TorqueX 8,49.0,1522.11,Efficient petrol engine.,engine,BrandB,17.45,118.78,"(0.89, 1.22, 0.98)","{'Aluminum': 80, 'Titanium': 20}",medium,573.5,245.5,Petrol,36.7,petrol
EN0417,VoltDrive 2,35.0,2015.33,Efficient petrol engine.,engine,BrandC,17.44,101.38,"(1.37, 1.15, 0.82)","{'Copper': 50, 'Steel': 50}",medium,300.8,197.3,Petrol,46.6,electric
EN0418,TorqueX 5,12.0,2700.48,Efficient diesel engine.,engine,BrandD,17.58,181.39,"(0.55, 1.14, 1.0)","{'Aluminum': 80, 'Titanium': 20}",low,382.8,376.6,Diesel,14.6,hybrid
EN0419,HorsePower 3,1.0,2018.15,High-performance electric engine.,engine,BrandD,17.51,179.61,"(0.98, 1.3, 0.69)","{'Steel': 75, 'Iron': 25}",high,460.6,335.9,Electric,27.1,diesel
EN0420,VoltDrive 6,24.0,1963.73,Efficient diesel engine.,engine,BrandC,17.38,159.18,"(1.03, 1.33, 1.16)","{'Aluminum': 80, 'Titanium': 20}",medium,454.8,291.9,Diesel,27.4,diesel
EN0421,HorsePower 7,33.0,2511.32,High-performance hybrid engine.,engine,BrandB,17.35,98.95,"(0.9, 1.0, 1.13)","{'Steel': 75, 'Iron': 25}",high,223.1,473.4,Hybrid,13.5,hybrid
EN0422,TorqueX 4,12.0,3613.47,Efficient petrol engine.,engine,BrandC,17.46,173.17,"(1.07, 1.34, 0.81)","{'Steel': 75, 'Iron': 25}",low,371.4,378.2,Petrol,18.4,hybrid
EN0423,DieselMax 3,13.0,2779.49,High-performance hybrid engine.,engine,BrandE,17.33,146.36,"(1.49, 0.91, 0.59)","{'Steel': 70, 'Aluminum': 30}",medium,376.1,347.9,Hybrid,10.2,electric
EN0424,VoltDrive 6,23.0,1504.82,High-performance electric engine.,engine,BrandE,17.47,194.36,"(0.64, 1.36, 1.48)","{'Copper': 50, 'Steel': 50}",low,386.7,308.5,Electric,26.3,diesel
EN0425,HorsePower 2,16.0,4264.32,Advanced petrol engine.,engine,BrandE,17.42,130.98,"(0.89, 1.24, 0.91)","{'Aluminum': 80, 'Titanium': 20}",medium,593.3,284.8,Petrol,47.3,electric
EN0426,PowerCore 1,23.0,2409.27,High-performance hybrid engine.,engine,BrandA,17.48,86.11,"(0.85, 0.78, 0.69)","{'Aluminum': 80, 'Titanium': 20}",low,201.1,453.8,Hybrid,42.2,petrol
EN0427,DieselMax 7,13.0,2370.38,Efficient electric engine.,engine,BrandD,17.37,186.04,"(1.31, 0.57, 1.33)","{'Copper': 50, 'Steel': 50}",low,590.2,341.0,Electric,32.7,electric
EN0428,VoltDrive 1,9.0,3895.5,High-performance petrol engine.,engine,BrandD,17.45,175.66,"(1.18, 0.73, 1.48)","{'Steel': 60, 'Aluminum': 40}",low,518.4,256.6,Petrol,46.3,petrol
EN0429,HorsePower 9,42.0,1516.78,Efficient petrol engine.,engine,BrandB,17.6,193.23,"(1.48, 0.98, 0.77)","{'Steel': 75, 'Iron': 25}",medium,348.2,367.3,Petrol,29.8,petrol
EN0430,HorsePower 6,40.0,3142.48,Efficient petrol engine.,engine,BrandB,17.4,169.46,"(1.02, 1.09, 0.69)","{'Copper': 50, 'Steel': 50}",low,271.8,420.8,Petrol,27.5,hybrid
EN0431,TorqueX 7,31.0,2379.43,Reliable petrol engine.,engine,BrandC,17.52,181.22,"(0.92, 1.33, 0.51)","{'Copper': 50, 'Steel': 50}",low,460.4,457.8,Petrol,34.7,hybrid
EN0432,DieselMax 5,35.0,2978.77,Advanced diesel engine.,engine,BrandD,17.55,161.97,"(0.54, 0.7, 1.26)","{'Steel': 70, 'Aluminum': 30}",high,507.1,215.8,Diesel,40.3,diesel
EN0433,DieselMax 7,37.0,1664.85,Reliable diesel engine.,engine,BrandB,17.54,136.02,"(0.57, 1.18, 0.8)","{'Steel': 75, 'Iron': 25}",low,570.3,145.3,Diesel,39.9,diesel
EN0434,HorsePower 8,33.0,2519.49,Efficient electric engine.,engine,BrandC,17.37,197.5,"(0.81, 1.38, 1.08)","{'Steel': 70, 'Aluminum': 30}",low,267.4,302.0,Electric,39.3,hybrid
EN0435,DieselMax 5,1.0,4615.49,Efficient petrol engine.,engine,BrandE,17.3,125.79,"(0.85, 0.53, 0.8)","{'Steel': 75, 'Iron': 25}",low,531.2,235.5,Petrol,18.5,hybrid
EN0436,VoltDrive 2,46.0,1963.54,Reliable petrol engine.,engine,BrandD,17.51,117.97,"(1.09, 1.0, 1.21)","{'Steel': 70, 'Aluminum': 30}",low,570.4,404.1,Petrol,43.2,diesel
EN0437,PowerCore 8,16.0,2995.08,Reliable petrol engine.,engine,BrandE,17.45,111.76,"(1.29, 0.79, 1.16)","{'Steel': 75, 'Iron': 25}",low,508.3,391.1,Petrol,26.2,electric
EN0438,TorqueX 3,42.0,3653.49,High-performance hybrid engine.,engine,BrandE,17.56,181.14,"(0.99, 1.35, 1.1)","{'Aluminum': 80, 'Titanium': 20}",medium,286.9,324.1,Hybrid,34.1,diesel
EN0439,PowerCore 9,13.0,2879.03,Advanced petrol engine.,engine,BrandE,17.36,83.45,"(1.04, 1.49, 1.15)","{'Steel': 75, 'Iron': 25}",high,334.2,103.1,Petrol,41.7,hybrid
EN0440,DieselMax 8,7.0,2713.6,High-performance diesel engine.,engine,BrandD,17.39,120.18,"(1.37, 0.78, 1.07)","{'Steel': 70, 'Aluminum': 30}",low,274.7,356.4,Diesel,39.9,diesel
EN0441,PowerCore 7,26.0,3000.73,High-performance hybrid engine.,engine,BrandE,17.3,85.41,"(0.58, 1.47, 0.94)","{'Steel': 70, 'Aluminum': 30}",medium,387.9,284.6,Hybrid,27.9,petrol
EN0442,PowerCore 6,49.0,4264.67,Reliable diesel engine.,engine,BrandD,17.55,161.97,"(1.16, 0.91, 1.23)","{'Steel': 70, 'Aluminum': 30}",low,516.0,364.8,Diesel,28.5,diesel
EN0443,DieselMax 9,26.0,4185.54,High-performance electric engine.,engine,BrandC,17.31,199.78,"(0.94, 1.35, 0.85)","{'Copper': 50, 'Steel': 50}",medium,571.5,109.0,Electric,42.9,hybrid
EN0444,DieselMax 3,16.0,3657.77,Efficient diesel engine.,engine,BrandD,17.54,80.54,"(1.1, 0.7, 1.36)","{'Copper': 50, 'Steel': 50}",medium,342.8,192.0,Diesel,43.9,hybrid
EN0445,HorsePower 5,45.0,4656.34,High-performance petrol engine.,engine,BrandE,17.31,103.59,"(0.85, 1.45, 1.31)","{'Copper': 50, 'Steel': 50}",medium,486.4,401.2,Petrol,44.6,diesel
EN0446,HorsePower 2,29.0,4628.97,Efficient electric engine.,engine,BrandA,17.31,195.29,"(0.91, 1.14, 1.48)","{'Copper': 50, 'Steel': 50}",low,290.1,304.7,Electric,22.1,hybrid
EN0447,PowerCore 3,18.0,4165.44,Efficient electric engine.,engine,BrandC,17.53,118.87,"(0.68, 1.15, 0.75)","{'Copper': 50, 'Steel': 50}",high,396.2,212.7,Electric,34.1,electric
EN0448,DieselMax 9,10.0,2802.37,High-performance hybrid engine.,engine,BrandA,17.58,165.16,"(0.75, 0.53, 1.48)","{'Steel': 75, 'Iron': 25}",low,452.0,185.9,Hybrid,28.2,electric
EN0449,HorsePower 7,18.0,4520.0,Advanced electric engine.,engine,BrandB,17.44,155.19,"(0.57, 0.68, 0.63)","{'Steel': 70, 'Aluminum': 30}",high,581.1,418.7,Electric,46.7,electric
EN0450,DieselMax 8,22.0,2322.79,High-performance petrol engine.,engine,BrandD,17.37,113.03,"(1.36, 0.95, 0.75)","{'Steel': 75, 'Iron': 25}",low,537.9,252.0,Petrol,31.5,hybrid
EN0451,TorqueX 1,5.0,2712.02,High-performance diesel engine.,engine,BrandC,17.32,109.65,"(1.08, 1.23, 1.21)","{'Aluminum': 80, 'Titanium': 20}",high,444.8,414.1,Diesel,45.9,hybrid
EN0452,PowerCore 2,31.0,2001.54,Advanced petrol engine.,engine,BrandA,17.53,139.04,"(1.08, 0.51, 0.99)","{'Aluminum': 80, 'Titanium': 20}",high,264.4,306.5,Petrol,18.9,electric
EN0453,VoltDrive 4,1.0,4676.59,Reliable petrol engine.,engine,BrandC,17.36,155.07,"(1.09, 1.03, 0.67)","{'Steel': 70, 'Aluminum': 30}",low,281.6,199.3,Petrol,28.8,hybrid
EN0454,TorqueX 4,9.0,4536.15,Efficient diesel engine.,engine,BrandA,17.45,183.23,"(0.95, 0.55, 0.58)","{'Steel': 75, 'Iron': 25}",medium,212.3,420.1,Diesel,48.1,electric
EN0455,HorsePower 4,33.0,3873.08,Advanced diesel engine.,engine,BrandE,17.59,163.12,"(0.99, 0.73, 0.57)","{'Steel': 70, 'Aluminum': 30}",medium,222.2,478.5,Diesel,42.1,electric
EN0456,DieselMax 9,36.0,2058.89,Advanced electric engine.,engine,BrandA,17.49,191.16,"(1.22, 0.8, 0.52)","{'Copper': 50, 'Steel': 50}",medium,532.9,485.3,Electric,18.4,diesel
EN0457,TorqueX 9,13.0,4457.23,Efficient hybrid engine.,engine,BrandD,17.43,118.06,"(1.19, 0.69, 0.76)","{'Copper': 50, 'Steel': 50}",high,512.6,305.6,Hybrid,30.2,electric
EN0458,DieselMax 9,14.0,4025.72,Efficient diesel engine.,engine,BrandD,17.54,87.46,"(0.56, 1.16, 0.82)","{'Steel': 60, 'Aluminum': 40}",medium,384.3,138.4,Diesel,35.2,diesel
EN0459,DieselMax 2,47.0,3167.03,High-performance petrol engine.,engine,BrandC,17.6,180.97,"(0.97, 1.28, 1.24)","{'Steel': 70, 'Aluminum': 30}",medium,437.5,221.9,Petrol,31.4,petrol
EN0460,TorqueX 2,18.0,3968.15,Advanced hybrid engine.,engine,BrandA,17.5,84.34,"(1.5, 0.99, 0.63)","{'Steel': 60, 'Aluminum': 40}",low,555.0,137.3,Hybrid,14.2,petrol
EN0461,HorsePower 4,42.0,1983.48,High-performance diesel engine.,engine,BrandE,17.58,113.98,"(1.42, 1.2, 1.34)","{'Steel': 70, 'Aluminum': 30}",medium,366.5,192.5,Diesel,45.7,hybrid
EN0462,HorsePower 6,30.0,2180.48,Advanced electric engine.,engine,BrandE,17.33,115.44,"(0.72, 0.5, 1.41)","{'Steel': 75, 'Iron': 25}",medium,401.4,423.2,Electric,17.8,electric
EN0463,TorqueX 3,39.0,2438.16,Reliable electric engine.,engine,BrandC,17.44,108.16,"(0.56, 1.28, 0.95)","{'Aluminum': 80, 'Titanium': 20}",medium,418.4,427.1,Electric,42.7,diesel
EN0464,PowerCore 7,15.0,4870.35,Efficient diesel engine.,engine,BrandD,17.59,155.26,"(0.55, 1.41, 0.7)","{'Steel': 70, 'Aluminum': 30}",medium,372.1,369.9,Diesel,26.2,petrol
EN0465,HorsePower 3,30.0,2015.86,Efficient diesel engine.,engine,BrandB,17.57,169.65,"(0.73, 1.16, 0.89)","{'Steel': 60, 'Aluminum': 40}",medium,319.9,491.9,Diesel,36.6,petrol
EN0466,VoltDrive 3,37.0,4056.49,Efficient electric engine.,engine,BrandB,17.59,134.37,"(1.12, 1.38, 0.98)","{'Aluminum': 80, 'Titanium': 20}",low,286.2,125.5,Electric,41.8,hybrid
EN0467,DieselMax 3,16.0,3322.48,High-performance electric engine.,engine,BrandE,17.58,99.78,"(1.12, 1.11, 0.7)","{'Steel': 75, 'Iron': 25}",medium,411.8,370.4,Electric,14.7,electric
EN0468,PowerCore 7,2.0,2156.81,High-performance petrol engine.,engine,BrandE,17.42,120.02,"(0.53, 0.85, 1.45)","{'Steel': 75, 'Iron': 25}",low,242.8,409.6,Petrol,32.5,electric
EN0469,TorqueX 2,2.0,2196.7,Reliable diesel engine.,engine,BrandC,17.53,180.6,"(0.77, 0.99, 1.2)","{'Copper': 50, 'Steel': 50}",high,382.4,403.3,Diesel,45.9,electric
EN0470,PowerCore 7,34.0,4849.83,Efficient electric engine.,engine,BrandD,17.35,132.85,"(0.93, 1.06, 1.12)","{'Steel': 70, 'Aluminum': 30}",low,552.3,219.4,Electric,28.3,petrol
EN0471,TorqueX 8,5.0,3399.61,Advanced electric engine.,engine,BrandD,17.55,167.78,"(1.24, 1.5, 0.93)","{'Steel': 60, 'Aluminum': 40}",medium,591.6,198.6,Electric,20.0,petrol
EN0472,VoltDrive 2,24.0,3054.44,Efficient electric engine.,engine,BrandE,17.51,182.99,"(0.66, 0.87, 1.41)","{'Aluminum': 80, 'Titanium': 20}",low,531.4,352.1,Electric,48.7,electric
EN0473,HorsePower 3,22.0,2829.93,Reliable hybrid engine.,engine,BrandD,17.45,165.94,"(1.01, 1.38, 1.37)","{'Steel': 75, 'Iron': 25}",medium,325.3,337.2,Hybrid,37.0,hybrid
EN0474,TorqueX 9,3.0,2913.15,Advanced diesel engine.,engine,BrandC,17.52,159.54,"(0.58, 1.48, 0.96)","{'Steel': 70, 'Aluminum': 30}",high,405.2,111.8,Diesel,46.2,petrol
EN0475,HorsePower 4,9.0,2031.45,High-performance diesel engine.,engine,BrandA,17.55,96.99,"(0.66, 0.72, 1.46)","{'Steel': 60, 'Aluminum': 40}",low,428.1,202.1,Diesel,10.4,diesel
EN0476,PowerCore 7,6.0,4587.85,Reliable diesel engine.,engine,BrandC,17.4,119.0,"(0.76, 0.55, 1.4)","{'Steel': 75, 'Iron': 25}",high,405.4,268.8,Diesel,38.5,electric
EN0477,DieselMax 2,46.0,2779.09,Advanced hybrid engine.,engine,BrandA,17.43,108.05,"(0.75, 0.86, 0.71)","{'Steel': 70, 'Aluminum': 30}",low,434.1,209.2,Hybrid,20.1,petrol
EN0478,VoltDrive 7,7.0,3885.61,High-performance petrol engine.,engine,BrandE,17.38,115.67,"(1.47, 1.4, 1.46)","{'Copper': 50, 'Steel': 50}",medium,296.1,403.6,Petrol,33.1,electric
EN0479,TorqueX 6,14.0,4066.93,Advanced diesel engine.,engine,BrandE,17.55,101.3,"(1.11, 0.72, 1.32)","{'Copper': 50, 'Steel': 50}",high,290.5,344.8,Diesel,34.4,petrol
EN0480,VoltDrive 2,10.0,3303.65,Efficient petrol engine.,engine,BrandE,17.58,185.0,"(1.14, 1.2, 0.73)","{'Steel': 60, 'Aluminum': 40}",high,313.7,430.1,Petrol,12.5,diesel
EN0481,VoltDrive 3,7.0,2455.16,High-performance diesel engine.,engine,BrandB,17.53,89.53,"(1.28, 0.82, 0.59)","{'Steel': 70, 'Aluminum': 30}",low,540.7,229.6,Diesel,30.0,petrol
EN0482,HorsePower 3,44.0,3041.06,Reliable hybrid engine.,engine,BrandB,17.3,154.1,"(0.56, 0.52, 1.43)","{'Steel': 70, 'Aluminum': 30}",medium,435.5,284.0,Hybrid,31.6,petrol
EN0483,HorsePower 3,13.0,3608.05,Advanced electric engine.,engine,BrandB,17.51,123.48,"(1.05, 1.48, 1.32)","{'Copper': 50, 'Steel': 50}",high,568.4,342.3,Electric,20.2,hybrid
EN0484,TorqueX 6,48.0,2344.13,High-performance petrol engine.,engine,BrandB,17.31,192.23,"(0.88, 1.49, 1.31)","{'Steel': 75, 'Iron': 25}",high,310.5,263.1,Petrol,14.9,petrol
EN0485,PowerCore 5,3.0,1549.36,High-performance electric engine.,engine,BrandB,17.43,114.39,"(1.29, 0.52, 0.92)","{'Steel': 60, 'Aluminum': 40}",medium,342.6,478.1,Electric,42.4,diesel
EN0486,PowerCore 6,1.0,2670.32,Reliable diesel engine.,engine,BrandE,17.49,92.05,"(0.51, 0.58, 0.82)","{'Copper': 50, 'Steel': 50}",low,557.5,415.0,Diesel,18.5,hybrid
EN0487,TorqueX 7,3.0,2421.86,Advanced diesel engine.,engine,BrandA,17.55,107.81,"(1.16, 1.26, 1.16)","{'Steel': 60, 'Aluminum': 40}",low,519.2,118.3,Diesel,38.1,electric
EN0488,HorsePower 7,36.0,4273.32,Reliable petrol engine.,engine,BrandB,17.34,90.8,"(0.87, 0.8, 0.52)","{'Steel': 60, 'Aluminum': 40}",medium,433.0,456.3,Petrol,34.6,diesel
EN0489,DieselMax 9,34.0,2472.32,Efficient diesel engine.,engine,BrandC,17.35,104.89,"(1.44, 0.66, 1.21)","{'Steel': 60, 'Aluminum': 40}",high,380.5,387.2,Diesel,43.5,diesel
EN0490,DieselMax 9,38.0,4629.25,Advanced hybrid engine.,engine,BrandB,17.32,100.4,"(1.32, 1.33, 1.38)","{'Copper': 50, 'Steel': 50}",high,220.7,202.1,Hybrid,23.5,petrol
EN0491,DieselMax 4,31.0,2144.01,High-performance hybrid engine.,engine,BrandD,17.54,191.24,"(0.95, 0.69, 1.28)","{'Copper': 50, 'Steel': 50}",high,559.9,333.9,Hybrid,29.8,petrol
EN0492,HorsePower 3,1.0,3015.87,Advanced hybrid engine.,engine,BrandE,17.5,184.09,"(1.33, 1.22, 1.11)","{'Copper': 50, 'Steel': 50}",high,234.4,492.8,Hybrid,29.7,petrol
EN0493,VoltDrive 3,5.0,3359.7,High-performance diesel engine.,engine,BrandA,17.44,105.52,"(1.43, 1.39, 1.15)","{'Copper': 50, 'Steel': 50}",high,409.8,169.9,Diesel,37.0,hybrid
EN0494,HorsePower 5,47.0,1990.03,Advanced petrol engine.,engine,BrandC,17.36,132.4,"(0.55, 1.18, 0.54)","{'Steel': 60, 'Aluminum': 40}",medium,430.6,250.5,Petrol,20.5,diesel
EN0495,DieselMax 8,2.0,4233.76,Advanced hybrid engine.,engine,BrandA,17.59,150.13,"(0.81, 1.11, 1.07)","{'Steel': 60, 'Aluminum': 40}",medium,356.6,124.4,Hybrid,36.5,electric
EN0496,TorqueX 3,38.0,3153.09,Efficient diesel engine.,engine,BrandC,17.37,115.54,"(0.92, 1.35, 1.3)","{'Steel': 75, 'Iron': 25}",medium,589.0,208.6,Diesel,30.6,petrol
EN0497,VoltDrive 6,32.0,1511.99,Efficient petrol engine.,engine,BrandC,17.32,118.98,"(0.58, 1.28, 0.82)","{'Steel': 60, 'Aluminum': 40}",low,220.2,482.9,Petrol,32.9,diesel
EN0498,PowerCore 2,6.0,2456.3,Advanced hybrid engine.,engine,BrandE,17.57,157.02,"(0.74, 0.54, 0.75)","{'Copper': 50, 'Steel': 50}",low,538.8,482.2,Hybrid,12.8,petrol
EN0499,HorsePower 7,43.0,1676.8,Efficient petrol engine.,engine,BrandD,17.46,120.41,"(0.77, 1.34, 1.34)","{'Copper': 50, 'Steel': 50}",low,243.5,443.4,Petrol,18.7,hybrid
EN0500,VoltDrive 5,44.0,1994.84,Reliable electric engine.,engine,BrandE,17.4,98.43,"(0.92, 1.01, 0.84)","{'Steel': 60, 'Aluminum': 40}",high,522.3,114.8,Electric,39.6,diesel
EN0501,DieselMax 7,12.0,4017.42,Reliable petrol engine.,engine,BrandB,17.48,156.6,"(0.65, 1.3, 0.67)","{'Steel': 70, 'Aluminum': 30}",medium,537.6,163.5,Petrol,14.3,diesel
EN0502,HorsePower 7,37.0,4698.5,High-performance diesel engine.,engine,BrandD,17.53,182.33,"(0.67, 0.6, 1.26)","{'Steel': 60, 'Aluminum': 40}",medium,491.8,281.2,Diesel,10.1,diesel
EN0503,HorsePower 7,25.0,2007.48,Reliable hybrid engine.,engine,BrandE,17.41,130.26,"(1.27, 0.78, 1.33)","{'Steel': 75, 'Iron': 25}",medium,539.8,230.1,Hybrid,37.1,electric
EN0504,DieselMax 7,38.0,4604.64,High-performance diesel engine.,engine,BrandB,17.56,157.78,"(1.11, 0.6, 1.02)","{'Steel': 70, 'Aluminum': 30}",high,469.6,361.6,Diesel,27.7,electric
EN0505,HorsePower 7,37.0,2465.55,Efficient hybrid engine.,engine,BrandB,17.37,149.39,"(0.96, 0.84, 0.69)","{'Copper': 50, 'Steel': 50}",low,591.5,313.6,Hybrid,21.5,hybrid
EN0506,HorsePower 1,7.0,4993.08,High-performance petrol engine.,engine,BrandD,17.38,139.95,"(1.41, 0.87, 0.83)","{'Steel': 75, 'Iron': 25}",medium,598.0,215.9,Petrol,28.2,diesel
