id,name,quantity,price,description,item_type,brand,vat,weight,dimensions,composition,durability,primary_color,secondary_color,finish,protection_type
SC7201,UltraSoft 3,45,233.39,Scratch-resistant seat cover.,seatandcover,BrandA,17.47,3.59,"(1.46, 1.19, 1.18)","{'Leather': 74, 'Foam': 20}",medium,D4AF37,FF5733,glossy,uv
SC6814,Premium 8,49,139.47,Luxurious seat cover.,seatandcover,BrandA,17.46,3.97,"(1.31, 1.31, 1.03)","{'Leather': 70, 'Foam': 26}",high,8B4513,D4AF37,glossy,dust
SC9612,Premium 5,47,201.89,Luxurious seat cover.,seatandcover,BrandA,17.51,3.22,"(1.17, 1.46, 1.38)","{'Leather': 62, 'Foam': 24}",low,FF0000,FF0000,unfinished,uv
SC6144,Premium 3,25,235.7,Luxurious seat cover.,seatandcover,BrandC,17.56,3.69,"(1.33, 1.05, 1.45)","{'Leather': 67, 'Foam': 36}",low,2F4F4F,2980B9,glossy,light
SC9967,UltraSoft 5,19,132.8,Luxurious seat cover.,seatandcover,BrandB,17.45,3.5,"(1.02, 1.35, 1.22)","{'Leather': 74, 'Foam': 22}",low,D4AF37,D4AF37,matte,scratch
SC6425,UltraSoft 6,39,136.59,Comfortable seat cover.,seatandcover,BrandA,17.53,3.16,"(1.21, 1.32, 1.31)","{'Leather': 71, 'Foam': 37}",high,2F4F4F,708090,matte,light
SC2295,UltraSoft 2,3,178.17,Durable seat cover.,seatandcover,BrandC,17.59,3.42,"(1.4, 1.13, 1.45)","{'Leather': 76, 'Foam': 31}",low,D4AF37,FF5733,matte,scratch
SC4141,Premium 4,44,139.05,Luxurious seat cover.,seatandcover,BrandA,17.42,2.67,"(1.29, 1.49, 1.14)","{'Leather': 76, 'Foam': 24}",medium,D4AF37,D4AF37,glossy,uv
SC3553,Comfy 5,40,119.88,Durable seat cover.,seatandcover,BrandC,17.41,3.7,"(1.09, 1.19, 1.43)","{'Leather': 61, 'Foam': 28}",low,DAA520,2F4F4F,matte,uv
SC9338,Premium 8,21,154.75,Luxurious seat cover.,seatandcover,BrandC,17.45,3.74,"(1.38, 1.2, 1.47)","{'Leather': 60, 'Foam': 29}",high,DAA520,F5DEB3,unfinished,uv
SC7071,Premium 7,26,127.93,Durable seat cover.,seatandcover,BrandC,17.58,2.51,"(1.4, 1.08, 1.46)","{'Leather': 65, 'Foam': 34}",undefined,2980B9,8B4513,matte,dust
SC1555,UltraSoft 8,38,207.37,Luxurious seat cover.,seatandcover,BrandA,17.47,3.96,"(1.39, 1.4, 1.36)","{'Leather': 62, 'Foam': 25}",undefined,F5F5F5,2980B9,matte,scratch
SC2796,Comfy 6,29,220.94,Luxurious seat cover.,seatandcover,BrandC,17.43,3.77,"(1.01, 1.16, 1.11)","{'Leather': 72, 'Foam': 38}",high,F5F5F5,FF5733,matte,dust
SC8899,Luxury 3,29,232.85,Durable seat cover.,seatandcover,BrandB,17.44,3.05,"(1.07, 1.03, 1.26)","{'Leather': 62, 'Foam': 24}",undefined,2F4F4F,FF0000,glossy,uv
SC4960,Comfy 8,43,213.72,Luxurious seat cover.,seatandcover,BrandC,17.6,2.56,"(1.41, 1.35, 1.35)","{'Leather': 62, 'Foam': 20}",medium,FF0000,FF5733,glossy,scratch
SC9648,Comfy 4,32,232.14,Scratch-resistant seat cover.,seatandcover,BrandC,17.55,3.25,"(1.28, 1.15, 1.11)","{'Leather': 67, 'Foam': 32}",medium,2980B9,F5F5F5,glossy,scratch
SC3520,UltraSoft 5,13,207.76,Durable seat cover.,seatandcover,BrandB,17.45,3.54,"(1.25, 1.06, 1.07)","{'Leather': 73, 'Foam': 25}",low,2F4F4F,F5DEB3,unfinished,light
SC6361,Luxury 3,39,184.11,Scratch-resistant seat cover.,seatandcover,BrandA,17.59,3.98,"(1.25, 1.35, 1.42)","{'Leather': 76, 'Foam': 38}",medium,2980B9,FF0000,glossy,light
SC6141,Comfy 2,35,226.66,Luxurious seat cover.,seatandcover,BrandA,17.48,2.96,"(1.11, 1.35, 1.17)","{'Leather': 65, 'Foam': 38}",low,FF0000,D4AF37,glossy,uv
SC5110,Premium 6,4,249.95,Scratch-resistant seat cover.,seatandcover,BrandC,17.49,3.54,"(1.5, 1.33, 1.42)","{'Leather': 77, 'Foam': 24}",low,FF0000,F5F5F5,unfinished,uv
SC7935,Comfy 6,37,233.21,Luxurious seat cover.,seatandcover,BrandA,17.51,2.72,"(1.21, 1.38, 1.39)","{'Leather': 61, 'Foam': 24}",medium,2980B9,F5F5F5,glossy,scratch
SC5414,Luxury 1,23,132.81,Comfortable seat cover.,seatandcover,BrandC,17.41,3.73,"(1.32, 1.29, 1.01)","{'Leather': 66, 'Foam': 31}",medium,2980B9,708090,matte,scratch
SC3887,Luxury 7,44,166.13,Luxurious seat cover.,seatandcover,BrandA,17.54,3.47,"(1.46, 1.48, 1.39)","{'Leather': 64, 'Foam': 24}",medium,708090,D4AF37,matte,uv
SC4547,Premium 9,15,160.56,Durable seat cover.,seatandcover,BrandA,17.55,3.88,"(1.03, 1.49, 1.12)","{'Leather': 78, 'Foam': 40}",medium,D4AF37,D4AF37,glossy,scratch
SC9203,Premium 7,21,171.46,Scratch-resistant seat cover.,seatandcover,BrandB,17.49,3.98,"(1.48, 1.22, 1.2)","{'Leather': 78, 'Foam': 37}",low,D4AF37,F5F5F5,unfinished,dust
SC5530,UltraSoft 4,50,227.28,Comfortable seat cover.,seatandcover,BrandC,17.48,2.63,"(1.07, 1.3, 1.47)","{'Leather': 64, 'Foam': 25}",high,8B4513,D4AF37,unfinished,scratch
SC5622,Comfy 3,24,160.48,Luxurious seat cover.,seatandcover,BrandA,17.59,3.05,"(1.41, 1.31, 1.23)","{'Leather': 61, 'Foam': 29}",undefined,FF5733,2980B9,glossy,light
SC4003,Premium 9,11,192.79,Durable seat cover.,seatandcover,BrandB,17.58,3.53,"(1.28, 1.16, 1.17)","{'Leather': 79, 'Foam': 30}",high,FF0000,D4AF37,matte,dust
SC4473,UltraSoft 8,9,237.6,Luxurious seat cover.,seatandcover,BrandA,17.45,2.78,"(1.06, 1.07, 1.22)","{'Leather': 68, 'Foam': 24}",low,FF5733,D4AF37,glossy,light
SC5818,Comfy 4,3,108.15,Comfortable seat cover.,seatandcover,BrandC,17.53,2.84,"(1.35, 1.13, 1.39)","{'Leather': 74, 'Foam': 40}",undefined,2F4F4F,F5DEB3,glossy,uv
SC9202,Premium 1,14,227.88,Durable seat cover.,seatandcover,BrandC,17.52,3.76,"(1.28, 1.3, 1.23)","{'Leather': 62, 'Foam': 39}",high,2F4F4F,DAA520,unfinished,scratch
SC9510,Luxury 6,29,172.13,Comfortable seat cover.,seatandcover,BrandC,17.41,2.91,"(1.31, 1.19, 1.22)","{'Leather': 67, 'Foam': 39}",high,F5F5F5,F5F5F5,glossy,scratch
SC7193,Luxury 8,40,197.91,Durable seat cover.,seatandcover,BrandB,17.53,3.53,"(1.16, 1.23, 1.03)","{'Leather': 69, 'Foam': 36}",low,FF5733,DAA520,unfinished,light
SC4567,UltraSoft 3,19,159.75,Comfortable seat cover.,seatandcover,BrandB,17.44,2.66,"(1.16, 1.11, 1.01)","{'Leather': 79, 'Foam': 39}",low,FF5733,2980B9,glossy,dust
SC8121,UltraSoft 3,22,104.38,Luxurious seat cover.,seatandcover,BrandC,17.5,3.81,"(1.19, 1.23, 1.17)","{'Leather': 71, 'Foam': 36}",low,708090,2F4F4F,unfinished,dust
SC9307,Premium 2,11,218.67,Durable seat cover.,seatandcover,BrandA,17.5,3.52,"(1.31, 1.31, 1.38)","{'Leather': 71, 'Foam': 32}",high,2980B9,F5DEB3,matte,light
SC6181,Comfy 4,46,198.75,Luxurious seat cover.,seatandcover,BrandB,17.43,3.58,"(1.24, 1.23, 1.26)","{'Leather': 68, 'Foam': 40}",medium,FF0000,FF0000,glossy,scratch
SC5961,UltraSoft 4,38,119.34,Scratch-resistant seat cover.,seatandcover,BrandA,17.51,3.33,"(1.05, 1.39, 1.1)","{'Leather': 69, 'Foam': 27}",medium,D4AF37,F5F5F5,matte,dust
SC6687,UltraSoft 7,39,151.83,Luxurious seat cover.,seatandcover,BrandB,17.45,2.78,"(1.13, 1.15, 1.01)","{'Leather': 76, 'Foam': 37}",medium,2980B9,8B4513,unfinished,uv
SC2548,Premium 1,26,161.62,Luxurious seat cover.,seatandcover,BrandC,17.43,3.96,"(1.06, 1.36, 1.5)","{'Leather': 66, 'Foam': 37}",low,2980B9,D4AF37,matte,light
SC9807,UltraSoft 8,12,157.22,Luxurious seat cover.,seatandcover,BrandA,17.41,2.82,"(1.29, 1.42, 1.12)","{'Leather': 79, 'Foam': 27}",high,D4AF37,FF5733,unfinished,uv
SC9781,Luxury 7,28,101.11,Comfortable seat cover.,seatandcover,BrandC,17.46,3.73,"(1.37, 1.25, 1.43)","{'Leather': 65, 'Foam': 25}",low,2F4F4F,8B4513,glossy,uv
SC8361,Luxury 9,36,164.41,Scratch-resistant seat cover.,seatandcover,BrandA,17.4,3.52,"(1.08, 1.08, 1.01)","{'Leather': 65, 'Foam': 24}",undefined,2F4F4F,DAA520,unfinished,dust
SC1645,Luxury 2,12,249.55,Luxurious seat cover.,seatandcover,BrandA,17.54,2.51,"(1.04, 1.47, 1.24)","{'Leather': 71, 'Foam': 32}",medium,8B4513,DAA520,matte,uv
SC2346,UltraSoft 6,25,128.37,Comfortable seat cover.,seatandcover,BrandC,17.46,2.7,"(1.35, 1.23, 1.19)","{'Leather': 69, 'Foam': 32}",low,708090,2F4F4F,unfinished,light
SC1603,UltraSoft 1,2,215.26,Durable seat cover.,seatandcover,BrandA,17.46,2.98,"(1.01, 1.25, 1.36)","{'Leather': 65, 'Foam': 26}",undefined,F5F5F5,2980B9,glossy,dust
SC3967,Premium 2,41,157.6,Durable seat cover.,seatandcover,BrandC,17.41,3.88,"(1.29, 1.24, 1.1)","{'Leather': 60, 'Foam': 32}",medium,FF0000,2980B9,unfinished,dust
SC5511,Premium 4,12,197.55,Scratch-resistant seat cover.,seatandcover,BrandA,17.45,2.67,"(1.18, 1.07, 1.08)","{'Leather': 74, 'Foam': 22}",undefined,8B4513,F5DEB3,matte,light
SC1388,Luxury 7,30,244.01,Comfortable seat cover.,seatandcover,BrandA,17.42,2.69,"(1.0, 1.2, 1.42)","{'Leather': 65, 'Foam': 20}",low,F5DEB3,2980B9,matte,dust
SC5889,UltraSoft 7,34,247.3,Durable seat cover.,seatandcover,BrandA,17.48,3.97,"(1.32, 1.12, 1.37)","{'Leather': 75, 'Foam': 24}",high,F5DEB3,F5DEB3,unfinished,light
SC5669,Comfy 1,41,188.09,Scratch-resistant seat cover.,seatandcover,BrandB,17.51,2.95,"(1.3, 1.3, 1.14)","{'Leather': 79, 'Foam': 25}",medium,D4AF37,FF5733,unfinished,dust
SC7558,Comfy 6,5,121.31,Durable seat cover.,seatandcover,BrandC,17.52,3.53,"(1.16, 1.21, 1.21)","{'Leather': 71, 'Foam': 27}",high,8B4513,8B4513,glossy,scratch
SC1962,Comfy 1,32,194.2,Comfortable seat cover.,seatandcover,BrandC,17.56,2.92,"(1.31, 1.38, 1.02)","{'Leather': 68, 'Foam': 37}",high,F5F5F5,D4AF37,matte,uv
SC3354,Comfy 6,34,220.89,Scratch-resistant seat cover.,seatandcover,BrandA,17.46,3.26,"(1.02, 1.21, 1.16)","{'Leather': 71, 'Foam': 38}",low,708090,FF0000,matte,dust
SC2643,Comfy 8,14,151.1,Comfortable seat cover.,seatandcover,BrandB,17.58,2.7,"(1.14, 1.4, 1.05)","{'Leather': 61, 'Foam': 20}",medium,FF0000,2980B9,glossy,dust
SC6431,UltraSoft 3,26,235.7,Scratch-resistant seat cover.,seatandcover,BrandA,17.42,2.91,"(1.29, 1.04, 1.38)","{'Leather': 67, 'Foam': 22}",undefined,F5F5F5,8B4513,glossy,uv
SC1288,UltraSoft 6,34,191.02,Comfortable seat cover.,seatandcover,BrandA,17.5,3.71,"(1.19, 1.31, 1.47)","{'Leather': 68, 'Foam': 34}",high,FF0000,2F4F4F,unfinished,uv
SC2116,Luxury 1,31,153.94,Luxurious seat cover.,seatandcover,BrandA,17.43,3.42,"(1.25, 1.38, 1.03)","{'Leather': 79, 'Foam': 37}",medium,FF0000,FF0000,matte,scratch
SC1950,Comfy 4,25,128.27,Scratch-resistant seat cover.,seatandcover,BrandC,17.57,2.92,"(1.29, 1.31, 1.04)","{'Leather': 76, 'Foam': 20}",high,D4AF37,8B4513,unfinished,scratch
SC8437,Comfy 1,15,203.15,Luxurious seat cover.,seatandcover,BrandB,17.47,3.71,"(1.5, 1.21, 1.14)","{'Leather': 74, 'Foam': 39}",undefined,DAA520,FF0000,glossy,light
SC4095,Premium 3,2,111.38,Luxurious seat cover.,seatandcover,BrandA,17.44,3.13,"(1.41, 1.06, 1.16)","{'Leather': 67, 'Foam': 33}",medium,708090,F5DEB3,matte,uv
SC5273,Comfy 7,41,234.84,Durable seat cover.,seatandcover,BrandB,17.49,3.58,"(1.36, 1.43, 1.28)","{'Leather': 66, 'Foam': 36}",high,2F4F4F,F5F5F5,matte,scratch
SC4803,UltraSoft 3,22,226.75,Luxurious seat cover.,seatandcover,BrandC,17.4,3.7,"(1.11, 1.13, 1.34)","{'Leather': 67, 'Foam': 40}",low,FF0000,708090,matte,light
SC9391,Luxury 6,7,141.25,Scratch-resistant seat cover.,seatandcover,BrandA,17.54,3.55,"(1.03, 1.45, 1.37)","{'Leather': 74, 'Foam': 28}",undefined,F5DEB3,F5F5F5,glossy,uv
SC4623,Premium 7,15,138.56,Luxurious seat cover.,seatandcover,BrandC,17.44,3.55,"(1.38, 1.25, 1.38)","{'Leather': 72, 'Foam': 29}",low,FF0000,DAA520,unfinished,scratch
SC2234,Luxury 1,50,198.44,Luxurious seat cover.,seatandcover,BrandA,17.54,2.6,"(1.49, 1.41, 1.17)","{'Leather': 66, 'Foam': 30}",high,D4AF37,708090,glossy,light
SC6175,Comfy 8,25,190.33,Comfortable seat cover.,seatandcover,BrandB,17.5,3.51,"(1.17, 1.11, 1.22)","{'Leather': 60, 'Foam': 23}",high,2980B9,D4AF37,unfinished,scratch
SC6976,Premium 7,34,101.63,Durable seat cover.,seatandcover,BrandB,17.51,3.73,"(1.38, 1.49, 1.28)","{'Leather': 69, 'Foam': 37}",low,2980B9,F5F5F5,glossy,scratch
SC1854,UltraSoft 6,46,240.3,Durable seat cover.,seatandcover,BrandA,17.44,3.86,"(1.45, 1.14, 1.02)","{'Leather': 71, 'Foam': 25}",undefined,DAA520,FF0000,matte,scratch
SC3976,Comfy 4,22,101.21,Scratch-resistant seat cover.,seatandcover,BrandC,17.5,3.26,"(1.39, 1.3, 1.19)","{'Leather': 65, 'Foam': 37}",medium,FF0000,D4AF37,glossy,scratch
SC3436,Luxury 4,42,234.65,Comfortable seat cover.,seatandcover,BrandB,17.53,3.58,"(1.03, 1.45, 1.43)","{'Leather': 70, 'Foam': 38}",high,F5F5F5,D4AF37,matte,scratch
SC6753,Premium 7,31,194.03,Comfortable seat cover.,seatandcover,BrandC,17.45,3.77,"(1.31, 1.05, 1.38)","{'Leather': 75, 'Foam': 21}",medium,708090,DAA520,unfinished,light
SC5554,UltraSoft 7,6,227.08,Durable seat cover.,seatandcover,BrandC,17.6,3.22,"(1.43, 1.04, 1.15)","{'Leather': 76, 'Foam': 32}",undefined,2980B9,F5F5F5,glossy,light
SC4949,Premium 2,47,173.85,Luxurious seat cover.,seatandcover,BrandC,17.55,3.43,"(1.49, 1.39, 1.1)","{'Leather': 66, 'Foam': 40}",medium,F5F5F5,DAA520,unfinished,uv
SC9026,Luxury 8,16,209.58,Luxurious seat cover.,seatandcover,BrandA,17.44,3.46,"(1.12, 1.31, 1.01)","{'Leather': 74, 'Foam': 24}",undefined,FF5733,FF5733,unfinished,light
SC2322,Comfy 5,10,196.09,Scratch-resistant seat cover.,seatandcover,BrandA,17.53,2.65,"(1.27, 1.13, 1.45)","{'Leather': 63, 'Foam': 38}",medium,F5DEB3,F5DEB3,glossy,uv
SC7073,Comfy 1,42,113.8,Durable seat cover.,seatandcover,BrandB,17.43,3.06,"(1.07, 1.39, 1.15)","{'Leather': 64, 'Foam': 35}",low,FF0000,F5DEB3,matte,dust
SC3122,Luxury 4,40,179.46,Comfortable seat cover.,seatandcover,BrandA,17.58,3.16,"(1.44, 1.01, 1.44)","{'Leather': 65, 'Foam': 28}",low,FF0000,D4AF37,unfinished,light
SC4344,Luxury 1,34,124.41,Durable seat cover.,seatandcover,BrandA,17.55,3.69,"(1.05, 1.11, 1.45)","{'Leather': 76, 'Foam': 23}",high,708090,DAA520,matte,dust
SC4568,UltraSoft 4,5,200.43,Durable seat cover.,seatandcover,BrandA,17.53,3.07,"(1.34, 1.45, 1.2)","{'Leather': 73, 'Foam': 20}",undefined,FF5733,D4AF37,unfinished,scratch
SC4206,Comfy 6,8,209.61,Comfortable seat cover.,seatandcover,BrandA,17.58,4.0,"(1.33, 1.27, 1.39)","{'Leather': 79, 'Foam': 33}",low,2980B9,D4AF37,unfinished,scratch
SC5817,Comfy 5,21,177.93,Luxurious seat cover.,seatandcover,BrandC,17.51,2.81,"(1.09, 1.07, 1.16)","{'Leather': 67, 'Foam': 40}",high,2F4F4F,DAA520,glossy,scratch
SC5575,Premium 4,27,142.11,Luxurious seat cover.,seatandcover,BrandB,17.45,2.98,"(1.07, 1.41, 1.42)","{'Leather': 72, 'Foam': 26}",high,F5F5F5,FF5733,unfinished,uv
SC3082,Premium 8,20,114.88,Scratch-resistant seat cover.,seatandcover,BrandB,17.51,2.69,"(1.48, 1.4, 1.45)","{'Leather': 61, 'Foam': 28}",undefined,708090,F5DEB3,unfinished,light
SC2220,Luxury 7,42,187.08,Luxurious seat cover.,seatandcover,BrandC,17.52,3.13,"(1.05, 1.04, 1.42)","{'Leather': 61, 'Foam': 25}",medium,FF0000,F5F5F5,matte,light
SC3939,Premium 9,6,182.8,Comfortable seat cover.,seatandcover,BrandA,17.48,3.74,"(1.28, 1.19, 1.12)","{'Leather': 63, 'Foam': 33}",low,F5F5F5,708090,glossy,uv
SC8768,Luxury 8,14,183.41,Comfortable seat cover.,seatandcover,BrandA,17.5,3.95,"(1.32, 1.41, 1.49)","{'Leather': 78, 'Foam': 28}",medium,FF0000,2980B9,unfinished,light
SC3151,Comfy 4,13,147.32,Luxurious seat cover.,seatandcover,BrandA,17.43,3.08,"(1.05, 1.12, 1.43)","{'Leather': 67, 'Foam': 30}",high,8B4513,F5DEB3,glossy,uv
SC5106,Luxury 3,36,110.65,Scratch-resistant seat cover.,seatandcover,BrandB,17.48,2.88,"(1.35, 1.09, 1.31)","{'Leather': 71, 'Foam': 38}",low,FF0000,8B4513,glossy,scratch
SC3343,Premium 9,33,135.11,Luxurious seat cover.,seatandcover,BrandB,17.41,3.57,"(1.09, 1.41, 1.12)","{'Leather': 67, 'Foam': 39}",low,DAA520,F5DEB3,unfinished,uv
SC1689,UltraSoft 2,34,155.94,Durable seat cover.,seatandcover,BrandC,17.46,3.19,"(1.25, 1.31, 1.09)","{'Leather': 63, 'Foam': 40}",high,DAA520,F5F5F5,glossy,dust
SC3483,Comfy 6,20,176.72,Luxurious seat cover.,seatandcover,BrandA,17.46,3.9,"(1.48, 1.48, 1.43)","{'Leather': 64, 'Foam': 34}",low,2980B9,DAA520,matte,light
SC4770,Luxury 8,45,177.3,Luxurious seat cover.,seatandcover,BrandB,17.56,3.15,"(1.36, 1.19, 1.49)","{'Leather': 67, 'Foam': 26}",medium,D4AF37,708090,unfinished,light
SC3176,Luxury 9,4,194.03,Durable seat cover.,seatandcover,BrandA,17.42,3.89,"(1.23, 1.39, 1.09)","{'Leather': 65, 'Foam': 33}",low,8B4513,FF5733,glossy,uv
SC6256,UltraSoft 3,33,124.17,Comfortable seat cover.,seatandcover,BrandC,17.48,2.89,"(1.03, 1.1, 1.43)","{'Leather': 78, 'Foam': 20}",low,FF0000,708090,unfinished,scratch
SC7211,Comfy 3,24,180.26,Comfortable seat cover.,seatandcover,BrandC,17.51,2.61,"(1.31, 1.01, 1.18)","{'Leather': 76, 'Foam': 40}",low,8B4513,2F4F4F,matte,dust
SC3290,Comfy 6,46,240.41,Luxurious seat cover.,seatandcover,BrandA,17.44,3.04,"(1.38, 1.02, 1.05)","{'Leather': 78, 'Foam': 22}",medium,FF0000,FF5733,unfinished,light
SC3215,Premium 8,26,209.27,Luxurious seat cover.,seatandcover,BrandC,17.6,3.48,"(1.22, 1.5, 1.32)","{'Leather': 71, 'Foam': 25}",undefined,FF0000,FF5733,unfinished,light
SC7360,Premium 2,8,106.88,Durable seat cover.,seatandcover,BrandC,17.44,3.4,"(1.28, 1.39, 1.48)","{'Leather': 77, 'Foam': 22}",undefined,FF5733,2980B9,matte,uv
SC1626,UltraSoft 2,9,120.15,Durable seat cover.,seatandcover,BrandB,17.44,2.83,"(1.12, 1.22, 1.34)","{'Leather': 74, 'Foam': 26}",undefined,D4AF37,2F4F4F,glossy,scratch
SC3581,Premium 1,5,148.56,Scratch-resistant seat cover.,seatandcover,BrandA,17.5,3.02,"(1.38, 1.31, 1.24)","{'Leather': 77, 'Foam': 36}",low,FF0000,FF5733,unfinished,scratch
SC5425,Premium 3,31,164.92,Durable seat cover.,seatandcover,BrandB,17.42,3.64,"(1.03, 1.12, 1.22)","{'Leather': 72, 'Foam': 36}",high,F5F5F5,FF5733,matte,scratch
SC9855,Comfy 1,40,220.44,Durable seat cover.,seatandcover,BrandC,17.45,2.79,"(1.09, 1.17, 1.03)","{'Leather': 73, 'Foam': 23}",undefined,FF5733,D4AF37,unfinished,scratch
SC2299,UltraSoft 5,21,186.51,Durable seat cover.,seatandcover,BrandC,17.59,2.6,"(1.07, 1.22, 1.03)","{'Leather': 76, 'Foam': 24}",high,8B4513,2980B9,matte,light
SC2304,UltraSoft 3,43,111.52,Comfortable seat cover.,seatandcover,BrandB,17.45,3.41,"(1.04, 1.04, 1.46)","{'Leather': 63, 'Foam': 28}",low,F5DEB3,2F4F4F,matte,uv
SC4931,Comfy 4,30,173.33,Luxurious seat cover.,seatandcover,BrandB,17.43,3.79,"(1.0, 1.29, 1.0)","{'Leather': 79, 'Foam': 39}",undefined,708090,2980B9,matte,scratch
SC5127,Luxury 5,38,127.28,Luxurious seat cover.,seatandcover,BrandC,17.43,3.2,"(1.32, 1.07, 1.09)","{'Leather': 66, 'Foam': 25}",low,D4AF37,F5F5F5,unfinished,scratch
SC1060,Comfy 8,44,129.95,Luxurious seat cover.,seatandcover,BrandB,17.43,2.72,"(1.31, 1.36, 1.22)","{'Leather': 61, 'Foam': 32}",low,2980B9,2F4F4F,matte,light
SC7404,UltraSoft 7,11,172.41,Comfortable seat cover.,seatandcover,BrandB,17.54,3.71,"(1.21, 1.22, 1.12)","{'Leather': 77, 'Foam': 29}",medium,FF0000,FF5733,unfinished,uv
SC7386,Premium 9,17,232.02,Durable seat cover.,seatandcover,BrandC,17.58,2.54,"(1.45, 1.2, 1.39)","{'Leather': 75, 'Foam': 23}",medium,F5F5F5,8B4513,matte,scratch
SC7387,Premium 9,30,203.9,Comfortable seat cover.,seatandcover,BrandB,17.52,3.69,"(1.26, 1.18, 1.37)","{'Leather': 75, 'Foam': 27}",medium,FF5733,F5DEB3,matte,dust
SC8559,Luxury 3,29,203.56,Scratch-resistant seat cover.,seatandcover,BrandA,17.5,2.76,"(1.23, 1.37, 1.37)","{'Leather': 61, 'Foam': 36}",high,F5DEB3,F5F5F5,glossy,uv
SC5252,Luxury 3,31,246.37,Durable seat cover.,seatandcover,BrandB,17.44,3.42,"(1.27, 1.35, 1.17)","{'Leather': 77, 'Foam': 35}",undefined,2980B9,FF0000,glossy,uv
SC8056,UltraSoft 7,32,187.88,Scratch-resistant seat cover.,seatandcover,BrandC,17.41,2.86,"(1.02, 1.38, 1.5)","{'Leather': 60, 'Foam': 23}",high,F5F5F5,FF0000,glossy,uv
SC4223,Premium 6,22,166.66,Durable seat cover.,seatandcover,BrandA,17.48,3.22,"(1.18, 1.23, 1.49)","{'Leather': 76, 'Foam': 38}",low,2980B9,FF5733,unfinished,dust
SC4464,UltraSoft 2,49,205.02,Comfortable seat cover.,seatandcover,BrandB,17.41,2.69,"(1.46, 1.02, 1.27)","{'Leather': 67, 'Foam': 20}",medium,8B4513,2980B9,glossy,scratch
SC4170,UltraSoft 9,38,197.47,Luxurious seat cover.,seatandcover,BrandA,17.48,3.41,"(1.37, 1.16, 1.31)","{'Leather': 65, 'Foam': 37}",undefined,2F4F4F,2F4F4F,matte,scratch
SC6537,Premium 9,23,144.97,Durable seat cover.,seatandcover,BrandA,17.43,3.26,"(1.11, 1.33, 1.2)","{'Leather': 77, 'Foam': 22}",medium,DAA520,708090,glossy,scratch
SC2487,Comfy 8,26,191.22,Luxurious seat cover.,seatandcover,BrandC,17.46,3.51,"(1.49, 1.0, 1.38)","{'Leather': 64, 'Foam': 23}",high,2F4F4F,2980B9,unfinished,scratch
SC9783,Comfy 2,37,148.77,Durable seat cover.,seatandcover,BrandC,17.59,3.07,"(1.37, 1.4, 1.05)","{'Leather': 71, 'Foam': 28}",high,708090,F5DEB3,matte,scratch
SC9391,Comfy 8,48,151.68,Durable seat cover.,seatandcover,BrandB,17.44,3.63,"(1.12, 1.32, 1.22)","{'Leather': 66, 'Foam': 31}",high,DAA520,2F4F4F,unfinished,uv
SC8571,Comfy 4,16,205.73,Comfortable seat cover.,seatandcover,BrandB,17.46,3.18,"(1.44, 1.37, 1.34)","{'Leather': 74, 'Foam': 34}",high,F5F5F5,FF5733,unfinished,dust
SC2609,Premium 9,8,249.8,Luxurious seat cover.,seatandcover,BrandC,17.41,3.19,"(1.34, 1.31, 1.47)","{'Leather': 70, 'Foam': 38}",medium,708090,8B4513,unfinished,uv
SC5998,Comfy 3,40,188.06,Luxurious seat cover.,seatandcover,BrandC,17.52,3.15,"(1.44, 1.32, 1.02)","{'Leather': 63, 'Foam': 31}",medium,FF0000,DAA520,matte,light
SC7344,Comfy 8,21,240.59,Comfortable seat cover.,seatandcover,BrandB,17.47,2.83,"(1.37, 1.17, 1.23)","{'Leather': 60, 'Foam': 27}",undefined,DAA520,FF5733,glossy,dust
SC7024,UltraSoft 3,33,230.89,Comfortable seat cover.,seatandcover,BrandA,17.48,3.36,"(1.29, 1.04, 1.15)","{'Leather': 70, 'Foam': 29}",undefined,FF0000,F5DEB3,matte,dust
SC5185,UltraSoft 8,28,207.86,Durable seat cover.,seatandcover,BrandC,17.55,3.95,"(1.36, 1.02, 1.36)","{'Leather': 61, 'Foam': 37}",undefined,D4AF37,DAA520,unfinished,uv
SC4825,UltraSoft 4,32,191.08,Luxurious seat cover.,seatandcover,BrandC,17.59,3.38,"(1.25, 1.06, 1.45)","{'Leather': 77, 'Foam': 24}",medium,FF5733,FF0000,matte,scratch
SC3548,UltraSoft 5,8,138.6,Comfortable seat cover.,seatandcover,BrandA,17.55,2.73,"(1.33, 1.09, 1.18)","{'Leather': 64, 'Foam': 40}",high,2F4F4F,FF0000,glossy,uv
SC9385,Comfy 6,29,149.41,Comfortable seat cover.,seatandcover,BrandA,17.41,2.93,"(1.21, 1.49, 1.05)","{'Leather': 73, 'Foam': 30}",undefined,2F4F4F,F5F5F5,matte,uv
SC3666,UltraSoft 6,24,169.34,Scratch-resistant seat cover.,seatandcover,BrandB,17.55,3.68,"(1.06, 1.29, 1.45)","{'Leather': 61, 'Foam': 23}",undefined,8B4513,F5DEB3,glossy,uv
SC2209,Luxury 3,15,212.38,Comfortable seat cover.,seatandcover,BrandB,17.54,3.54,"(1.26, 1.23, 1.35)","{'Leather': 72, 'Foam': 30}",low,F5DEB3,FF0000,unfinished,scratch
