id,name,quantity,price,description,item_type,brand,vat,weight,dimensions,composition,durability,voltage,amperage,power_inout,avg_lifespan,temperature_rating,battery_type
BA3456,PowerMax 4,21,208.7,High-capacity battery.,battery,BrandB,17.25,4.56,"(0.48, 0.42, 0.34)","{'Lead': 51, 'Acid': 38}",low,21.9,116.1,2542.59,4033,11,nickel-cadmium
BA5736,VoltPlus 7,9,214.54,High-capacity battery.,battery,BrandA,17.48,5.96,"(0.44, 0.36, 0.49)","{'Lead': 62, 'Acid': 35}",undefined,17.6,153.9,2708.64,3905,0,lithium-ion
BA1339,AmpPro 4,45,241.46,Reliable battery.,battery,BrandB,17.55,3.52,"(0.49, 0.48, 0.32)","{'Lead': 68, 'Acid': 36}",undefined,15.9,141.8,2254.62,3056,11,nickel-cadmium
BA5221,VoltPlus 4,46,200.06,High-capacity battery.,battery,BrandD,17.94,4.88,"(0.32, 0.35, 0.41)","{'Lead': 63, 'Acid': 49}",low,23.7,179.9,4263.63,4856,-3,lithium-ion
BA2423,AmpPro 9,5,126.89,Long-lasting battery.,battery,BrandC,17.96,3.54,"(0.48, 0.35, 0.4)","{'Lead': 63, 'Acid': 36}",low,13.3,145.6,1936.48,3035,25,lead acid
BA8272,VoltPlus 4,21,248.93,Long-lasting battery.,battery,BrandB,17.3,5.21,"(0.42, 0.5, 0.35)","{'Lead': 61, 'Acid': 38}",medium,17.7,131.9,2334.63,3680,40,lithium-ion
BA7467,VoltPlus 5,16,203.51,Durable battery.,battery,BrandD,17.65,3.26,"(0.34, 0.47, 0.45)","{'Lead': 66, 'Acid': 45}",medium,19.9,180.0,3582.0,4713,36,alkaline
BA4306,AmpPro 6,8,120.92,High-capacity battery.,battery,BrandD,17.27,3.23,"(0.43, 0.33, 0.38)","{'Lead': 67, 'Acid': 36}",undefined,22.0,149.1,3280.2,3976,4,lead acid
BA4395,EnergyCore 6,5,236.59,Long-lasting battery.,battery,BrandD,17.48,5.76,"(0.36, 0.44, 0.38)","{'Lead': 55, 'Acid': 33}",high,14.7,146.5,2153.55,4743,48,lithium-ion
BA5535,VoltPlus 6,20,127.51,Durable battery.,battery,BrandD,17.93,3.23,"(0.35, 0.49, 0.39)","{'Lead': 56, 'Acid': 30}",high,20.3,110.3,2239.09,3610,26,alkaline
BA5802,EnergyCore 8,16,242.58,Reliable battery.,battery,BrandC,17.82,3.85,"(0.38, 0.49, 0.41)","{'Lead': 59, 'Acid': 40}",high,23.4,132.4,3098.16,4406,41,alkaline
BA5365,PowerMax 2,48,230.95,Durable battery.,battery,BrandB,17.03,4.0,"(0.34, 0.31, 0.44)","{'Lead': 56, 'Acid': 35}",undefined,22.6,101.6,2296.16,4588,7,lead acid
BA6586,PowerMax 9,7,126.09,Durable battery.,battery,BrandA,17.73,3.83,"(0.4, 0.35, 0.37)","{'Lead': 69, 'Acid': 49}",high,16.2,192.4,3116.88,3136,-2,alkaline
BA1179,PowerMax 5,9,109.88,High-capacity battery.,battery,BrandA,17.07,5.1,"(0.49, 0.48, 0.31)","{'Lead': 64, 'Acid': 37}",undefined,20.1,149.8,3010.98,4093,3,lead acid
BA6830,AmpPro 1,10,187.05,Long-lasting battery.,battery,BrandB,17.33,3.26,"(0.49, 0.37, 0.36)","{'Lead': 64, 'Acid': 45}",medium,13.0,137.4,1786.2,4371,2,nickel-cadmium
BA1822,VoltPlus 2,32,155.49,Long-lasting battery.,battery,BrandD,17.43,4.44,"(0.37, 0.41, 0.3)","{'Lead': 60, 'Acid': 44}",low,19.4,162.6,3154.44,4258,40,lead acid
BA5428,EnergyCore 3,44,244.22,High-capacity battery.,battery,BrandC,17.05,5.02,"(0.44, 0.49, 0.43)","{'Lead': 61, 'Acid': 37}",medium,22.7,190.3,4319.81,3852,9,alkaline
BA3036,PowerMax 4,1,101.78,High-capacity battery.,battery,BrandD,17.49,3.71,"(0.3, 0.32, 0.43)","{'Lead': 58, 'Acid': 30}",undefined,13.0,101.5,1319.5,4165,-3,nickel-cadmium
BA4372,VoltPlus 8,34,208.43,Long-lasting battery.,battery,BrandB,17.78,3.09,"(0.31, 0.4, 0.46)","{'Lead': 68, 'Acid': 46}",undefined,18.1,119.6,2164.76,3007,18,nickel-cadmium
BA4688,EnergyCore 3,15,177.38,Durable battery.,battery,BrandD,17.39,3.59,"(0.45, 0.39, 0.31)","{'Lead': 69, 'Acid': 30}",low,18.3,171.7,3142.11,3282,50,lithium-ion
BA7754,VoltPlus 2,22,207.15,High-capacity battery.,battery,BrandA,17.41,5.05,"(0.34, 0.49, 0.47)","{'Lead': 51, 'Acid': 41}",high,17.2,132.1,2272.12,4283,-6,lead acid
BA6024,AmpPro 2,30,116.85,Long-lasting battery.,battery,BrandD,17.28,3.49,"(0.31, 0.49, 0.31)","{'Lead': 58, 'Acid': 37}",low,17.4,193.2,3361.68,4620,17,alkaline
BA4617,EnergyCore 6,43,164.86,Long-lasting battery.,battery,BrandA,17.31,5.46,"(0.39, 0.42, 0.41)","{'Lead': 56, 'Acid': 32}",low,16.7,131.7,2199.39,4640,30,lead acid
BA3873,VoltPlus 6,29,124.31,Durable battery.,battery,BrandD,17.58,3.2,"(0.34, 0.32, 0.39)","{'Lead': 52, 'Acid': 36}",medium,14.7,149.2,2193.24,3640,6,nickel-cadmium
BA7323,VoltPlus 2,45,165.78,Reliable battery.,battery,BrandA,17.84,4.28,"(0.45, 0.36, 0.34)","{'Lead': 59, 'Acid': 32}",low,17.5,159.1,2784.25,3846,28,nickel-cadmium
BA5767,EnergyCore 8,15,217.09,Reliable battery.,battery,BrandD,17.25,4.59,"(0.31, 0.36, 0.4)","{'Lead': 51, 'Acid': 33}",low,14.5,195.4,2833.3,4488,14,nickel-cadmium
BA7895,VoltPlus 7,21,192.77,Reliable battery.,battery,BrandD,17.65,3.11,"(0.43, 0.48, 0.43)","{'Lead': 67, 'Acid': 49}",low,17.4,136.7,2378.58,4100,43,lead acid
BA1464,AmpPro 7,46,137.11,High-capacity battery.,battery,BrandA,17.78,4.32,"(0.38, 0.34, 0.33)","{'Lead': 69, 'Acid': 38}",high,13.0,102.6,1333.8,3029,24,nickel-cadmium
BA4461,EnergyCore 1,12,112.44,Reliable battery.,battery,BrandC,17.95,4.35,"(0.37, 0.45, 0.34)","{'Lead': 62, 'Acid': 46}",medium,14.9,191.8,2857.82,4904,45,nickel-cadmium
BA8946,EnergyCore 9,8,104.91,High-capacity battery.,battery,BrandC,17.97,5.67,"(0.5, 0.3, 0.41)","{'Lead': 58, 'Acid': 40}",medium,23.3,146.9,3422.77,4395,23,alkaline
BA1606,AmpPro 3,14,233.99,Reliable battery.,battery,BrandC,17.22,3.86,"(0.45, 0.48, 0.37)","{'Lead': 70, 'Acid': 49}",high,18.1,154.6,2798.26,4061,2,lead acid
BA1286,AmpPro 9,40,158.43,Reliable battery.,battery,BrandA,17.85,5.62,"(0.49, 0.36, 0.37)","{'Lead': 52, 'Acid': 33}",high,14.4,171.4,2468.16,4198,21,nickel-cadmium
BA8053,EnergyCore 4,22,232.75,High-capacity battery.,battery,BrandA,17.92,5.88,"(0.44, 0.47, 0.38)","{'Lead': 59, 'Acid': 44}",high,18.6,179.0,3329.4,4516,40,alkaline
BA4333,AmpPro 4,40,146.76,Durable battery.,battery,BrandA,17.57,4.77,"(0.31, 0.33, 0.31)","{'Lead': 69, 'Acid': 33}",undefined,22.5,150.8,3393.0,3222,47,lithium-ion
BA8540,PowerMax 9,33,102.57,Reliable battery.,battery,BrandB,17.76,4.49,"(0.33, 0.31, 0.31)","{'Lead': 69, 'Acid': 36}",undefined,13.3,116.0,1542.8,3163,30,lithium-ion
BA3251,PowerMax 7,13,231.37,High-capacity battery.,battery,BrandA,17.69,5.22,"(0.49, 0.3, 0.4)","{'Lead': 61, 'Acid': 40}",high,18.0,128.6,2314.8,4591,42,nickel-cadmium
BA8581,PowerMax 4,24,245.75,Durable battery.,battery,BrandC,17.12,3.32,"(0.39, 0.36, 0.35)","{'Lead': 63, 'Acid': 50}",high,19.0,196.6,3735.4,4281,8,lithium-ion
BA9947,VoltPlus 9,49,246.28,Long-lasting battery.,battery,BrandA,17.39,3.61,"(0.43, 0.32, 0.48)","{'Lead': 66, 'Acid': 46}",undefined,17.1,108.5,1855.35,4755,20,alkaline
BA5190,EnergyCore 7,3,227.32,Durable battery.,battery,BrandC,17.12,4.91,"(0.43, 0.41, 0.3)","{'Lead': 63, 'Acid': 40}",medium,20.1,148.1,2976.81,3416,-7,lithium-ion
BA4720,EnergyCore 3,33,239.64,High-capacity battery.,battery,BrandB,17.98,4.18,"(0.43, 0.33, 0.46)","{'Lead': 65, 'Acid': 42}",medium,14.7,153.0,2249.1,4083,2,lead acid
BA3834,VoltPlus 6,29,100.47,Long-lasting battery.,battery,BrandA,17.65,5.12,"(0.36, 0.47, 0.37)","{'Lead': 70, 'Acid': 37}",undefined,19.3,147.9,2854.47,3964,28,lithium-ion
BA5625,PowerMax 3,49,162.84,Durable battery.,battery,BrandC,17.11,4.0,"(0.41, 0.41, 0.41)","{'Lead': 64, 'Acid': 43}",medium,20.9,178.1,3722.29,3968,45,alkaline
BA4131,VoltPlus 8,36,192.58,Durable battery.,battery,BrandB,17.55,4.08,"(0.41, 0.39, 0.38)","{'Lead': 67, 'Acid': 39}",low,23.7,104.0,2464.8,4869,25,nickel-cadmium
BA3576,PowerMax 5,14,131.13,Reliable battery.,battery,BrandC,17.53,4.14,"(0.41, 0.44, 0.5)","{'Lead': 53, 'Acid': 45}",undefined,17.8,163.7,2913.86,4568,0,nickel-cadmium
BA5777,EnergyCore 1,26,125.23,High-capacity battery.,battery,BrandC,17.78,4.66,"(0.49, 0.36, 0.5)","{'Lead': 65, 'Acid': 50}",low,18.4,122.5,2254.0,4888,42,lithium-ion
BA2039,VoltPlus 7,28,108.22,Durable battery.,battery,BrandC,17.65,4.09,"(0.47, 0.46, 0.31)","{'Lead': 59, 'Acid': 39}",low,20.8,168.8,3511.04,3578,22,nickel-cadmium
BA4465,PowerMax 8,36,168.37,High-capacity battery.,battery,BrandC,17.7,5.81,"(0.33, 0.35, 0.48)","{'Lead': 53, 'Acid': 31}",medium,22.6,138.6,3132.36,4636,38,nickel-cadmium
BA1031,VoltPlus 5,42,198.54,High-capacity battery.,battery,BrandD,17.63,3.19,"(0.32, 0.35, 0.36)","{'Lead': 66, 'Acid': 43}",low,17.8,191.0,3399.8,4758,19,alkaline
BA1374,AmpPro 7,33,144.46,Reliable battery.,battery,BrandB,17.86,5.21,"(0.43, 0.39, 0.43)","{'Lead': 62, 'Acid': 34}",medium,18.8,179.1,3367.08,4313,29,lithium-ion
BA1564,EnergyCore 6,10,113.09,Reliable battery.,battery,BrandA,17.62,3.97,"(0.34, 0.34, 0.38)","{'Lead': 68, 'Acid': 49}",low,13.3,182.4,2425.92,4005,15,lithium-ion
BA8001,EnergyCore 7,13,131.68,Durable battery.,battery,BrandA,17.92,5.92,"(0.42, 0.4, 0.36)","{'Lead': 67, 'Acid': 40}",undefined,17.0,191.9,3262.3,3050,24,lithium-ion
BA7815,AmpPro 8,41,116.92,Long-lasting battery.,battery,BrandC,17.77,3.45,"(0.48, 0.43, 0.4)","{'Lead': 56, 'Acid': 47}",medium,20.4,130.4,2660.16,3810,49,nickel-cadmium
BA3189,VoltPlus 3,39,174.49,High-capacity battery.,battery,BrandA,17.07,4.81,"(0.34, 0.34, 0.48)","{'Lead': 70, 'Acid': 41}",low,18.4,146.1,2688.24,4520,40,lithium-ion
BA8355,EnergyCore 8,8,228.49,Long-lasting battery.,battery,BrandB,17.87,5.92,"(0.5, 0.41, 0.34)","{'Lead': 66, 'Acid': 38}",undefined,17.9,112.6,2015.54,4746,-9,alkaline
BA8589,AmpPro 1,39,189.23,Reliable battery.,battery,BrandA,17.44,4.97,"(0.39, 0.44, 0.35)","{'Lead': 57, 'Acid': 36}",low,14.7,129.7,1906.59,3424,41,lithium-ion
BA9871,VoltPlus 2,3,208.21,Durable battery.,battery,BrandB,17.24,3.26,"(0.38, 0.43, 0.37)","{'Lead': 62, 'Acid': 32}",high,18.2,157.0,2857.4,4555,29,alkaline
BA2181,EnergyCore 1,9,207.79,Long-lasting battery.,battery,BrandB,17.99,3.05,"(0.49, 0.36, 0.34)","{'Lead': 57, 'Acid': 46}",medium,16.2,159.3,2580.66,4295,22,nickel-cadmium
BA4732,EnergyCore 9,4,121.44,High-capacity battery.,battery,BrandA,17.2,4.34,"(0.34, 0.43, 0.46)","{'Lead': 67, 'Acid': 39}",undefined,23.2,112.9,2619.28,4550,9,alkaline
BA4672,EnergyCore 7,47,126.05,Long-lasting battery.,battery,BrandB,17.39,4.21,"(0.32, 0.33, 0.4)","{'Lead': 54, 'Acid': 32}",medium,22.4,123.9,2775.36,4656,43,alkaline
BA7521,VoltPlus 1,40,170.06,High-capacity battery.,battery,BrandB,17.22,5.24,"(0.41, 0.42, 0.4)","{'Lead': 64, 'Acid': 45}",undefined,16.9,185.5,3134.95,4413,34,lead acid
BA5827,VoltPlus 5,7,199.46,High-capacity battery.,battery,BrandB,17.42,3.34,"(0.42, 0.49, 0.35)","{'Lead': 56, 'Acid': 46}",medium,18.9,184.6,3488.94,4545,36,lithium-ion
BA6456,VoltPlus 7,39,118.9,Long-lasting battery.,battery,BrandB,17.74,4.55,"(0.44, 0.35, 0.4)","{'Lead': 56, 'Acid': 39}",low,19.6,114.1,2236.36,4576,18,lead acid
BA5213,VoltPlus 7,25,113.43,High-capacity battery.,battery,BrandC,17.13,5.71,"(0.48, 0.39, 0.37)","{'Lead': 58, 'Acid': 45}",low,21.1,119.9,2529.89,4442,-10,lithium-ion
BA8638,AmpPro 9,27,223.33,Long-lasting battery.,battery,BrandD,17.08,3.59,"(0.47, 0.32, 0.33)","{'Lead': 61, 'Acid': 37}",undefined,16.8,190.7,3203.76,3042,38,lead acid
BA6585,PowerMax 6,3,145.65,Reliable battery.,battery,BrandD,17.11,5.06,"(0.35, 0.48, 0.37)","{'Lead': 58, 'Acid': 44}",undefined,22.9,102.4,2344.96,4624,38,alkaline
BA2008,AmpPro 7,10,102.74,Reliable battery.,battery,BrandC,17.44,3.07,"(0.35, 0.44, 0.37)","{'Lead': 52, 'Acid': 49}",high,20.7,100.7,2084.49,4848,6,lead acid
BA5827,AmpPro 6,45,116.88,Durable battery.,battery,BrandB,17.74,5.99,"(0.45, 0.38, 0.32)","{'Lead': 67, 'Acid': 32}",undefined,13.9,148.6,2065.54,4155,50,lead acid
BA7093,VoltPlus 2,33,238.9,Long-lasting battery.,battery,BrandB,17.32,5.27,"(0.45, 0.36, 0.37)","{'Lead': 68, 'Acid': 35}",undefined,12.6,173.2,2182.32,3275,-2,lithium-ion
BA3493,VoltPlus 7,41,248.0,High-capacity battery.,battery,BrandD,17.43,3.49,"(0.47, 0.38, 0.48)","{'Lead': 52, 'Acid': 39}",low,22.3,167.5,3735.25,4464,29,alkaline
BA3872,PowerMax 2,42,109.94,High-capacity battery.,battery,BrandB,17.76,5.12,"(0.43, 0.31, 0.44)","{'Lead': 54, 'Acid': 34}",high,17.0,151.2,2570.4,3363,-4,lithium-ion
BA3242,EnergyCore 4,13,127.72,Long-lasting battery.,battery,BrandB,17.5,4.86,"(0.41, 0.43, 0.45)","{'Lead': 53, 'Acid': 40}",undefined,21.7,110.1,2389.17,3132,2,alkaline
BA5248,PowerMax 4,16,189.58,High-capacity battery.,battery,BrandD,17.97,3.96,"(0.36, 0.35, 0.5)","{'Lead': 54, 'Acid': 44}",undefined,14.1,135.7,1913.37,4505,31,lithium-ion
BA6025,AmpPro 1,46,122.47,Long-lasting battery.,battery,BrandB,17.98,5.09,"(0.44, 0.5, 0.45)","{'Lead': 60, 'Acid': 30}",low,12.4,123.1,1526.44,3245,34,lithium-ion
BA8843,PowerMax 8,8,228.4,Durable battery.,battery,BrandC,17.05,4.97,"(0.4, 0.49, 0.4)","{'Lead': 64, 'Acid': 34}",low,19.1,119.0,2272.9,3114,40,lithium-ion
BA7038,AmpPro 1,35,151.66,Durable battery.,battery,BrandC,17.41,5.87,"(0.47, 0.48, 0.37)","{'Lead': 67, 'Acid': 46}",high,13.0,180.2,2342.6,4217,19,lead acid
BA8291,VoltPlus 6,33,134.55,Reliable battery.,battery,BrandD,17.02,4.77,"(0.41, 0.36, 0.43)","{'Lead': 64, 'Acid': 49}",undefined,15.1,196.0,2959.6,4084,38,lithium-ion
BA9268,AmpPro 3,34,168.02,Durable battery.,battery,BrandA,17.92,4.29,"(0.4, 0.43, 0.42)","{'Lead': 52, 'Acid': 39}",medium,13.0,195.0,2535.0,4290,40,lead acid
BA2788,EnergyCore 4,46,152.62,Long-lasting battery.,battery,BrandC,17.65,5.46,"(0.32, 0.34, 0.4)","{'Lead': 68, 'Acid': 39}",medium,15.7,183.5,2880.95,3767,33,nickel-cadmium
BA8568,AmpPro 9,50,177.94,Long-lasting battery.,battery,BrandD,17.66,5.6,"(0.38, 0.36, 0.43)","{'Lead': 69, 'Acid': 34}",low,17.0,146.1,2483.7,3789,19,lead acid
BA1668,VoltPlus 3,42,194.99,Reliable battery.,battery,BrandA,17.07,5.46,"(0.43, 0.49, 0.33)","{'Lead': 69, 'Acid': 49}",undefined,17.3,163.3,2825.09,3657,41,alkaline
BA5387,AmpPro 3,38,236.87,Reliable battery.,battery,BrandC,17.63,4.37,"(0.32, 0.39, 0.48)","{'Lead': 57, 'Acid': 31}",undefined,13.9,109.0,1515.1,3859,5,alkaline
BA6450,PowerMax 8,44,226.94,Reliable battery.,battery,BrandB,17.49,3.26,"(0.35, 0.46, 0.5)","{'Lead': 50, 'Acid': 32}",medium,23.8,102.1,2429.98,3325,28,lithium-ion
BA7219,AmpPro 2,36,163.37,Long-lasting battery.,battery,BrandC,17.14,4.67,"(0.49, 0.36, 0.45)","{'Lead': 59, 'Acid': 33}",high,15.3,105.7,1617.21,3083,23,alkaline
BA8519,VoltPlus 3,9,125.48,Reliable battery.,battery,BrandD,17.15,3.92,"(0.38, 0.43, 0.37)","{'Lead': 54, 'Acid': 50}",undefined,17.6,178.4,3139.84,4245,-6,alkaline
BA9724,AmpPro 2,12,206.77,Durable battery.,battery,BrandA,17.98,4.25,"(0.42, 0.42, 0.37)","{'Lead': 59, 'Acid': 36}",medium,16.5,107.6,1775.4,4826,10,nickel-cadmium
BA9529,EnergyCore 3,38,191.36,Long-lasting battery.,battery,BrandB,17.48,4.7,"(0.35, 0.31, 0.32)","{'Lead': 61, 'Acid': 43}",medium,12.6,133.2,1678.32,4256,33,nickel-cadmium
BA4651,EnergyCore 5,39,242.5,High-capacity battery.,battery,BrandB,17.11,5.04,"(0.48, 0.3, 0.48)","{'Lead': 59, 'Acid': 48}",high,19.3,155.0,2991.5,4471,36,alkaline
BA5787,AmpPro 3,31,211.78,Durable battery.,battery,BrandC,17.44,3.53,"(0.5, 0.47, 0.44)","{'Lead': 52, 'Acid': 37}",high,15.0,183.4,2751.0,4268,12,alkaline
BA8350,PowerMax 3,24,223.93,High-capacity battery.,battery,BrandA,17.28,3.78,"(0.36, 0.47, 0.38)","{'Lead': 60, 'Acid': 30}",medium,18.9,167.4,3163.86,3589,7,lithium-ion
BA1321,AmpPro 8,27,203.87,High-capacity battery.,battery,BrandD,17.46,5.33,"(0.34, 0.46, 0.33)","{'Lead': 56, 'Acid': 33}",low,18.0,198.1,3565.8,3925,15,alkaline
BA8756,AmpPro 6,15,229.18,Reliable battery.,battery,BrandD,17.73,3.58,"(0.48, 0.3, 0.31)","{'Lead': 68, 'Acid': 43}",low,18.1,119.8,2168.38,4944,40,alkaline
BA2919,VoltPlus 3,47,150.17,Long-lasting battery.,battery,BrandC,17.5,3.6,"(0.44, 0.41, 0.37)","{'Lead': 64, 'Acid': 39}",low,23.9,172.4,4120.36,4098,-3,nickel-cadmium
BA2301,VoltPlus 5,15,222.32,High-capacity battery.,battery,BrandB,17.77,3.39,"(0.35, 0.35, 0.34)","{'Lead': 64, 'Acid': 39}",high,22.3,151.6,3380.68,3594,39,alkaline
BA8183,VoltPlus 9,17,143.49,Long-lasting battery.,battery,BrandA,17.2,3.46,"(0.39, 0.4, 0.39)","{'Lead': 67, 'Acid': 38}",low,15.8,190.1,3003.58,4537,21,lithium-ion
BA8740,PowerMax 8,20,147.86,Long-lasting battery.,battery,BrandB,17.92,3.96,"(0.3, 0.32, 0.35)","{'Lead': 53, 'Acid': 38}",medium,17.2,114.0,1960.8,3366,2,lithium-ion
BA5505,VoltPlus 9,2,151.07,High-capacity battery.,battery,BrandA,17.21,5.6,"(0.41, 0.4, 0.41)","{'Lead': 53, 'Acid': 32}",medium,12.6,189.7,2390.22,3108,30,lithium-ion
BA4662,VoltPlus 2,4,178.43,High-capacity battery.,battery,BrandD,17.36,4.94,"(0.48, 0.41, 0.45)","{'Lead': 68, 'Acid': 48}",low,17.6,178.0,3132.8,3005,-9,nickel-cadmium
BA7194,PowerMax 1,50,203.22,Durable battery.,battery,BrandD,17.52,5.95,"(0.45, 0.32, 0.31)","{'Lead': 62, 'Acid': 42}",low,12.9,173.3,2235.57,4759,50,nickel-cadmium
BA4935,EnergyCore 8,28,208.42,Durable battery.,battery,BrandB,17.07,4.43,"(0.39, 0.34, 0.41)","{'Lead': 67, 'Acid': 44}",medium,17.8,180.3,3209.34,3488,38,nickel-cadmium
BA1700,EnergyCore 9,16,191.18,High-capacity battery.,battery,BrandA,17.92,4.46,"(0.4, 0.46, 0.39)","{'Lead': 54, 'Acid': 40}",high,15.3,129.2,1976.76,4062,48,nickel-cadmium
BA8150,PowerMax 6,48,215.51,Durable battery.,battery,BrandC,17.65,5.44,"(0.38, 0.46, 0.45)","{'Lead': 65, 'Acid': 48}",undefined,22.7,120.7,2739.89,4320,-9,lithium-ion
BA4850,VoltPlus 4,40,198.81,High-capacity battery.,battery,BrandD,17.94,5.44,"(0.37, 0.44, 0.38)","{'Lead': 59, 'Acid': 45}",low,18.6,114.1,2122.26,3626,4,lead acid
BA8896,VoltPlus 5,18,169.02,Reliable battery.,battery,BrandA,17.64,3.61,"(0.31, 0.5, 0.37)","{'Lead': 61, 'Acid': 47}",undefined,19.3,169.4,3269.42,3332,45,lead acid
BA6837,EnergyCore 7,50,114.39,Durable battery.,battery,BrandA,17.84,3.53,"(0.4, 0.49, 0.49)","{'Lead': 61, 'Acid': 30}",undefined,17.6,180.1,3169.76,3863,-9,lead acid
BA3727,PowerMax 9,34,226.08,Reliable battery.,battery,BrandD,17.47,3.17,"(0.46, 0.49, 0.47)","{'Lead': 67, 'Acid': 48}",undefined,13.8,135.1,1864.38,4465,29,lead acid
BA1671,VoltPlus 6,41,100.66,Long-lasting battery.,battery,BrandD,17.79,3.45,"(0.36, 0.41, 0.38)","{'Lead': 57, 'Acid': 30}",medium,23.1,129.2,2984.52,3510,43,alkaline
BA5233,EnergyCore 9,11,229.15,Durable battery.,battery,BrandB,17.61,3.18,"(0.37, 0.38, 0.37)","{'Lead': 66, 'Acid': 41}",low,22.0,151.3,3328.6,4608,27,lithium-ion
BA8517,VoltPlus 9,14,137.53,Long-lasting battery.,battery,BrandB,17.22,4.68,"(0.47, 0.35, 0.44)","{'Lead': 65, 'Acid': 35}",high,21.0,177.9,3735.9,3163,-8,nickel-cadmium
BA4453,VoltPlus 9,16,181.34,Reliable battery.,battery,BrandA,17.07,3.01,"(0.45, 0.41, 0.35)","{'Lead': 66, 'Acid': 42}",undefined,18.6,114.2,2124.12,4114,22,nickel-cadmium
BA3600,AmpPro 8,47,233.16,Durable battery.,battery,BrandB,17.87,3.7,"(0.41, 0.32, 0.41)","{'Lead': 59, 'Acid': 45}",medium,20.8,113.6,2362.88,3485,17,lead acid
BA6155,EnergyCore 5,32,214.43,Long-lasting battery.,battery,BrandB,17.46,4.13,"(0.47, 0.4, 0.32)","{'Lead': 58, 'Acid': 34}",high,13.8,113.3,1563.54,4701,46,lithium-ion
BA6790,EnergyCore 8,34,169.99,High-capacity battery.,battery,BrandD,17.37,5.93,"(0.39, 0.36, 0.34)","{'Lead': 51, 'Acid': 33}",medium,17.9,175.9,3148.61,3745,47,nickel-cadmium
BA1835,VoltPlus 4,50,210.7,Reliable battery.,battery,BrandD,17.66,4.31,"(0.49, 0.33, 0.37)","{'Lead': 52, 'Acid': 41}",high,20.0,152.2,3044.0,4438,25,nickel-cadmium
BA8835,EnergyCore 3,25,181.32,Long-lasting battery.,battery,BrandB,17.15,3.05,"(0.32, 0.43, 0.37)","{'Lead': 69, 'Acid': 49}",high,19.4,169.2,3282.48,4676,32,lithium-ion
BA5812,PowerMax 2,4,165.58,Reliable battery.,battery,BrandB,17.16,5.34,"(0.4, 0.35, 0.44)","{'Lead': 68, 'Acid': 38}",undefined,17.9,120.0,2148.0,4849,27,alkaline
BA3025,VoltPlus 8,47,181.96,Durable battery.,battery,BrandB,17.43,4.24,"(0.41, 0.33, 0.44)","{'Lead': 55, 'Acid': 46}",high,12.3,100.5,1236.15,3353,43,alkaline
BA4694,PowerMax 6,40,230.48,Reliable battery.,battery,BrandC,17.75,4.21,"(0.45, 0.31, 0.49)","{'Lead': 59, 'Acid': 40}",high,12.6,134.9,1699.74,4785,4,nickel-cadmium
BA2740,PowerMax 6,6,154.02,High-capacity battery.,battery,BrandB,17.72,3.55,"(0.36, 0.31, 0.39)","{'Lead': 62, 'Acid': 35}",undefined,14.6,123.9,1808.94,3850,38,nickel-cadmium
BA2301,PowerMax 5,49,249.09,High-capacity battery.,battery,BrandC,17.36,5.16,"(0.34, 0.33, 0.39)","{'Lead': 54, 'Acid': 42}",high,21.7,121.1,2627.87,3353,24,alkaline
BA7690,PowerMax 6,14,110.19,Long-lasting battery.,battery,BrandA,17.51,4.0,"(0.35, 0.36, 0.32)","{'Lead': 58, 'Acid': 46}",medium,14.8,160.0,2368.0,3856,46,lithium-ion
BA2216,VoltPlus 2,38,230.03,Durable battery.,battery,BrandD,17.27,4.22,"(0.46, 0.5, 0.35)","{'Lead': 53, 'Acid': 41}",medium,15.3,132.6,2028.78,3016,35,lead acid
BA7176,PowerMax 6,46,124.92,Reliable battery.,battery,BrandD,17.9,3.82,"(0.48, 0.41, 0.36)","{'Lead': 70, 'Acid': 38}",undefined,18.8,186.0,3496.8,4237,-9,nickel-cadmium
BA2717,AmpPro 8,13,125.18,Reliable battery.,battery,BrandA,17.33,3.32,"(0.39, 0.49, 0.37)","{'Lead': 61, 'Acid': 45}",undefined,20.1,143.5,2884.35,3026,44,alkaline
BA5824,AmpPro 6,50,145.73,Reliable battery.,battery,BrandD,17.36,4.37,"(0.45, 0.37, 0.42)","{'Lead': 51, 'Acid': 35}",low,14.1,144.6,2038.86,3612,18,lead acid
BA1284,PowerMax 5,2,196.6,High-capacity battery.,battery,BrandC,17.11,4.71,"(0.47, 0.41, 0.41)","{'Lead': 54, 'Acid': 46}",medium,21.4,110.9,2373.26,4462,26,nickel-cadmium
BA5575,AmpPro 4,44,186.41,Long-lasting battery.,battery,BrandC,17.89,5.34,"(0.41, 0.4, 0.49)","{'Lead': 65, 'Acid': 43}",medium,22.5,158.1,3557.25,4280,15,lead acid
BA3595,EnergyCore 1,38,144.92,Durable battery.,battery,BrandC,17.06,4.4,"(0.36, 0.38, 0.39)","{'Lead': 63, 'Acid': 47}",high,21.1,123.4,2603.74,4962,22,nickel-cadmium
BA3911,AmpPro 6,34,226.83,Reliable battery.,battery,BrandA,17.07,3.71,"(0.34, 0.3, 0.36)","{'Lead': 64, 'Acid': 45}",medium,15.3,176.4,2698.92,4256,12,nickel-cadmium
BA4855,PowerMax 4,25,230.71,Reliable battery.,battery,BrandA,17.77,4.36,"(0.37, 0.41, 0.37)","{'Lead': 68, 'Acid': 48}",medium,21.6,120.9,2611.44,3954,29,alkaline
