id,name,quantity,price,description,item_type,brand,vat,weight,dimensions,composition,durability,max_stress,brake_type
BR9509,PowerStop 2,1,139.43,Reliable ceramic brake.,brake,BrandD,17.58,3.84,"(0.42, 0.46, 0.43)","{'Metal': 89, 'Ceramic': 25}",low,1326.1,ceramic
BR9162,PowerStop 1,3,85.73,Affordable organic brake.,brake,BrandC,17.58,3.56,"(0.31, 0.45, 0.38)","{'Metal': 71, 'Ceramic': 30}",high,926.1,organic
BR4528,MetalGrip 4,40,125.45,Reliable semi_metallic brake.,brake,BrandE,17.3,4.02,"(0.44, 0.32, 0.45)","{'Metal': 79, 'Ceramic': 11}",high,1425.8,semi_metallic
BR9938,StopForce 3,28,106.55,Affordable metal brake.,brake,BrandE,17.33,2.15,"(0.4, 0.47, 0.47)","{'Metal': 88, 'Ceramic': 16}",medium,1043.9,metal
BR3150,PowerStop 1,21,92.41,Reliable ceramic brake.,brake,BrandC,17.57,2.46,"(0.44, 0.34, 0.3)","{'Metal': 74, 'Ceramic': 15}",medium,1230.7,ceramic
BR1442,QuickBrake 4,26,100.83,Affordable organic brake.,brake,BrandD,17.59,3.32,"(0.44, 0.47, 0.43)","{'Metal': 81, 'Ceramic': 21}",medium,1353.0,organic
BR1278,StopForce 8,19,122.22,Affordable semi_metallic brake.,brake,BrandD,17.51,3.07,"(0.44, 0.41, 0.47)","{'Metal': 86, 'Ceramic': 26}",low,975.0,semi_metallic
BR9127,RoadSafe 4,2,145.65,Reliable organic brake.,brake,BrandC,17.55,3.37,"(0.4, 0.4, 0.33)","{'Metal': 80, 'Ceramic': 12}",high,934.0,organic
BR7014,PowerStop 6,4,86.53,Durable organic brake.,brake,BrandA,17.5,2.86,"(0.37, 0.4, 0.39)","{'Metal': 81, 'Ceramic': 13}",medium,1175.2,organic
BR4969,StopForce 1,44,114.61,Reliable metal brake.,brake,BrandE,17.34,4.72,"(0.43, 0.45, 0.36)","{'Metal': 71, 'Ceramic': 18}",high,1370.7,metal
BR7830,StopForce 4,7,89.42,Durable ceramic brake.,brake,BrandA,17.42,2.89,"(0.49, 0.39, 0.38)","{'Metal': 89, 'Ceramic': 30}",high,1186.2,ceramic
BR2519,MetalGrip 7,13,106.79,Durable ceramic brake.,brake,BrandE,17.45,4.89,"(0.37, 0.33, 0.36)","{'Metal': 73, 'Ceramic': 15}",high,1303.1,ceramic
BR1497,RoadSafe 3,29,114.73,Reliable organic brake.,brake,BrandB,17.43,2.37,"(0.44, 0.39, 0.48)","{'Metal': 88, 'Ceramic': 27}",high,1056.3,organic
BR3536,MetalGrip 2,8,93.44,Advanced semi_metallic brake.,brake,BrandD,17.45,2.54,"(0.44, 0.3, 0.39)","{'Metal': 79, 'Ceramic': 29}",low,1221.9,semi_metallic
BR1380,MetalGrip 1,15,124.34,Advanced ceramic brake.,brake,BrandA,17.42,2.55,"(0.42, 0.46, 0.46)","{'Metal': 77, 'Ceramic': 26}",low,1064.5,ceramic
BR1904,MetalGrip 9,41,122.64,Affordable metal brake.,brake,BrandC,17.56,3.75,"(0.49, 0.31, 0.37)","{'Metal': 85, 'Ceramic': 30}",medium,1295.8,metal
BR3904,RoadSafe 7,7,119.91,Affordable ceramic brake.,brake,BrandC,17.52,2.16,"(0.33, 0.49, 0.45)","{'Metal': 76, 'Ceramic': 10}",low,1042.7,ceramic
BR1499,QuickBrake 2,8,111.49,Advanced organic brake.,brake,BrandA,17.45,4.91,"(0.41, 0.33, 0.44)","{'Metal': 89, 'Ceramic': 20}",low,999.9,organic
BR4737,PowerStop 6,3,92.68,Durable metal brake.,brake,BrandC,17.45,4.18,"(0.5, 0.48, 0.38)","{'Metal': 85, 'Ceramic': 25}",high,1252.3,metal
BR3954,StopForce 8,17,129.87,Advanced organic brake.,brake,BrandE,17.38,2.53,"(0.46, 0.32, 0.35)","{'Metal': 82, 'Ceramic': 15}",high,1162.7,organic
BR1717,RoadSafe 1,15,117.27,Advanced semi_metallic brake.,brake,BrandC,17.48,2.7,"(0.34, 0.49, 0.37)","{'Metal': 89, 'Ceramic': 15}",medium,1494.5,semi_metallic
BR7363,StopForce 6,28,99.92,Affordable ceramic brake.,brake,BrandC,17.35,4.77,"(0.33, 0.46, 0.36)","{'Metal': 78, 'Ceramic': 16}",low,1458.3,ceramic
BR4324,QuickBrake 9,40,90.39,Affordable organic brake.,brake,BrandD,17.47,4.02,"(0.38, 0.43, 0.36)","{'Metal': 79, 'Ceramic': 18}",low,928.0,organic
BR1008,RoadSafe 9,23,120.85,Advanced ceramic brake.,brake,BrandD,17.44,4.77,"(0.48, 0.32, 0.47)","{'Metal': 75, 'Ceramic': 16}",low,1258.9,ceramic
BR9174,RoadSafe 4,34,127.63,Affordable organic brake.,brake,BrandA,17.51,2.69,"(0.39, 0.43, 0.41)","{'Metal': 73, 'Ceramic': 15}",high,1353.8,organic
BR9601,RoadSafe 6,9,81.81,Durable organic brake.,brake,BrandA,17.59,3.19,"(0.36, 0.48, 0.41)","{'Metal': 75, 'Ceramic': 24}",high,1391.2,organic
BR8921,QuickBrake 9,30,135.63,Advanced metal brake.,brake,BrandE,17.42,3.34,"(0.31, 0.42, 0.37)","{'Metal': 75, 'Ceramic': 16}",low,938.5,metal
BR2882,QuickBrake 3,3,89.28,Reliable organic brake.,brake,BrandE,17.44,2.79,"(0.31, 0.38, 0.34)","{'Metal': 83, 'Ceramic': 22}",high,1251.8,organic
BR1434,QuickBrake 2,7,81.2,Advanced metal brake.,brake,BrandD,17.56,2.38,"(0.42, 0.46, 0.44)","{'Metal': 70, 'Ceramic': 22}",medium,1127.4,metal
BR2690,MetalGrip 2,26,93.98,Affordable metal brake.,brake,BrandD,17.49,4.85,"(0.34, 0.5, 0.45)","{'Metal': 88, 'Ceramic': 13}",high,1051.9,metal
BR1046,StopForce 9,35,140.89,Affordable ceramic brake.,brake,BrandC,17.54,4.28,"(0.5, 0.44, 0.42)","{'Metal': 78, 'Ceramic': 17}",medium,1164.9,ceramic
BR4237,StopForce 1,37,135.06,Durable semi_metallic brake.,brake,BrandB,17.33,3.74,"(0.45, 0.3, 0.34)","{'Metal': 73, 'Ceramic': 30}",high,1324.2,semi_metallic
BR2275,StopForce 7,34,118.92,Durable metal brake.,brake,BrandE,17.42,4.77,"(0.5, 0.33, 0.39)","{'Metal': 84, 'Ceramic': 16}",high,1405.7,metal
BR3716,PowerStop 6,13,91.02,Advanced semi_metallic brake.,brake,BrandC,17.6,3.01,"(0.34, 0.41, 0.4)","{'Metal': 78, 'Ceramic': 17}",medium,1233.5,semi_metallic
BR5573,QuickBrake 4,30,123.96,Durable organic brake.,brake,BrandA,17.47,2.57,"(0.3, 0.43, 0.4)","{'Metal': 81, 'Ceramic': 14}",medium,1128.9,organic
BR9993,StopForce 3,40,101.92,Affordable ceramic brake.,brake,BrandD,17.43,4.09,"(0.31, 0.42, 0.35)","{'Metal': 87, 'Ceramic': 15}",low,900.8,ceramic
BR5113,QuickBrake 8,49,143.73,Affordable semi_metallic brake.,brake,BrandA,17.49,3.31,"(0.44, 0.36, 0.31)","{'Metal': 71, 'Ceramic': 14}",medium,934.6,semi_metallic
BR6304,MetalGrip 1,37,80.31,Durable semi_metallic brake.,brake,BrandD,17.49,4.67,"(0.42, 0.46, 0.35)","{'Metal': 77, 'Ceramic': 13}",medium,986.5,semi_metallic
BR9406,RoadSafe 8,47,136.81,Advanced organic brake.,brake,BrandD,17.38,3.76,"(0.35, 0.45, 0.42)","{'Metal': 75, 'Ceramic': 28}",low,1238.0,organic
BR1484,MetalGrip 5,5,120.59,Advanced ceramic brake.,brake,BrandD,17.54,4.19,"(0.34, 0.34, 0.49)","{'Metal': 79, 'Ceramic': 16}",low,1175.1,ceramic
BR9807,PowerStop 5,22,83.47,Affordable metal brake.,brake,BrandA,17.32,4.37,"(0.41, 0.45, 0.31)","{'Metal': 78, 'Ceramic': 29}",medium,1354.8,metal
BR3301,PowerStop 7,47,81.39,Advanced organic brake.,brake,BrandD,17.54,4.48,"(0.33, 0.36, 0.46)","{'Metal': 71, 'Ceramic': 12}",low,1140.5,organic
BR5886,PowerStop 7,33,108.69,Reliable organic brake.,brake,BrandA,17.52,3.87,"(0.46, 0.4, 0.34)","{'Metal': 75, 'Ceramic': 13}",medium,1460.6,organic
BR5741,RoadSafe 1,24,91.49,Affordable semi_metallic brake.,brake,BrandE,17.51,4.36,"(0.46, 0.37, 0.37)","{'Metal': 77, 'Ceramic': 25}",medium,1320.8,semi_metallic
BR4541,StopForce 1,39,126.11,Affordable metal brake.,brake,BrandD,17.38,4.72,"(0.4, 0.32, 0.48)","{'Metal': 85, 'Ceramic': 19}",medium,1010.9,metal
BR4709,MetalGrip 6,37,144.75,Durable ceramic brake.,brake,BrandA,17.56,2.3,"(0.36, 0.36, 0.45)","{'Metal': 71, 'Ceramic': 30}",low,1230.1,ceramic
BR7691,StopForce 8,3,81.91,Reliable metal brake.,brake,BrandB,17.42,4.51,"(0.45, 0.36, 0.39)","{'Metal': 81, 'Ceramic': 23}",high,1050.6,metal
BR1569,PowerStop 9,11,100.49,Advanced organic brake.,brake,BrandC,17.58,3.87,"(0.45, 0.48, 0.31)","{'Metal': 82, 'Ceramic': 13}",high,1214.0,organic
BR8363,MetalGrip 6,19,99.81,Reliable metal brake.,brake,BrandC,17.5,3.58,"(0.38, 0.35, 0.39)","{'Metal': 80, 'Ceramic': 24}",high,1196.9,metal
BR2852,QuickBrake 2,39,116.91,Advanced organic brake.,brake,BrandA,17.56,3.43,"(0.34, 0.48, 0.4)","{'Metal': 81, 'Ceramic': 21}",low,1334.8,organic
BR7464,QuickBrake 3,34,132.09,Reliable organic brake.,brake,BrandB,17.3,2.11,"(0.46, 0.34, 0.4)","{'Metal': 73, 'Ceramic': 11}",medium,1466.0,organic
BR6498,RoadSafe 4,7,112.02,Durable metal brake.,brake,BrandA,17.49,3.84,"(0.39, 0.35, 0.39)","{'Metal': 88, 'Ceramic': 20}",medium,1355.6,metal
BR7668,RoadSafe 6,38,94.5,Reliable ceramic brake.,brake,BrandD,17.41,4.07,"(0.49, 0.45, 0.4)","{'Metal': 85, 'Ceramic': 25}",high,1449.1,ceramic
BR8879,StopForce 3,30,100.48,Reliable metal brake.,brake,BrandA,17.57,3.37,"(0.36, 0.49, 0.39)","{'Metal': 83, 'Ceramic': 10}",medium,1446.5,metal
BR1564,QuickBrake 9,27,127.04,Durable semi_metallic brake.,brake,BrandD,17.44,4.41,"(0.44, 0.37, 0.44)","{'Metal': 87, 'Ceramic': 14}",high,1291.6,semi_metallic
BR7263,StopForce 6,3,112.15,Reliable metal brake.,brake,BrandD,17.35,4.51,"(0.46, 0.4, 0.41)","{'Metal': 87, 'Ceramic': 29}",low,994.8,metal
BR9110,RoadSafe 1,13,109.09,Durable metal brake.,brake,BrandC,17.53,3.01,"(0.35, 0.35, 0.38)","{'Metal': 81, 'Ceramic': 18}",high,1216.4,metal
BR1378,RoadSafe 1,18,139.91,Reliable semi_metallic brake.,brake,BrandB,17.48,4.07,"(0.32, 0.42, 0.41)","{'Metal': 76, 'Ceramic': 22}",medium,1210.8,semi_metallic
BR8342,MetalGrip 6,7,102.74,Advanced semi_metallic brake.,brake,BrandE,17.53,3.79,"(0.39, 0.39, 0.4)","{'Metal': 82, 'Ceramic': 12}",low,907.5,semi_metallic
BR8239,QuickBrake 2,33,97.03,Advanced organic brake.,brake,BrandD,17.57,4.36,"(0.31, 0.32, 0.44)","{'Metal': 77, 'Ceramic': 21}",medium,1338.0,organic
BR1187,MetalGrip 6,13,134.08,Reliable organic brake.,brake,BrandC,17.4,2.51,"(0.37, 0.46, 0.33)","{'Metal': 80, 'Ceramic': 18}",medium,1355.6,organic
BR3392,StopForce 5,13,134.05,Advanced ceramic brake.,brake,BrandB,17.57,2.71,"(0.42, 0.4, 0.41)","{'Metal': 88, 'Ceramic': 13}",medium,1498.8,ceramic
BR2277,RoadSafe 7,33,83.91,Affordable metal brake.,brake,BrandE,17.35,2.79,"(0.31, 0.35, 0.39)","{'Metal': 87, 'Ceramic': 21}",high,1028.1,metal
BR6442,QuickBrake 4,27,143.43,Reliable semi_metallic brake.,brake,BrandA,17.56,3.7,"(0.36, 0.36, 0.5)","{'Metal': 81, 'Ceramic': 26}",medium,1476.5,semi_metallic
BR4716,RoadSafe 7,10,94.78,Affordable semi_metallic brake.,brake,BrandC,17.47,2.05,"(0.48, 0.44, 0.41)","{'Metal': 74, 'Ceramic': 21}",high,1287.6,semi_metallic
BR2541,StopForce 5,40,93.22,Durable ceramic brake.,brake,BrandB,17.42,3.57,"(0.39, 0.46, 0.38)","{'Metal': 86, 'Ceramic': 11}",medium,943.8,ceramic
BR7963,RoadSafe 2,23,88.08,Reliable semi_metallic brake.,brake,BrandA,17.42,3.05,"(0.46, 0.45, 0.44)","{'Metal': 81, 'Ceramic': 27}",high,1137.5,semi_metallic
BR6267,StopForce 8,50,127.44,Durable organic brake.,brake,BrandE,17.58,2.44,"(0.42, 0.36, 0.33)","{'Metal': 83, 'Ceramic': 28}",medium,1103.6,organic
BR2240,QuickBrake 4,44,96.55,Affordable ceramic brake.,brake,BrandC,17.45,2.66,"(0.49, 0.36, 0.38)","{'Metal': 78, 'Ceramic': 14}",medium,1105.4,ceramic
BR1365,StopForce 5,39,81.55,Affordable semi_metallic brake.,brake,BrandB,17.49,4.9,"(0.31, 0.31, 0.46)","{'Metal': 82, 'Ceramic': 27}",high,1017.7,semi_metallic
BR3067,RoadSafe 3,14,86.48,Affordable metal brake.,brake,BrandC,17.37,2.72,"(0.34, 0.33, 0.46)","{'Metal': 83, 'Ceramic': 26}",medium,955.9,metal
BR9529,PowerStop 4,29,134.3,Advanced metal brake.,brake,BrandE,17.38,4.38,"(0.47, 0.44, 0.33)","{'Metal': 79, 'Ceramic': 17}",low,1391.2,metal
BR7936,RoadSafe 7,23,114.67,Reliable ceramic brake.,brake,BrandA,17.5,4.99,"(0.43, 0.43, 0.43)","{'Metal': 85, 'Ceramic': 18}",high,1303.7,ceramic
BR3434,MetalGrip 2,48,140.4,Durable ceramic brake.,brake,BrandE,17.43,4.78,"(0.3, 0.43, 0.4)","{'Metal': 71, 'Ceramic': 21}",low,1446.8,ceramic
BR8167,RoadSafe 3,45,94.56,Reliable semi_metallic brake.,brake,BrandA,17.55,4.95,"(0.32, 0.42, 0.49)","{'Metal': 77, 'Ceramic': 23}",medium,1010.4,semi_metallic
BR6207,RoadSafe 5,16,102.16,Reliable semi_metallic brake.,brake,BrandD,17.59,2.33,"(0.39, 0.4, 0.34)","{'Metal': 75, 'Ceramic': 29}",high,1319.4,semi_metallic
BR2071,RoadSafe 2,6,147.95,Advanced metal brake.,brake,BrandE,17.54,4.58,"(0.45, 0.41, 0.35)","{'Metal': 77, 'Ceramic': 12}",high,1026.9,metal
BR8873,PowerStop 3,27,113.98,Advanced ceramic brake.,brake,BrandB,17.58,2.34,"(0.34, 0.31, 0.36)","{'Metal': 81, 'Ceramic': 25}",low,1043.5,ceramic
BR3971,MetalGrip 6,9,123.61,Durable ceramic brake.,brake,BrandA,17.32,2.09,"(0.45, 0.43, 0.4)","{'Metal': 80, 'Ceramic': 17}",low,917.2,ceramic
BR8403,StopForce 6,17,111.57,Durable ceramic brake.,brake,BrandD,17.51,4.49,"(0.44, 0.49, 0.44)","{'Metal': 76, 'Ceramic': 12}",high,1385.1,ceramic
BR7646,StopForce 1,1,143.4,Advanced ceramic brake.,brake,BrandE,17.59,3.46,"(0.34, 0.35, 0.31)","{'Metal': 81, 'Ceramic': 22}",high,922.0,ceramic
BR5826,QuickBrake 3,20,126.78,Advanced ceramic brake.,brake,BrandC,17.3,4.88,"(0.42, 0.33, 0.45)","{'Metal': 80, 'Ceramic': 21}",high,1317.0,ceramic
BR2503,StopForce 5,5,113.13,Advanced metal brake.,brake,BrandA,17.57,4.14,"(0.3, 0.41, 0.39)","{'Metal': 80, 'Ceramic': 22}",low,1463.6,metal
BR5955,StopForce 1,17,125.73,Advanced organic brake.,brake,BrandA,17.54,2.8,"(0.44, 0.39, 0.37)","{'Metal': 71, 'Ceramic': 17}",medium,1392.0,organic
BR9111,QuickBrake 7,49,124.16,Durable semi_metallic brake.,brake,BrandE,17.51,2.1,"(0.34, 0.34, 0.37)","{'Metal': 72, 'Ceramic': 30}",high,1424.6,semi_metallic
BR3196,PowerStop 3,48,106.69,Reliable ceramic brake.,brake,BrandB,17.5,4.76,"(0.33, 0.32, 0.38)","{'Metal': 72, 'Ceramic': 18}",high,1464.4,ceramic
BR4986,QuickBrake 7,27,116.53,Advanced ceramic brake.,brake,BrandC,17.33,2.81,"(0.42, 0.45, 0.35)","{'Metal': 72, 'Ceramic': 20}",medium,1438.0,ceramic
BR2252,StopForce 5,44,148.98,Advanced metal brake.,brake,BrandB,17.49,2.74,"(0.46, 0.34, 0.48)","{'Metal': 84, 'Ceramic': 26}",low,1112.4,metal
BR2693,StopForce 9,10,128.36,Durable metal brake.,brake,BrandA,17.59,3.68,"(0.37, 0.38, 0.32)","{'Metal': 82, 'Ceramic': 13}",medium,1011.5,metal
BR6325,RoadSafe 4,4,81.97,Reliable semi_metallic brake.,brake,BrandE,17.47,3.41,"(0.43, 0.32, 0.46)","{'Metal': 79, 'Ceramic': 25}",low,1324.4,semi_metallic
BR8498,RoadSafe 5,20,132.69,Durable organic brake.,brake,BrandE,17.47,4.48,"(0.33, 0.42, 0.5)","{'Metal': 88, 'Ceramic': 30}",medium,1374.5,organic
BR5882,QuickBrake 9,2,133.38,Reliable metal brake.,brake,BrandD,17.45,3.01,"(0.49, 0.46, 0.49)","{'Metal': 73, 'Ceramic': 23}",medium,1327.2,metal
BR8549,MetalGrip 2,4,104.45,Durable semi_metallic brake.,brake,BrandB,17.39,3.62,"(0.42, 0.32, 0.32)","{'Metal': 89, 'Ceramic': 17}",medium,1143.2,semi_metallic
BR3726,RoadSafe 1,9,95.34,Affordable semi_metallic brake.,brake,BrandD,17.54,4.4,"(0.47, 0.32, 0.36)","{'Metal': 90, 'Ceramic': 13}",low,988.7,semi_metallic
BR5591,RoadSafe 4,29,85.37,Affordable organic brake.,brake,BrandD,17.45,3.75,"(0.46, 0.46, 0.39)","{'Metal': 71, 'Ceramic': 21}",medium,1319.2,organic
BR2588,StopForce 2,22,117.61,Durable ceramic brake.,brake,BrandB,17.59,3.1,"(0.47, 0.47, 0.45)","{'Metal': 82, 'Ceramic': 27}",high,1362.7,ceramic
BR2383,StopForce 2,9,99.44,Durable semi_metallic brake.,brake,BrandD,17.56,4.08,"(0.32, 0.34, 0.44)","{'Metal': 80, 'Ceramic': 29}",low,1425.5,semi_metallic
BR7580,RoadSafe 9,12,141.12,Advanced organic brake.,brake,BrandE,17.53,2.19,"(0.47, 0.48, 0.3)","{'Metal': 79, 'Ceramic': 26}",high,1256.9,organic
BR4600,QuickBrake 1,39,132.35,Durable metal brake.,brake,BrandA,17.44,3.54,"(0.37, 0.35, 0.38)","{'Metal': 83, 'Ceramic': 12}",low,1235.1,metal
BR5990,QuickBrake 4,47,128.34,Reliable ceramic brake.,brake,BrandD,17.4,3.94,"(0.45, 0.45, 0.32)","{'Metal': 90, 'Ceramic': 22}",low,1293.1,ceramic
BR3570,QuickBrake 1,13,110.36,Durable ceramic brake.,brake,BrandC,17.35,4.73,"(0.46, 0.42, 0.35)","{'Metal': 79, 'Ceramic': 30}",medium,1306.1,ceramic
BR6141,StopForce 6,45,146.19,Durable organic brake.,brake,BrandB,17.33,2.63,"(0.34, 0.45, 0.45)","{'Metal': 82, 'Ceramic': 28}",medium,993.5,organic
BR6694,QuickBrake 2,33,101.29,Durable ceramic brake.,brake,BrandE,17.35,2.1,"(0.38, 0.42, 0.31)","{'Metal': 85, 'Ceramic': 24}",medium,1064.3,ceramic
BR6738,PowerStop 3,1,120.54,Reliable organic brake.,brake,BrandC,17.38,3.02,"(0.42, 0.33, 0.45)","{'Metal': 82, 'Ceramic': 12}",medium,1268.6,organic
BR6011,StopForce 4,45,131.55,Durable metal brake.,brake,BrandC,17.49,3.51,"(0.49, 0.36, 0.33)","{'Metal': 90, 'Ceramic': 16}",high,1291.0,metal
BR4877,MetalGrip 1,10,143.3,Affordable metal brake.,brake,BrandD,17.52,4.82,"(0.39, 0.41, 0.37)","{'Metal': 90, 'Ceramic': 24}",medium,1211.8,metal
BR1305,MetalGrip 6,16,145.43,Affordable ceramic brake.,brake,BrandE,17.35,3.3,"(0.46, 0.33, 0.48)","{'Metal': 81, 'Ceramic': 10}",low,997.0,ceramic
BR3889,QuickBrake 6,48,134.17,Durable metal brake.,brake,BrandC,17.52,3.7,"(0.41, 0.37, 0.45)","{'Metal': 78, 'Ceramic': 13}",medium,1308.6,metal
BR7936,RoadSafe 5,33,98.74,Durable semi_metallic brake.,brake,BrandC,17.45,4.23,"(0.43, 0.42, 0.33)","{'Metal': 89, 'Ceramic': 12}",medium,1152.5,semi_metallic
BR1599,RoadSafe 3,36,123.54,Reliable ceramic brake.,brake,BrandE,17.32,2.21,"(0.45, 0.39, 0.37)","{'Metal': 76, 'Ceramic': 11}",medium,1305.0,ceramic
BR2751,StopForce 4,24,117.42,Affordable semi_metallic brake.,brake,BrandA,17.57,4.45,"(0.45, 0.49, 0.33)","{'Metal': 85, 'Ceramic': 24}",low,1449.5,semi_metallic
BR3375,StopForce 8,14,124.86,Advanced ceramic brake.,brake,BrandD,17.41,4.62,"(0.48, 0.36, 0.39)","{'Metal': 77, 'Ceramic': 27}",medium,999.3,ceramic
BR2186,PowerStop 4,20,87.39,Affordable metal brake.,brake,BrandE,17.37,2.13,"(0.33, 0.33, 0.5)","{'Metal': 74, 'Ceramic': 22}",low,1295.0,metal
BR3266,QuickBrake 4,43,111.38,Durable organic brake.,brake,BrandA,17.35,4.69,"(0.49, 0.44, 0.4)","{'Metal': 78, 'Ceramic': 25}",high,987.4,organic
BR2996,MetalGrip 2,39,83.55,Reliable organic brake.,brake,BrandE,17.57,4.44,"(0.4, 0.33, 0.42)","{'Metal': 81, 'Ceramic': 14}",medium,1390.3,organic
BR1887,RoadSafe 2,30,140.04,Reliable ceramic brake.,brake,BrandB,17.3,2.8,"(0.35, 0.48, 0.5)","{'Metal': 76, 'Ceramic': 23}",high,1010.8,ceramic
BR2722,RoadSafe 7,34,106.05,Durable semi_metallic brake.,brake,BrandB,17.5,2.54,"(0.4, 0.38, 0.32)","{'Metal': 82, 'Ceramic': 28}",high,974.7,semi_metallic
BR5747,MetalGrip 7,23,114.27,Reliable ceramic brake.,brake,BrandE,17.33,3.59,"(0.37, 0.33, 0.38)","{'Metal': 77, 'Ceramic': 21}",medium,1044.9,ceramic
BR4554,MetalGrip 1,41,135.26,Advanced organic brake.,brake,BrandE,17.57,4.65,"(0.49, 0.36, 0.41)","{'Metal': 80, 'Ceramic': 25}",low,1083.1,organic
BR2462,PowerStop 5,44,106.72,Advanced semi_metallic brake.,brake,BrandE,17.43,3.57,"(0.46, 0.42, 0.49)","{'Metal': 74, 'Ceramic': 27}",high,1409.1,semi_metallic
BR7487,PowerStop 1,45,117.52,Reliable semi_metallic brake.,brake,BrandD,17.57,2.12,"(0.38, 0.48, 0.32)","{'Metal': 86, 'Ceramic': 29}",high,1074.9,semi_metallic
BR2283,QuickBrake 4,10,91.04,Advanced organic brake.,brake,BrandE,17.57,2.07,"(0.5, 0.31, 0.39)","{'Metal': 72, 'Ceramic': 13}",high,1472.8,organic
BR8952,MetalGrip 2,47,120.1,Advanced ceramic brake.,brake,BrandC,17.34,4.91,"(0.35, 0.35, 0.4)","{'Metal': 87, 'Ceramic': 18}",low,965.9,ceramic
BR3658,StopForce 2,25,116.03,Reliable organic brake.,brake,BrandB,17.59,4.74,"(0.38, 0.41, 0.33)","{'Metal': 74, 'Ceramic': 14}",high,1021.3,organic
BR7968,QuickBrake 8,43,131.02,Advanced semi_metallic brake.,brake,BrandC,17.5,4.76,"(0.45, 0.4, 0.45)","{'Metal': 77, 'Ceramic': 12}",medium,1401.9,semi_metallic
BR3667,RoadSafe 6,22,132.88,Advanced semi_metallic brake.,brake,BrandA,17.55,3.77,"(0.33, 0.45, 0.3)","{'Metal': 76, 'Ceramic': 21}",low,1215.6,semi_metallic
BR9390,QuickBrake 8,13,121.33,Durable ceramic brake.,brake,BrandD,17.33,4.76,"(0.37, 0.44, 0.38)","{'Metal': 86, 'Ceramic': 24}",low,1229.3,ceramic
BR1835,PowerStop 1,32,116.54,Affordable ceramic brake.,brake,BrandD,17.45,3.4,"(0.37, 0.4, 0.32)","{'Metal': 79, 'Ceramic': 14}",medium,1280.3,ceramic
BR7901,MetalGrip 4,5,128.06,Durable metal brake.,brake,BrandA,17.46,2.23,"(0.32, 0.37, 0.37)","{'Metal': 77, 'Ceramic': 22}",medium,1307.9,metal
BR4701,MetalGrip 7,29,93.12,Durable metal brake.,brake,BrandB,17.55,3.66,"(0.35, 0.37, 0.42)","{'Metal': 77, 'Ceramic': 21}",low,974.8,metal
BR9256,MetalGrip 9,2,106.6,Durable semi_metallic brake.,brake,BrandD,17.47,2.85,"(0.36, 0.32, 0.45)","{'Metal': 87, 'Ceramic': 11}",high,1277.2,semi_metallic
BR6971,PowerStop 5,30,82.19,Durable metal brake.,brake,BrandD,17.32,4.85,"(0.33, 0.48, 0.32)","{'Metal': 75, 'Ceramic': 30}",low,1270.1,metal
BR6408,MetalGrip 4,39,146.21,Durable organic brake.,brake,BrandC,17.38,4.75,"(0.41, 0.43, 0.37)","{'Metal': 80, 'Ceramic': 11}",medium,1491.6,organic
BR6772,PowerStop 7,40,109.19,Durable metal brake.,brake,BrandC,17.38,4.07,"(0.36, 0.44, 0.47)","{'Metal': 79, 'Ceramic': 18}",medium,1451.6,metal
BR1929,RoadSafe 9,49,145.96,Affordable semi_metallic brake.,brake,BrandD,17.59,4.39,"(0.48, 0.49, 0.48)","{'Metal': 70, 'Ceramic': 12}",high,1036.9,semi_metallic
BR4369,MetalGrip 2,10,130.64,Durable metal brake.,brake,BrandD,17.35,3.52,"(0.46, 0.31, 0.42)","{'Metal': 87, 'Ceramic': 16}",medium,1020.3,metal
BR3606,QuickBrake 8,26,93.03,Durable semi_metallic brake.,brake,BrandD,17.6,4.0,"(0.36, 0.31, 0.49)","{'Metal': 77, 'Ceramic': 14}",low,1258.7,semi_metallic
BR3314,StopForce 1,8,85.91,Advanced semi_metallic brake.,brake,BrandC,17.57,3.1,"(0.48, 0.37, 0.36)","{'Metal': 80, 'Ceramic': 30}",low,1041.3,semi_metallic
BR7190,RoadSafe 1,44,97.73,Reliable organic brake.,brake,BrandD,17.49,4.48,"(0.38, 0.45, 0.36)","{'Metal': 77, 'Ceramic': 19}",high,1127.3,organic
BR9854,StopForce 4,40,142.07,Advanced metal brake.,brake,BrandA,17.57,3.95,"(0.48, 0.35, 0.43)","{'Metal': 82, 'Ceramic': 22}",low,1496.1,metal
BR3641,PowerStop 5,11,138.03,Reliable ceramic brake.,brake,BrandB,17.58,4.46,"(0.37, 0.3, 0.36)","{'Metal': 73, 'Ceramic': 30}",high,1135.5,ceramic
BR8622,QuickBrake 5,13,91.96,Affordable semi_metallic brake.,brake,BrandB,17.3,2.48,"(0.47, 0.45, 0.45)","{'Metal': 83, 'Ceramic': 23}",low,1291.8,semi_metallic
BR7091,StopForce 1,13,142.62,Durable ceramic brake.,brake,BrandE,17.51,3.02,"(0.42, 0.39, 0.35)","{'Metal': 85, 'Ceramic': 13}",low,1058.5,ceramic
BR8026,RoadSafe 7,50,135.4,Reliable metal brake.,brake,BrandB,17.35,2.39,"(0.49, 0.33, 0.42)","{'Metal': 77, 'Ceramic': 15}",medium,1259.0,metal
