id,name,quantity,price,description,item_type,brand,vat,weight,dimensions,composition,durability,primary_color
PA1259,Sunset 3,34,48.7,Glossy paint.,paint,BrandC,17.46,1.4,"(0.24, 0.28, 0.28)","{'Pigment': 60, 'Solvent': 26, 'Resin': 10}",high,F5DEB3
PA4763,Sky 7,50,36.01,Glossy paint.,paint,BrandB,17.52,1.36,"(0.3, 0.27, 0.27)","{'Pigment': 54, 'Solvent': 26, 'Resin': 19}",high,DAA520
PA5148,Blackout 4,29,47.03,High-durability paint.,paint,BrandB,17.48,1.36,"(0.29, 0.28, 0.24)","{'Pigment': 58, 'Solvent': 22, 'Resin': 11}",undefined,8B4513
PA9568,Ocean 1,40,56.79,Premium paint.,paint,BrandB,17.54,1.24,"(0.26, 0.26, 0.22)","{'Pigment': 53, 'Solvent': 20, 'Resin': 13}",high,2F4F4F
PA8660,Ocean 4,9,41.63,Premium paint.,paint,BrandB,17.42,1.02,"(0.24, 0.25, 0.23)","{'Pigment': 55, 'Solvent': 27, 'Resin': 18}",low,FF0000
PA2847,Blackout 1,43,58.03,Premium paint.,paint,BrandB,17.58,1.39,"(0.2, 0.28, 0.25)","{'Pigment': 54, 'Solvent': 21, 'Resin': 19}",high,8B4513
PA4215,Sunset 2,29,38.24,Premium paint.,paint,BrandC,17.47,1.45,"(0.25, 0.27, 0.25)","{'Pigment': 60, 'Solvent': 25, 'Resin': 10}",high,8B4513
PA3649,Blackout 8,7,38.93,High-durability paint.,paint,BrandC,17.45,1.27,"(0.3, 0.23, 0.3)","{'Pigment': 51, 'Solvent': 27, 'Resin': 17}",high,F5DEB3
PA9546,Blackout 8,50,57.45,High-durability paint.,paint,BrandA,17.58,1.28,"(0.28, 0.21, 0.27)","{'Pigment': 57, 'Solvent': 20, 'Resin': 20}",medium,708090
PA9707,Ocean 3,41,56.43,Glossy paint.,paint,BrandC,17.45,1.07,"(0.21, 0.3, 0.28)","{'Pigment': 57, 'Solvent': 24, 'Resin': 14}",medium,F5DEB3
PA8741,Sky 1,8,55.0,Glossy paint.,paint,BrandB,17.48,1.08,"(0.23, 0.25, 0.29)","{'Pigment': 50, 'Solvent': 24, 'Resin': 14}",high,8B4513
PA6319,Frost 5,9,30.09,Matte paint.,paint,BrandA,17.5,1.45,"(0.27, 0.21, 0.27)","{'Pigment': 58, 'Solvent': 25, 'Resin': 15}",undefined,D4AF37
PA9388,Sky 7,44,56.06,Glossy paint.,paint,BrandA,17.53,1.44,"(0.21, 0.3, 0.29)","{'Pigment': 60, 'Solvent': 27, 'Resin': 16}",low,708090
PA2782,Ocean 5,34,49.68,High-durability paint.,paint,BrandA,17.52,1.01,"(0.24, 0.23, 0.25)","{'Pigment': 60, 'Solvent': 21, 'Resin': 14}",high,F5DEB3
PA1076,Sunset 2,44,46.6,High-durability paint.,paint,BrandC,17.5,1.4,"(0.26, 0.25, 0.21)","{'Pigment': 57, 'Solvent': 24, 'Resin': 16}",high,8B4513
PA9757,Blackout 2,17,51.07,Glossy paint.,paint,BrandA,17.52,1.27,"(0.23, 0.27, 0.21)","{'Pigment': 54, 'Solvent': 27, 'Resin': 16}",medium,F5DEB3
PA1133,Ocean 7,2,32.29,High-durability paint.,paint,BrandA,17.43,1.12,"(0.23, 0.23, 0.29)","{'Pigment': 56, 'Solvent': 20, 'Resin': 16}",high,DAA520
PA7116,Frost 7,46,56.18,Premium paint.,paint,BrandC,17.56,1.07,"(0.22, 0.27, 0.27)","{'Pigment': 60, 'Solvent': 20, 'Resin': 19}",medium,2980B9
PA3839,Frost 2,31,46.31,Glossy paint.,paint,BrandA,17.48,1.06,"(0.25, 0.3, 0.3)","{'Pigment': 59, 'Solvent': 26, 'Resin': 20}",undefined,2980B9
PA7949,Blackout 9,9,51.84,Glossy paint.,paint,BrandB,17.48,1.2,"(0.27, 0.23, 0.24)","{'Pigment': 53, 'Solvent': 22, 'Resin': 11}",medium,FF5733
PA5552,Sky 6,37,43.94,Premium paint.,paint,BrandA,17.57,1.32,"(0.29, 0.24, 0.22)","{'Pigment': 59, 'Solvent': 28, 'Resin': 20}",medium,2980B9
PA7234,Sunset 8,35,45.18,Matte paint.,paint,BrandC,17.55,1.35,"(0.24, 0.29, 0.29)","{'Pigment': 59, 'Solvent': 27, 'Resin': 13}",low,8B4513
PA4093,Sunset 8,42,31.43,Matte paint.,paint,BrandA,17.6,1.41,"(0.21, 0.25, 0.24)","{'Pigment': 55, 'Solvent': 26, 'Resin': 18}",high,FF0000
PA2341,Sky 4,39,53.21,Glossy paint.,paint,BrandC,17.57,1.08,"(0.22, 0.27, 0.2)","{'Pigment': 59, 'Solvent': 20, 'Resin': 16}",undefined,FF5733
PA1634,Blackout 4,49,58.32,High-durability paint.,paint,BrandA,17.51,1.38,"(0.27, 0.2, 0.25)","{'Pigment': 52, 'Solvent': 28, 'Resin': 14}",medium,8B4513
PA6161,Ocean 8,27,34.99,Premium paint.,paint,BrandA,17.41,1.35,"(0.22, 0.27, 0.23)","{'Pigment': 51, 'Solvent': 20, 'Resin': 17}",high,D4AF37
PA9737,Sky 5,15,36.04,Matte paint.,paint,BrandC,17.56,1.19,"(0.22, 0.28, 0.29)","{'Pigment': 57, 'Solvent': 24, 'Resin': 15}",high,D4AF37
PA4487,Ocean 2,46,45.01,Premium paint.,paint,BrandA,17.45,1.37,"(0.26, 0.22, 0.28)","{'Pigment': 53, 'Solvent': 20, 'Resin': 18}",undefined,2980B9
PA3803,Ocean 5,38,42.72,Glossy paint.,paint,BrandA,17.42,1.49,"(0.24, 0.25, 0.22)","{'Pigment': 60, 'Solvent': 24, 'Resin': 13}",medium,FF0000
PA2732,Ocean 5,16,50.28,Matte paint.,paint,BrandA,17.59,1.32,"(0.21, 0.29, 0.23)","{'Pigment': 54, 'Solvent': 20, 'Resin': 17}",undefined,F5F5F5
PA8352,Sunset 4,10,35.66,Premium paint.,paint,BrandC,17.51,1.33,"(0.25, 0.25, 0.28)","{'Pigment': 54, 'Solvent': 25, 'Resin': 16}",low,F5DEB3
PA4091,Frost 6,16,42.79,Matte paint.,paint,BrandB,17.42,1.11,"(0.24, 0.29, 0.28)","{'Pigment': 58, 'Solvent': 26, 'Resin': 15}",high,DAA520
PA5157,Sunset 7,45,33.46,Premium paint.,paint,BrandB,17.44,1.19,"(0.24, 0.27, 0.26)","{'Pigment': 57, 'Solvent': 22, 'Resin': 10}",high,DAA520
PA7982,Frost 7,47,50.84,Glossy paint.,paint,BrandA,17.57,1.39,"(0.24, 0.21, 0.27)","{'Pigment': 52, 'Solvent': 21, 'Resin': 15}",undefined,FF5733
PA6810,Sunset 4,15,43.92,Glossy paint.,paint,BrandA,17.6,1.49,"(0.29, 0.3, 0.25)","{'Pigment': 54, 'Solvent': 22, 'Resin': 18}",high,F5DEB3
PA4362,Sky 7,13,54.65,Glossy paint.,paint,BrandB,17.55,1.45,"(0.29, 0.21, 0.22)","{'Pigment': 57, 'Solvent': 20, 'Resin': 20}",undefined,D4AF37
PA5675,Frost 2,42,54.93,Matte paint.,paint,BrandB,17.55,1.05,"(0.22, 0.2, 0.21)","{'Pigment': 59, 'Solvent': 20, 'Resin': 12}",medium,F5F5F5
PA1311,Frost 4,34,32.3,High-durability paint.,paint,BrandB,17.57,1.47,"(0.25, 0.23, 0.26)","{'Pigment': 55, 'Solvent': 21, 'Resin': 12}",medium,2980B9
PA6023,Sunset 3,23,30.64,Matte paint.,paint,BrandC,17.52,1.42,"(0.29, 0.3, 0.27)","{'Pigment': 59, 'Solvent': 27, 'Resin': 18}",high,F5F5F5
PA7703,Frost 7,43,34.76,Matte paint.,paint,BrandA,17.58,1.31,"(0.22, 0.29, 0.21)","{'Pigment': 54, 'Solvent': 29, 'Resin': 17}",medium,708090
PA2245,Sky 9,30,42.11,Matte paint.,paint,BrandA,17.41,1.04,"(0.23, 0.25, 0.29)","{'Pigment': 52, 'Solvent': 30, 'Resin': 20}",undefined,2F4F4F
PA5268,Blackout 8,48,52.63,Glossy paint.,paint,BrandA,17.48,1.08,"(0.25, 0.29, 0.28)","{'Pigment': 54, 'Solvent': 30, 'Resin': 10}",low,F5F5F5
PA4377,Blackout 5,6,45.15,Glossy paint.,paint,BrandA,17.46,1.3,"(0.24, 0.26, 0.29)","{'Pigment': 52, 'Solvent': 22, 'Resin': 18}",high,F5F5F5
PA2163,Sky 6,22,43.09,Premium paint.,paint,BrandC,17.48,1.18,"(0.24, 0.24, 0.26)","{'Pigment': 55, 'Solvent': 21, 'Resin': 20}",low,F5DEB3
PA5140,Blackout 4,7,51.38,Matte paint.,paint,BrandA,17.6,1.31,"(0.24, 0.2, 0.25)","{'Pigment': 51, 'Solvent': 21, 'Resin': 20}",medium,2F4F4F
PA1102,Ocean 9,40,45.6,Glossy paint.,paint,BrandC,17.47,1.08,"(0.24, 0.21, 0.25)","{'Pigment': 52, 'Solvent': 24, 'Resin': 14}",medium,2980B9
PA6646,Sky 4,7,56.04,Premium paint.,paint,BrandC,17.47,1.23,"(0.3, 0.27, 0.26)","{'Pigment': 55, 'Solvent': 26, 'Resin': 17}",low,708090
PA6442,Sunset 1,42,52.4,High-durability paint.,paint,BrandA,17.51,1.37,"(0.27, 0.24, 0.27)","{'Pigment': 59, 'Solvent': 28, 'Resin': 12}",low,8B4513
PA4096,Frost 8,27,33.29,High-durability paint.,paint,BrandB,17.46,1.27,"(0.24, 0.24, 0.24)","{'Pigment': 60, 'Solvent': 27, 'Resin': 17}",medium,2980B9
PA8356,Sky 9,10,54.11,Glossy paint.,paint,BrandA,17.57,1.39,"(0.22, 0.24, 0.22)","{'Pigment': 54, 'Solvent': 25, 'Resin': 17}",low,DAA520
PA1445,Blackout 8,19,51.27,Matte paint.,paint,BrandB,17.55,1.31,"(0.23, 0.23, 0.26)","{'Pigment': 55, 'Solvent': 27, 'Resin': 17}",medium,D4AF37
PA4004,Ocean 9,15,33.87,Glossy paint.,paint,BrandB,17.43,1.19,"(0.21, 0.24, 0.28)","{'Pigment': 58, 'Solvent': 22, 'Resin': 17}",undefined,F5F5F5
PA2718,Sky 2,28,56.93,Matte paint.,paint,BrandB,17.58,1.27,"(0.23, 0.21, 0.23)","{'Pigment': 60, 'Solvent': 28, 'Resin': 10}",undefined,F5F5F5
PA5963,Sunset 9,50,55.25,Matte paint.,paint,BrandB,17.59,1.27,"(0.25, 0.28, 0.21)","{'Pigment': 56, 'Solvent': 23, 'Resin': 16}",low,D4AF37
PA5385,Frost 5,6,54.24,Glossy paint.,paint,BrandA,17.41,1.17,"(0.28, 0.22, 0.21)","{'Pigment': 60, 'Solvent': 24, 'Resin': 14}",low,DAA520
PA7832,Sky 7,14,43.13,Glossy paint.,paint,BrandB,17.43,1.02,"(0.2, 0.26, 0.21)","{'Pigment': 54, 'Solvent': 25, 'Resin': 12}",high,2F4F4F
PA8485,Blackout 1,2,34.24,Matte paint.,paint,BrandB,17.55,1.33,"(0.25, 0.3, 0.25)","{'Pigment': 56, 'Solvent': 29, 'Resin': 16}",medium,FF5733
PA5567,Sunset 8,10,34.69,Premium paint.,paint,BrandC,17.58,1.4,"(0.28, 0.28, 0.21)","{'Pigment': 55, 'Solvent': 30, 'Resin': 10}",medium,F5F5F5
PA6795,Ocean 9,29,30.32,Premium paint.,paint,BrandC,17.51,1.28,"(0.22, 0.25, 0.28)","{'Pigment': 51, 'Solvent': 25, 'Resin': 16}",undefined,DAA520
PA5342,Ocean 9,32,53.47,Premium paint.,paint,BrandC,17.54,1.28,"(0.26, 0.25, 0.26)","{'Pigment': 59, 'Solvent': 25, 'Resin': 11}",medium,DAA520
PA8706,Frost 1,48,43.08,High-durability paint.,paint,BrandA,17.47,1.06,"(0.3, 0.29, 0.3)","{'Pigment': 51, 'Solvent': 22, 'Resin': 12}",low,DAA520
PA9353,Sky 9,13,52.04,Premium paint.,paint,BrandC,17.59,1.14,"(0.3, 0.23, 0.23)","{'Pigment': 58, 'Solvent': 25, 'Resin': 13}",undefined,708090
PA9640,Blackout 1,18,51.26,Glossy paint.,paint,BrandC,17.43,1.37,"(0.21, 0.26, 0.27)","{'Pigment': 51, 'Solvent': 23, 'Resin': 10}",undefined,708090
PA6350,Sunset 1,30,57.01,Premium paint.,paint,BrandC,17.41,1.02,"(0.28, 0.26, 0.22)","{'Pigment': 57, 'Solvent': 26, 'Resin': 15}",high,2F4F4F
PA8447,Ocean 9,42,45.38,High-durability paint.,paint,BrandC,17.47,1.05,"(0.21, 0.25, 0.23)","{'Pigment': 52, 'Solvent': 20, 'Resin': 10}",high,2980B9
PA8805,Frost 9,27,50.15,High-durability paint.,paint,BrandA,17.55,1.38,"(0.23, 0.26, 0.2)","{'Pigment': 53, 'Solvent': 30, 'Resin': 10}",high,F5F5F5
PA3933,Sky 7,47,32.32,Glossy paint.,paint,BrandB,17.52,1.45,"(0.22, 0.26, 0.22)","{'Pigment': 52, 'Solvent': 29, 'Resin': 10}",undefined,8B4513
PA4778,Frost 3,46,46.4,Premium paint.,paint,BrandC,17.58,1.33,"(0.21, 0.24, 0.23)","{'Pigment': 52, 'Solvent': 30, 'Resin': 17}",medium,708090
PA7018,Sunset 9,22,59.81,Premium paint.,paint,BrandB,17.59,1.29,"(0.26, 0.28, 0.24)","{'Pigment': 60, 'Solvent': 20, 'Resin': 12}",low,FF5733
PA1004,Frost 9,24,43.49,High-durability paint.,paint,BrandA,17.45,1.46,"(0.26, 0.29, 0.22)","{'Pigment': 50, 'Solvent': 26, 'Resin': 19}",undefined,2F4F4F
PA3374,Sky 1,17,35.5,High-durability paint.,paint,BrandB,17.59,1.29,"(0.22, 0.25, 0.28)","{'Pigment': 57, 'Solvent': 20, 'Resin': 20}",medium,708090
PA2864,Sunset 7,44,40.96,Matte paint.,paint,BrandC,17.59,1.37,"(0.22, 0.29, 0.26)","{'Pigment': 59, 'Solvent': 30, 'Resin': 14}",undefined,F5DEB3
PA3338,Blackout 8,4,52.01,Matte paint.,paint,BrandB,17.48,1.29,"(0.22, 0.23, 0.23)","{'Pigment': 51, 'Solvent': 28, 'Resin': 13}",medium,D4AF37
PA8486,Ocean 1,49,39.61,Glossy paint.,paint,BrandC,17.48,1.46,"(0.23, 0.21, 0.21)","{'Pigment': 51, 'Solvent': 20, 'Resin': 19}",medium,8B4513
PA7132,Sky 7,21,37.76,Glossy paint.,paint,BrandC,17.46,1.28,"(0.24, 0.24, 0.23)","{'Pigment': 59, 'Solvent': 21, 'Resin': 19}",undefined,FF0000
PA2316,Ocean 4,18,40.66,Glossy paint.,paint,BrandB,17.41,1.31,"(0.24, 0.22, 0.21)","{'Pigment': 50, 'Solvent': 29, 'Resin': 20}",low,FF0000
PA9136,Ocean 1,8,51.82,Glossy paint.,paint,BrandA,17.45,1.14,"(0.2, 0.26, 0.29)","{'Pigment': 58, 'Solvent': 24, 'Resin': 16}",undefined,F5DEB3
PA3769,Ocean 2,8,49.03,Glossy paint.,paint,BrandA,17.57,1.18,"(0.24, 0.23, 0.26)","{'Pigment': 57, 'Solvent': 30, 'Resin': 19}",high,8B4513
PA1112,Sky 6,9,44.63,Glossy paint.,paint,BrandB,17.4,1.03,"(0.22, 0.28, 0.22)","{'Pigment': 60, 'Solvent': 29, 'Resin': 14}",medium,708090
PA7542,Frost 6,32,35.94,Glossy paint.,paint,BrandB,17.41,1.06,"(0.21, 0.29, 0.28)","{'Pigment': 50, 'Solvent': 20, 'Resin': 13}",low,F5DEB3
PA5962,Sky 1,2,56.25,Premium paint.,paint,BrandC,17.46,1.08,"(0.24, 0.2, 0.29)","{'Pigment': 58, 'Solvent': 28, 'Resin': 13}",undefined,FF5733
PA6565,Frost 1,34,36.81,Matte paint.,paint,BrandA,17.5,1.02,"(0.29, 0.2, 0.3)","{'Pigment': 55, 'Solvent': 25, 'Resin': 20}",low,708090
PA5804,Ocean 1,34,55.78,Glossy paint.,paint,BrandB,17.57,1.15,"(0.3, 0.28, 0.21)","{'Pigment': 51, 'Solvent': 30, 'Resin': 16}",low,2980B9
PA8048,Sky 4,7,56.3,High-durability paint.,paint,BrandA,17.43,1.12,"(0.22, 0.24, 0.29)","{'Pigment': 54, 'Solvent': 23, 'Resin': 20}",undefined,2F4F4F
PA6708,Blackout 8,26,54.58,High-durability paint.,paint,BrandC,17.49,1.33,"(0.22, 0.26, 0.25)","{'Pigment': 52, 'Solvent': 23, 'Resin': 11}",low,DAA520
PA5061,Blackout 5,29,45.81,Glossy paint.,paint,BrandA,17.58,1.37,"(0.27, 0.23, 0.3)","{'Pigment': 59, 'Solvent': 30, 'Resin': 19}",undefined,FF0000
PA2840,Blackout 1,40,33.85,Premium paint.,paint,BrandC,17.59,1.04,"(0.25, 0.24, 0.26)","{'Pigment': 53, 'Solvent': 27, 'Resin': 18}",high,8B4513
PA7950,Sky 1,45,57.51,High-durability paint.,paint,BrandB,17.57,1.21,"(0.3, 0.23, 0.22)","{'Pigment': 52, 'Solvent': 24, 'Resin': 15}",medium,DAA520
PA3871,Ocean 4,28,31.63,High-durability paint.,paint,BrandA,17.6,1.4,"(0.26, 0.21, 0.24)","{'Pigment': 58, 'Solvent': 28, 'Resin': 12}",low,FF5733
PA6787,Ocean 4,42,42.26,High-durability paint.,paint,BrandC,17.51,1.27,"(0.22, 0.27, 0.24)","{'Pigment': 57, 'Solvent': 27, 'Resin': 13}",medium,FF5733
PA6541,Ocean 6,41,31.91,Matte paint.,paint,BrandC,17.45,1.19,"(0.3, 0.2, 0.22)","{'Pigment': 53, 'Solvent': 25, 'Resin': 16}",medium,2980B9
PA9953,Sky 7,46,34.71,High-durability paint.,paint,BrandA,17.42,1.03,"(0.23, 0.26, 0.22)","{'Pigment': 56, 'Solvent': 28, 'Resin': 11}",high,F5F5F5
PA5900,Blackout 2,15,48.47,Premium paint.,paint,BrandA,17.46,1.17,"(0.26, 0.29, 0.2)","{'Pigment': 58, 'Solvent': 25, 'Resin': 18}",low,D4AF37
PA2940,Blackout 6,34,47.94,Glossy paint.,paint,BrandB,17.52,1.32,"(0.29, 0.24, 0.24)","{'Pigment': 50, 'Solvent': 21, 'Resin': 11}",high,8B4513
PA6558,Blackout 6,30,43.22,High-durability paint.,paint,BrandC,17.52,1.16,"(0.26, 0.25, 0.28)","{'Pigment': 50, 'Solvent': 26, 'Resin': 19}",high,D4AF37
PA2256,Blackout 9,17,52.06,Premium paint.,paint,BrandB,17.5,1.07,"(0.28, 0.22, 0.27)","{'Pigment': 57, 'Solvent': 28, 'Resin': 16}",low,F5DEB3
PA9296,Ocean 2,44,49.81,Glossy paint.,paint,BrandB,17.49,1.16,"(0.25, 0.25, 0.23)","{'Pigment': 57, 'Solvent': 29, 'Resin': 10}",undefined,708090
PA1796,Blackout 1,43,42.85,Matte paint.,paint,BrandB,17.58,1.19,"(0.23, 0.24, 0.21)","{'Pigment': 59, 'Solvent': 30, 'Resin': 10}",high,2F4F4F
PA7809,Sunset 2,49,44.07,Premium paint.,paint,BrandA,17.47,1.05,"(0.26, 0.25, 0.25)","{'Pigment': 50, 'Solvent': 21, 'Resin': 17}",undefined,708090
PA3763,Sunset 3,3,32.9,High-durability paint.,paint,BrandA,17.53,1.38,"(0.21, 0.25, 0.25)","{'Pigment': 56, 'Solvent': 20, 'Resin': 12}",medium,708090
PA9065,Sunset 4,2,54.58,High-durability paint.,paint,BrandC,17.53,1.38,"(0.21, 0.26, 0.27)","{'Pigment': 53, 'Solvent': 28, 'Resin': 16}",medium,2F4F4F
PA6406,Sky 1,24,58.16,Matte paint.,paint,BrandA,17.46,1.45,"(0.2, 0.21, 0.27)","{'Pigment': 58, 'Solvent': 22, 'Resin': 18}",high,8B4513
PA1078,Blackout 5,19,37.97,High-durability paint.,paint,BrandB,17.41,1.04,"(0.28, 0.3, 0.26)","{'Pigment': 53, 'Solvent': 26, 'Resin': 10}",undefined,8B4513
PA1642,Sunset 4,32,31.73,Matte paint.,paint,BrandC,17.54,1.27,"(0.24, 0.25, 0.27)","{'Pigment': 60, 'Solvent': 26, 'Resin': 12}",high,DAA520
PA1322,Sky 3,5,33.86,Glossy paint.,paint,BrandB,17.46,1.17,"(0.3, 0.29, 0.27)","{'Pigment': 59, 'Solvent': 27, 'Resin': 11}",low,8B4513
PA9215,Sky 4,18,32.8,Premium paint.,paint,BrandA,17.42,1.41,"(0.2, 0.28, 0.24)","{'Pigment': 57, 'Solvent': 26, 'Resin': 20}",low,D4AF37
PA6069,Sunset 1,3,37.55,Matte paint.,paint,BrandB,17.57,1.19,"(0.26, 0.24, 0.26)","{'Pigment': 56, 'Solvent': 27, 'Resin': 16}",undefined,2F4F4F
PA5355,Ocean 7,4,52.6,High-durability paint.,paint,BrandC,17.44,1.47,"(0.23, 0.27, 0.29)","{'Pigment': 51, 'Solvent': 29, 'Resin': 15}",undefined,F5F5F5
PA6872,Sunset 2,17,36.62,Premium paint.,paint,BrandA,17.52,1.1,"(0.22, 0.25, 0.28)","{'Pigment': 58, 'Solvent': 27, 'Resin': 20}",high,FF5733
PA1183,Sunset 8,31,32.4,Glossy paint.,paint,BrandC,17.45,1.08,"(0.22, 0.21, 0.24)","{'Pigment': 60, 'Solvent': 28, 'Resin': 12}",low,D4AF37
PA4986,Blackout 7,32,40.12,Glossy paint.,paint,BrandC,17.52,1.34,"(0.3, 0.29, 0.26)","{'Pigment': 58, 'Solvent': 23, 'Resin': 11}",medium,F5F5F5
PA7578,Blackout 7,41,31.57,Premium paint.,paint,BrandC,17.41,1.07,"(0.23, 0.3, 0.22)","{'Pigment': 59, 'Solvent': 28, 'Resin': 15}",high,F5F5F5
PA3196,Blackout 1,26,51.48,Matte paint.,paint,BrandB,17.51,1.18,"(0.28, 0.3, 0.3)","{'Pigment': 55, 'Solvent': 24, 'Resin': 10}",medium,FF5733
PA7253,Sky 4,50,41.17,High-durability paint.,paint,BrandA,17.5,1.01,"(0.23, 0.25, 0.23)","{'Pigment': 51, 'Solvent': 26, 'Resin': 17}",undefined,F5F5F5
PA2544,Sky 8,31,31.83,Glossy paint.,paint,BrandB,17.59,1.13,"(0.27, 0.29, 0.22)","{'Pigment': 55, 'Solvent': 23, 'Resin': 19}",undefined,FF0000
PA6011,Frost 8,49,34.51,Matte paint.,paint,BrandB,17.41,1.47,"(0.24, 0.25, 0.26)","{'Pigment': 58, 'Solvent': 28, 'Resin': 18}",medium,2980B9
PA7620,Sky 2,7,56.92,High-durability paint.,paint,BrandA,17.49,1.28,"(0.22, 0.26, 0.23)","{'Pigment': 59, 'Solvent': 28, 'Resin': 15}",medium,DAA520
PA3043,Sky 1,1,30.02,Premium paint.,paint,BrandB,17.46,1.07,"(0.24, 0.2, 0.2)","{'Pigment': 50, 'Solvent': 25, 'Resin': 18}",high,FF5733
PA1559,Sunset 8,26,59.47,Premium paint.,paint,BrandA,17.5,1.29,"(0.25, 0.28, 0.25)","{'Pigment': 51, 'Solvent': 24, 'Resin': 18}",low,2F4F4F
PA9424,Frost 8,28,54.09,High-durability paint.,paint,BrandC,17.59,1.07,"(0.27, 0.27, 0.3)","{'Pigment': 51, 'Solvent': 25, 'Resin': 10}",medium,F5F5F5
PA3608,Sunset 5,35,54.59,Matte paint.,paint,BrandA,17.58,1.36,"(0.21, 0.27, 0.26)","{'Pigment': 57, 'Solvent': 24, 'Resin': 15}",high,2980B9
PA7022,Frost 6,24,33.06,Matte paint.,paint,BrandB,17.45,1.35,"(0.29, 0.23, 0.26)","{'Pigment': 58, 'Solvent': 27, 'Resin': 11}",low,2980B9
PA8412,Frost 8,16,32.51,Glossy paint.,paint,BrandA,17.51,1.33,"(0.27, 0.22, 0.22)","{'Pigment': 60, 'Solvent': 23, 'Resin': 17}",high,DAA520
PA1135,Blackout 3,9,57.18,Matte paint.,paint,BrandA,17.59,1.19,"(0.22, 0.26, 0.28)","{'Pigment': 50, 'Solvent': 21, 'Resin': 12}",low,8B4513
PA3212,Blackout 4,39,42.95,High-durability paint.,paint,BrandA,17.52,1.41,"(0.27, 0.26, 0.24)","{'Pigment': 59, 'Solvent': 25, 'Resin': 19}",low,DAA520
PA7623,Blackout 8,48,59.3,High-durability paint.,paint,BrandC,17.47,1.33,"(0.23, 0.26, 0.23)","{'Pigment': 58, 'Solvent': 29, 'Resin': 11}",undefined,D4AF37
PA3118,Blackout 8,34,33.68,Premium paint.,paint,BrandA,17.46,1.31,"(0.21, 0.29, 0.24)","{'Pigment': 60, 'Solvent': 24, 'Resin': 16}",undefined,F5DEB3
PA2692,Ocean 9,31,52.23,Premium paint.,paint,BrandC,17.43,1.0,"(0.29, 0.21, 0.27)","{'Pigment': 58, 'Solvent': 22, 'Resin': 13}",low,DAA520
PA9187,Frost 4,42,57.85,Matte paint.,paint,BrandB,17.55,1.47,"(0.23, 0.22, 0.24)","{'Pigment': 53, 'Solvent': 26, 'Resin': 12}",high,D4AF37
PA9139,Sky 3,45,55.89,Glossy paint.,paint,BrandC,17.44,1.29,"(0.24, 0.24, 0.2)","{'Pigment': 58, 'Solvent': 29, 'Resin': 15}",high,2980B9
PA9057,Sky 4,37,37.97,Premium paint.,paint,BrandC,17.59,1.46,"(0.24, 0.29, 0.22)","{'Pigment': 59, 'Solvent': 29, 'Resin': 17}",high,F5F5F5
PA8115,Frost 9,31,33.83,Glossy paint.,paint,BrandA,17.49,1.22,"(0.29, 0.27, 0.29)","{'Pigment': 54, 'Solvent': 29, 'Resin': 17}",high,FF0000
PA3878,Sky 4,46,30.15,High-durability paint.,paint,BrandA,17.43,1.03,"(0.22, 0.23, 0.28)","{'Pigment': 53, 'Solvent': 26, 'Resin': 12}",medium,F5F5F5
PA6557,Blackout 6,16,37.51,Matte paint.,paint,BrandC,17.55,1.11,"(0.29, 0.3, 0.21)","{'Pigment': 56, 'Solvent': 30, 'Resin': 15}",high,F5F5F5
PA6512,Blackout 8,28,46.04,High-durability paint.,paint,BrandA,17.41,1.47,"(0.28, 0.24, 0.22)","{'Pigment': 58, 'Solvent': 27, 'Resin': 16}",low,F5DEB3
PA6073,Blackout 1,29,44.79,Glossy paint.,paint,BrandB,17.6,1.38,"(0.21, 0.24, 0.26)","{'Pigment': 52, 'Solvent': 26, 'Resin': 20}",undefined,DAA520
PA9565,Ocean 7,9,32.55,Premium paint.,paint,BrandC,17.41,1.27,"(0.22, 0.29, 0.2)","{'Pigment': 60, 'Solvent': 20, 'Resin': 10}",high,708090
PA3558,Blackout 2,14,56.02,High-durability paint.,paint,BrandB,17.41,1.38,"(0.2, 0.25, 0.3)","{'Pigment': 50, 'Solvent': 27, 'Resin': 16}",medium,FF0000
PA8699,Sky 1,8,46.8,Glossy paint.,paint,BrandB,17.6,1.05,"(0.29, 0.25, 0.28)","{'Pigment': 60, 'Solvent': 22, 'Resin': 19}",high,DAA520
PA8131,Ocean 4,1,55.49,Glossy paint.,paint,BrandB,17.42,1.32,"(0.26, 0.27, 0.21)","{'Pigment': 51, 'Solvent': 25, 'Resin': 16}",undefined,FF5733
PA3195,Sky 2,13,57.91,High-durability paint.,paint,BrandA,17.57,1.3,"(0.26, 0.22, 0.24)","{'Pigment': 53, 'Solvent': 25, 'Resin': 19}",high,F5F5F5
PA8567,Sky 5,7,45.06,Glossy paint.,paint,BrandB,17.58,1.31,"(0.27, 0.23, 0.27)","{'Pigment': 56, 'Solvent': 26, 'Resin': 16}",high,FF5733
PA4416,Sunset 7,41,38.92,High-durability paint.,paint,BrandC,17.51,1.39,"(0.24, 0.21, 0.22)","{'Pigment': 57, 'Solvent': 25, 'Resin': 18}",undefined,F5DEB3
PA6250,Ocean 5,17,43.14,High-durability paint.,paint,BrandA,17.5,1.2,"(0.21, 0.21, 0.22)","{'Pigment': 60, 'Solvent': 23, 'Resin': 16}",low,FF0000
