id,name,quantity,price,description,item_type,brand,vat,weight,dimensions,composition,durability,load_capacity,max_stress,tire_type
TI4473,SnowGrip 8,28,148.83,Reliable performance tire.,tire,BrandB,17.58,10.17,"(0.78, 0.67, 0.63)","{'Rubber': 86, 'Steel': 20}",low,428.4,709.9,performance
TI1581,EcoTread 9,30,188.5,Reliable performance tire.,tire,BrandE,17.33,11.71,"(0.76, 0.78, 0.8)","{'Rubber': 90, 'Steel': 15}",medium,390.6,730.4,performance
TI2221,TrailRider 4,30,125.13,Reliable summer tire.,tire,BrandA,17.49,14.63,"(0.62, 0.7, 0.72)","{'Rubber': 81, 'Steel': 20}",high,349.2,835.7,summer
TI1366,TrailRider 3,23,196.5,High-performance summer tire.,tire,BrandD,17.31,13.97,"(0.63, 0.76, 0.68)","{'Rubber': 84, 'Steel': 14}",low,445.7,989.8,summer
TI7718,EcoTread 9,34,105.18,Durable all_season tire.,tire,BrandE,17.47,14.51,"(0.66, 0.74, 0.78)","{'Rubber': 83, 'Steel': 12}",low,572.0,802.7,all_season
TI9514,AllRoad 3,13,184.89,Optimized off_road tire.,tire,BrandA,17.49,12.63,"(0.62, 0.63, 0.75)","{'Rubber': 86, 'Steel': 14}",high,522.8,929.2,off_road
TI1860,TrailRider 9,5,179.69,High-performance all_season tire.,tire,BrandC,17.48,13.4,"(0.61, 0.7, 0.76)","{'Rubber': 88, 'Steel': 14}",medium,552.6,896.0,all_season
TI6260,SnowGrip 4,3,178.76,High-performance off_road tire.,tire,BrandA,17.41,11.22,"(0.64, 0.74, 0.72)","{'Rubber': 83, 'Steel': 12}",medium,386.7,767.3,off_road
TI6246,SpeedMaster 2,5,112.56,Optimized off_road tire.,tire,BrandA,17.48,14.34,"(0.62, 0.74, 0.66)","{'Rubber': 83, 'Steel': 20}",low,550.7,876.0,off_road
TI4708,EcoTread 5,14,137.71,High-performance winter tire.,tire,BrandB,17.32,10.54,"(0.75, 0.64, 0.74)","{'Rubber': 89, 'Steel': 18}",low,476.2,720.5,winter
TI8265,EcoTread 9,30,183.0,High-performance all_season tire.,tire,BrandE,17.56,13.53,"(0.76, 0.72, 0.61)","{'Rubber': 83, 'Steel': 13}",medium,571.8,770.0,all_season
TI4169,SpeedMaster 5,1,126.29,Optimized summer tire.,tire,BrandA,17.4,11.2,"(0.71, 0.75, 0.78)","{'Rubber': 89, 'Steel': 19}",low,467.7,783.4,summer
TI9540,AllRoad 1,34,106.48,Durable off_road tire.,tire,BrandA,17.56,11.95,"(0.68, 0.79, 0.65)","{'Rubber': 83, 'Steel': 18}",low,553.1,998.9,off_road
TI9340,SnowGrip 5,10,188.62,Durable all_season tire.,tire,BrandD,17.49,12.39,"(0.74, 0.74, 0.77)","{'Rubber': 89, 'Steel': 16}",high,408.2,856.7,all_season
TI5376,EcoTread 6,47,107.69,Reliable all_season tire.,tire,BrandB,17.39,11.38,"(0.67, 0.7, 0.79)","{'Rubber': 83, 'Steel': 19}",high,391.3,742.2,all_season
TI9916,TrailRider 2,4,115.82,High-performance off_road tire.,tire,BrandD,17.54,14.01,"(0.78, 0.64, 0.78)","{'Rubber': 82, 'Steel': 18}",medium,508.4,946.6,off_road
TI4588,EcoTread 4,19,113.46,High-performance summer tire.,tire,BrandA,17.45,10.87,"(0.63, 0.8, 0.74)","{'Rubber': 82, 'Steel': 11}",low,372.4,777.6,summer
TI6922,EcoTread 9,49,165.65,Durable performance tire.,tire,BrandD,17.49,10.57,"(0.64, 0.67, 0.74)","{'Rubber': 84, 'Steel': 20}",low,340.0,824.8,performance
TI5801,TrailRider 3,1,166.72,High-performance performance tire.,tire,BrandA,17.35,11.57,"(0.6, 0.77, 0.6)","{'Rubber': 86, 'Steel': 20}",medium,576.0,845.0,performance
TI1255,EcoTread 3,49,128.4,Optimized off_road tire.,tire,BrandE,17.44,14.03,"(0.67, 0.72, 0.72)","{'Rubber': 82, 'Steel': 16}",low,522.1,784.6,off_road
TI6268,SnowGrip 3,23,109.39,Optimized all_season tire.,tire,BrandD,17.32,12.01,"(0.79, 0.8, 0.79)","{'Rubber': 80, 'Steel': 16}",medium,553.1,938.5,all_season
TI1423,TrailRider 8,28,118.83,Reliable all_season tire.,tire,BrandB,17.32,11.1,"(0.68, 0.73, 0.78)","{'Rubber': 89, 'Steel': 11}",low,413.4,931.0,all_season
TI1221,SpeedMaster 4,45,115.42,High-performance performance tire.,tire,BrandA,17.59,11.12,"(0.72, 0.79, 0.69)","{'Rubber': 87, 'Steel': 12}",high,323.0,903.7,performance
TI9268,EcoTread 9,19,169.42,High-performance winter tire.,tire,BrandA,17.51,11.96,"(0.68, 0.67, 0.6)","{'Rubber': 90, 'Steel': 17}",medium,562.3,944.3,winter
TI6522,EcoTread 3,21,142.51,Reliable performance tire.,tire,BrandA,17.31,11.93,"(0.75, 0.66, 0.63)","{'Rubber': 86, 'Steel': 10}",medium,545.5,888.8,performance
TI9946,SnowGrip 6,25,157.79,Reliable all_season tire.,tire,BrandA,17.36,14.67,"(0.73, 0.64, 0.75)","{'Rubber': 80, 'Steel': 14}",low,445.0,882.3,all_season
TI3730,SpeedMaster 8,48,135.46,High-performance off_road tire.,tire,BrandA,17.35,12.75,"(0.66, 0.67, 0.79)","{'Rubber': 88, 'Steel': 19}",high,468.4,887.6,off_road
TI2330,TrailRider 3,49,136.58,High-performance all_season tire.,tire,BrandA,17.58,12.32,"(0.78, 0.73, 0.69)","{'Rubber': 88, 'Steel': 20}",high,439.8,937.9,all_season
TI4819,SnowGrip 8,49,138.64,Durable all_season tire.,tire,BrandA,17.39,14.2,"(0.67, 0.79, 0.62)","{'Rubber': 83, 'Steel': 20}",medium,525.9,761.5,all_season
TI7118,SpeedMaster 6,46,150.18,High-performance off_road tire.,tire,BrandC,17.52,11.9,"(0.78, 0.68, 0.78)","{'Rubber': 80, 'Steel': 12}",medium,363.4,751.2,off_road
TI1185,SpeedMaster 1,10,134.97,Reliable summer tire.,tire,BrandA,17.5,14.0,"(0.7, 0.78, 0.73)","{'Rubber': 80, 'Steel': 18}",medium,467.5,902.2,summer
TI3286,AllRoad 1,2,173.67,Reliable summer tire.,tire,BrandA,17.44,10.07,"(0.62, 0.76, 0.67)","{'Rubber': 81, 'Steel': 16}",low,311.8,842.7,summer
TI5633,TrailRider 7,35,175.92,High-performance performance tire.,tire,BrandA,17.36,10.0,"(0.79, 0.66, 0.76)","{'Rubber': 83, 'Steel': 19}",high,384.4,757.4,performance
TI7559,SpeedMaster 5,48,190.89,Optimized performance tire.,tire,BrandE,17.47,13.86,"(0.64, 0.8, 0.67)","{'Rubber': 87, 'Steel': 17}",medium,367.9,967.0,performance
TI1871,SpeedMaster 5,30,143.87,Durable summer tire.,tire,BrandD,17.44,11.77,"(0.77, 0.62, 0.64)","{'Rubber': 85, 'Steel': 16}",medium,594.4,783.1,summer
TI7252,EcoTread 5,41,195.6,Reliable off_road tire.,tire,BrandB,17.36,14.56,"(0.72, 0.6, 0.76)","{'Rubber': 86, 'Steel': 12}",low,305.1,853.1,off_road
TI4243,TrailRider 4,29,148.7,High-performance winter tire.,tire,BrandE,17.31,12.64,"(0.77, 0.62, 0.79)","{'Rubber': 80, 'Steel': 14}",low,353.8,842.6,winter
TI6639,SpeedMaster 6,8,135.46,Reliable summer tire.,tire,BrandA,17.34,10.59,"(0.79, 0.78, 0.63)","{'Rubber': 80, 'Steel': 20}",high,513.7,942.1,summer
TI4904,AllRoad 2,43,147.43,Durable off_road tire.,tire,BrandC,17.42,14.87,"(0.72, 0.69, 0.62)","{'Rubber': 85, 'Steel': 13}",medium,410.6,963.7,off_road
TI4460,SpeedMaster 3,39,143.27,Durable off_road tire.,tire,BrandD,17.47,12.65,"(0.74, 0.8, 0.79)","{'Rubber': 85, 'Steel': 18}",high,445.4,969.6,off_road
TI6345,AllRoad 2,47,121.65,Reliable summer tire.,tire,BrandD,17.32,12.31,"(0.7, 0.8, 0.75)","{'Rubber': 83, 'Steel': 16}",high,329.5,902.7,summer
TI1861,SnowGrip 4,44,115.88,Optimized off_road tire.,tire,BrandC,17.48,13.11,"(0.75, 0.71, 0.72)","{'Rubber': 85, 'Steel': 13}",high,568.0,950.3,off_road
TI6348,AllRoad 6,5,118.8,Optimized off_road tire.,tire,BrandD,17.42,12.99,"(0.8, 0.62, 0.69)","{'Rubber': 81, 'Steel': 13}",low,465.2,815.6,off_road
TI6848,AllRoad 3,46,122.07,High-performance winter tire.,tire,BrandA,17.46,12.96,"(0.78, 0.79, 0.66)","{'Rubber': 82, 'Steel': 16}",high,572.4,919.8,winter
TI6957,AllRoad 8,42,144.3,Reliable performance tire.,tire,BrandD,17.43,13.81,"(0.79, 0.67, 0.73)","{'Rubber': 87, 'Steel': 17}",high,348.2,876.7,performance
TI6360,AllRoad 5,36,199.44,Durable all_season tire.,tire,BrandA,17.38,14.88,"(0.75, 0.71, 0.79)","{'Rubber': 88, 'Steel': 10}",low,396.0,992.3,all_season
TI8823,TrailRider 2,8,141.04,High-performance performance tire.,tire,BrandB,17.44,11.13,"(0.77, 0.8, 0.7)","{'Rubber': 81, 'Steel': 12}",medium,368.1,847.5,performance
TI2977,AllRoad 6,30,114.7,Durable off_road tire.,tire,BrandC,17.52,14.43,"(0.63, 0.65, 0.71)","{'Rubber': 82, 'Steel': 14}",low,592.7,935.7,off_road
TI6349,AllRoad 8,12,132.17,Reliable summer tire.,tire,BrandA,17.33,14.95,"(0.68, 0.64, 0.61)","{'Rubber': 85, 'Steel': 18}",low,542.4,964.0,summer
TI4578,SpeedMaster 8,49,118.06,Reliable winter tire.,tire,BrandC,17.34,11.63,"(0.72, 0.7, 0.68)","{'Rubber': 81, 'Steel': 19}",medium,463.0,959.3,winter
TI1563,EcoTread 8,22,162.71,Reliable winter tire.,tire,BrandD,17.59,14.15,"(0.79, 0.68, 0.79)","{'Rubber': 86, 'Steel': 19}",medium,512.2,864.0,winter
TI2681,SnowGrip 3,10,149.21,Optimized winter tire.,tire,BrandE,17.48,14.72,"(0.7, 0.76, 0.77)","{'Rubber': 84, 'Steel': 14}",high,543.4,936.1,winter
TI5470,SnowGrip 5,29,186.39,High-performance performance tire.,tire,BrandE,17.4,14.34,"(0.67, 0.69, 0.67)","{'Rubber': 88, 'Steel': 10}",medium,394.3,993.9,performance
TI3333,AllRoad 7,21,101.83,Reliable off_road tire.,tire,BrandA,17.43,11.32,"(0.69, 0.61, 0.71)","{'Rubber': 86, 'Steel': 20}",high,413.9,781.7,off_road
TI7982,EcoTread 7,5,135.68,Reliable off_road tire.,tire,BrandB,17.4,13.77,"(0.67, 0.79, 0.72)","{'Rubber': 83, 'Steel': 18}",medium,368.0,730.4,off_road
TI8191,AllRoad 8,18,168.53,High-performance off_road tire.,tire,BrandE,17.44,10.65,"(0.8, 0.67, 0.66)","{'Rubber': 90, 'Steel': 18}",low,423.6,955.1,off_road
TI4031,TrailRider 1,26,152.83,High-performance off_road tire.,tire,BrandD,17.32,14.7,"(0.62, 0.73, 0.63)","{'Rubber': 87, 'Steel': 20}",low,541.7,803.2,off_road
TI4665,SnowGrip 2,41,171.44,Optimized performance tire.,tire,BrandE,17.4,11.36,"(0.65, 0.65, 0.68)","{'Rubber': 90, 'Steel': 14}",low,580.1,878.7,performance
TI2725,TrailRider 6,39,163.84,Optimized winter tire.,tire,BrandD,17.59,11.86,"(0.65, 0.69, 0.7)","{'Rubber': 87, 'Steel': 10}",high,575.2,883.2,winter
TI5244,SnowGrip 3,14,130.03,Durable off_road tire.,tire,BrandD,17.31,13.42,"(0.65, 0.6, 0.78)","{'Rubber': 88, 'Steel': 18}",low,326.2,853.5,off_road
TI9959,AllRoad 6,28,175.77,Reliable off_road tire.,tire,BrandC,17.48,12.67,"(0.8, 0.76, 0.69)","{'Rubber': 83, 'Steel': 12}",low,443.0,928.5,off_road
TI8975,EcoTread 9,17,118.75,Durable performance tire.,tire,BrandA,17.39,13.94,"(0.72, 0.75, 0.76)","{'Rubber': 90, 'Steel': 12}",medium,565.9,848.2,performance
TI9952,TrailRider 7,2,122.69,Optimized performance tire.,tire,BrandC,17.36,14.1,"(0.68, 0.62, 0.66)","{'Rubber': 81, 'Steel': 11}",high,321.7,783.6,performance
TI2481,TrailRider 6,21,139.52,Optimized winter tire.,tire,BrandB,17.52,12.11,"(0.65, 0.74, 0.63)","{'Rubber': 89, 'Steel': 19}",medium,318.3,786.7,winter
TI4989,SnowGrip 9,47,156.87,Reliable winter tire.,tire,BrandD,17.31,14.93,"(0.78, 0.68, 0.7)","{'Rubber': 90, 'Steel': 17}",low,529.3,893.1,winter
TI7936,SpeedMaster 9,24,186.0,Reliable all_season tire.,tire,BrandD,17.42,10.4,"(0.65, 0.62, 0.61)","{'Rubber': 81, 'Steel': 15}",low,578.5,864.3,all_season
TI8936,SpeedMaster 5,38,153.97,Optimized performance tire.,tire,BrandE,17.5,14.79,"(0.76, 0.73, 0.63)","{'Rubber': 88, 'Steel': 10}",medium,573.4,856.4,performance
TI8400,SpeedMaster 8,14,105.89,High-performance winter tire.,tire,BrandA,17.41,14.0,"(0.64, 0.65, 0.69)","{'Rubber': 86, 'Steel': 14}",low,456.7,941.3,winter
TI8253,EcoTread 1,38,122.7,High-performance off_road tire.,tire,BrandD,17.58,11.08,"(0.62, 0.65, 0.75)","{'Rubber': 82, 'Steel': 15}",medium,308.9,811.8,off_road
TI5152,SnowGrip 2,1,131.54,High-performance summer tire.,tire,BrandA,17.38,11.25,"(0.73, 0.63, 0.63)","{'Rubber': 82, 'Steel': 17}",medium,426.8,989.7,summer
TI2749,SnowGrip 3,41,150.54,High-performance winter tire.,tire,BrandD,17.49,13.07,"(0.75, 0.76, 0.64)","{'Rubber': 89, 'Steel': 18}",medium,372.2,935.9,winter
TI7815,EcoTread 5,40,113.05,Optimized performance tire.,tire,BrandA,17.4,12.22,"(0.74, 0.62, 0.71)","{'Rubber': 90, 'Steel': 19}",low,365.1,934.4,performance
TI7647,TrailRider 3,6,104.08,Durable off_road tire.,tire,BrandA,17.4,14.84,"(0.6, 0.66, 0.72)","{'Rubber': 83, 'Steel': 14}",medium,540.0,884.3,off_road
TI4030,AllRoad 1,20,129.94,High-performance performance tire.,tire,BrandC,17.33,10.97,"(0.64, 0.69, 0.78)","{'Rubber': 90, 'Steel': 16}",low,475.5,948.5,performance
TI5481,SnowGrip 1,30,108.24,Reliable all_season tire.,tire,BrandB,17.43,10.66,"(0.79, 0.63, 0.65)","{'Rubber': 85, 'Steel': 13}",low,546.9,827.6,all_season
TI6154,TrailRider 3,22,132.99,Optimized summer tire.,tire,BrandE,17.34,13.61,"(0.75, 0.72, 0.8)","{'Rubber': 86, 'Steel': 19}",high,432.4,829.0,summer
TI4814,EcoTread 3,33,182.49,High-performance winter tire.,tire,BrandE,17.53,12.61,"(0.62, 0.6, 0.68)","{'Rubber': 86, 'Steel': 15}",low,391.2,975.0,winter
TI5981,SnowGrip 4,28,184.59,Reliable off_road tire.,tire,BrandC,17.59,13.39,"(0.74, 0.77, 0.71)","{'Rubber': 84, 'Steel': 16}",medium,479.7,767.1,off_road
TI5632,AllRoad 5,48,188.04,Durable all_season tire.,tire,BrandE,17.54,11.95,"(0.68, 0.78, 0.6)","{'Rubber': 82, 'Steel': 17}",medium,386.1,893.6,all_season
TI2265,SnowGrip 8,39,164.95,High-performance winter tire.,tire,BrandD,17.6,11.26,"(0.72, 0.75, 0.76)","{'Rubber': 81, 'Steel': 13}",high,542.9,864.2,winter
TI1248,SpeedMaster 4,7,150.0,Durable winter tire.,tire,BrandB,17.36,12.21,"(0.7, 0.67, 0.68)","{'Rubber': 83, 'Steel': 20}",high,517.0,991.1,winter
TI6206,SpeedMaster 1,29,145.07,Reliable summer tire.,tire,BrandB,17.53,13.55,"(0.71, 0.72, 0.71)","{'Rubber': 88, 'Steel': 10}",low,592.5,877.4,summer
TI6471,SnowGrip 9,2,183.42,High-performance winter tire.,tire,BrandC,17.44,13.4,"(0.71, 0.65, 0.75)","{'Rubber': 84, 'Steel': 18}",medium,598.2,731.0,winter
TI9773,TrailRider 4,3,103.44,Optimized summer tire.,tire,BrandD,17.53,10.83,"(0.75, 0.74, 0.66)","{'Rubber': 85, 'Steel': 15}",low,427.3,711.3,summer
TI7688,AllRoad 5,40,157.66,Reliable winter tire.,tire,BrandA,17.41,13.02,"(0.79, 0.77, 0.68)","{'Rubber': 82, 'Steel': 14}",low,312.1,793.5,winter
TI5695,AllRoad 5,19,115.94,High-performance all_season tire.,tire,BrandC,17.46,14.1,"(0.6, 0.71, 0.61)","{'Rubber': 81, 'Steel': 15}",medium,476.3,874.4,all_season
TI7226,EcoTread 3,20,190.16,Reliable winter tire.,tire,BrandD,17.37,10.8,"(0.66, 0.71, 0.75)","{'Rubber': 85, 'Steel': 16}",medium,564.5,989.6,winter
TI2247,AllRoad 7,2,172.91,High-performance all_season tire.,tire,BrandB,17.5,12.03,"(0.61, 0.68, 0.67)","{'Rubber': 80, 'Steel': 11}",medium,515.3,917.6,all_season
TI3013,EcoTread 2,30,174.3,Durable all_season tire.,tire,BrandB,17.56,11.12,"(0.64, 0.65, 0.63)","{'Rubber': 83, 'Steel': 17}",low,595.4,920.4,all_season
TI4079,EcoTread 5,23,151.49,Durable all_season tire.,tire,BrandE,17.34,14.99,"(0.64, 0.73, 0.73)","{'Rubber': 81, 'Steel': 11}",medium,329.6,984.9,all_season
TI1207,SpeedMaster 3,5,112.24,Reliable all_season tire.,tire,BrandA,17.57,14.02,"(0.67, 0.62, 0.67)","{'Rubber': 81, 'Steel': 18}",high,437.6,911.4,all_season
TI8565,EcoTread 6,47,103.41,Optimized summer tire.,tire,BrandB,17.51,14.8,"(0.62, 0.76, 0.6)","{'Rubber': 84, 'Steel': 13}",low,377.5,899.4,summer
TI6521,SnowGrip 1,1,168.77,High-performance off_road tire.,tire,BrandB,17.41,13.3,"(0.78, 0.75, 0.79)","{'Rubber': 84, 'Steel': 20}",medium,452.3,959.4,off_road
TI1313,SnowGrip 8,13,168.37,High-performance all_season tire.,tire,BrandD,17.39,13.27,"(0.8, 0.75, 0.79)","{'Rubber': 82, 'Steel': 11}",medium,498.0,710.4,all_season
TI3145,AllRoad 5,33,144.71,High-performance summer tire.,tire,BrandA,17.42,10.15,"(0.79, 0.75, 0.7)","{'Rubber': 81, 'Steel': 12}",high,580.2,737.7,summer
TI6865,TrailRider 7,49,121.15,Optimized winter tire.,tire,BrandA,17.32,10.93,"(0.78, 0.7, 0.64)","{'Rubber': 87, 'Steel': 15}",high,392.8,788.2,winter
TI8899,SpeedMaster 5,4,138.87,High-performance summer tire.,tire,BrandA,17.41,12.01,"(0.7, 0.69, 0.69)","{'Rubber': 88, 'Steel': 20}",medium,397.4,781.4,summer
TI4908,SpeedMaster 5,20,196.59,Optimized summer tire.,tire,BrandB,17.33,13.2,"(0.71, 0.77, 0.61)","{'Rubber': 80, 'Steel': 13}",low,581.4,978.2,summer
TI6797,SpeedMaster 8,39,194.54,High-performance summer tire.,tire,BrandE,17.52,13.38,"(0.79, 0.65, 0.73)","{'Rubber': 87, 'Steel': 18}",low,437.4,926.0,summer
TI8953,TrailRider 9,44,188.99,Durable winter tire.,tire,BrandC,17.36,11.47,"(0.77, 0.78, 0.66)","{'Rubber': 83, 'Steel': 11}",high,484.0,958.2,winter
TI9877,TrailRider 6,2,146.71,Optimized performance tire.,tire,BrandC,17.45,14.58,"(0.71, 0.67, 0.63)","{'Rubber': 80, 'Steel': 16}",low,495.7,842.6,performance
TI5630,SnowGrip 6,42,172.68,Reliable performance tire.,tire,BrandC,17.39,12.25,"(0.69, 0.64, 0.69)","{'Rubber': 80, 'Steel': 13}",medium,480.9,858.5,performance
TI9780,SpeedMaster 1,43,119.68,Reliable off_road tire.,tire,BrandD,17.44,10.29,"(0.63, 0.8, 0.66)","{'Rubber': 84, 'Steel': 10}",low,518.1,720.1,off_road
TI5833,AllRoad 4,28,192.96,Optimized summer tire.,tire,BrandB,17.35,14.05,"(0.8, 0.69, 0.79)","{'Rubber': 90, 'Steel': 13}",high,305.7,739.5,summer
TI4068,EcoTread 8,29,120.48,High-performance winter tire.,tire,BrandB,17.49,12.78,"(0.76, 0.66, 0.63)","{'Rubber': 88, 'Steel': 17}",medium,433.8,940.5,winter
TI1794,AllRoad 5,25,144.04,High-performance winter tire.,tire,BrandE,17.52,10.07,"(0.78, 0.62, 0.72)","{'Rubber': 86, 'Steel': 15}",low,352.5,949.9,winter
TI8956,AllRoad 8,47,163.14,Reliable winter tire.,tire,BrandB,17.53,11.89,"(0.67, 0.68, 0.74)","{'Rubber': 89, 'Steel': 15}",medium,398.2,901.7,winter
TI6887,TrailRider 4,1,154.67,Reliable winter tire.,tire,BrandD,17.44,10.49,"(0.77, 0.8, 0.75)","{'Rubber': 86, 'Steel': 10}",low,504.0,745.3,winter
TI3655,TrailRider 9,20,180.17,High-performance off_road tire.,tire,BrandB,17.43,11.56,"(0.79, 0.69, 0.75)","{'Rubber': 82, 'Steel': 18}",high,400.0,826.8,off_road
TI4186,AllRoad 4,6,144.25,High-performance all_season tire.,tire,BrandB,17.42,13.96,"(0.65, 0.68, 0.79)","{'Rubber': 81, 'Steel': 15}",medium,575.8,841.3,all_season
TI6271,AllRoad 2,24,176.19,High-performance all_season tire.,tire,BrandA,17.38,13.12,"(0.65, 0.64, 0.68)","{'Rubber': 89, 'Steel': 15}",low,309.0,885.5,all_season
TI5868,AllRoad 7,33,122.86,Reliable off_road tire.,tire,BrandC,17.42,14.28,"(0.78, 0.68, 0.67)","{'Rubber': 83, 'Steel': 20}",high,422.2,775.7,off_road
TI5852,SpeedMaster 2,15,111.84,High-performance summer tire.,tire,BrandE,17.31,14.64,"(0.61, 0.7, 0.71)","{'Rubber': 85, 'Steel': 12}",high,332.2,818.9,summer
TI6497,EcoTread 5,21,178.06,High-performance performance tire.,tire,BrandD,17.31,10.51,"(0.63, 0.73, 0.65)","{'Rubber': 90, 'Steel': 15}",low,549.8,747.2,performance
TI8728,SnowGrip 6,49,104.81,Reliable all_season tire.,tire,BrandB,17.54,12.84,"(0.7, 0.61, 0.79)","{'Rubber': 90, 'Steel': 14}",medium,565.6,761.4,all_season
TI3745,SpeedMaster 2,48,117.78,Durable performance tire.,tire,BrandE,17.43,10.55,"(0.63, 0.6, 0.72)","{'Rubber': 83, 'Steel': 12}",medium,310.5,882.3,performance
TI6931,SpeedMaster 2,8,184.55,High-performance performance tire.,tire,BrandE,17.37,14.12,"(0.79, 0.62, 0.64)","{'Rubber': 85, 'Steel': 19}",medium,431.7,878.3,performance
TI5405,SpeedMaster 3,25,110.47,Reliable performance tire.,tire,BrandB,17.37,11.24,"(0.69, 0.61, 0.67)","{'Rubber': 83, 'Steel': 15}",medium,555.7,940.0,performance
TI7797,TrailRider 2,34,149.02,Durable winter tire.,tire,BrandE,17.42,10.74,"(0.66, 0.78, 0.66)","{'Rubber': 90, 'Steel': 12}",medium,360.0,744.7,winter
TI7653,AllRoad 5,37,123.78,Optimized summer tire.,tire,BrandD,17.49,12.45,"(0.75, 0.7, 0.61)","{'Rubber': 81, 'Steel': 10}",high,363.9,956.3,summer
TI9170,SpeedMaster 9,6,149.19,Optimized performance tire.,tire,BrandB,17.44,10.09,"(0.7, 0.68, 0.63)","{'Rubber': 83, 'Steel': 18}",medium,414.9,967.7,performance
TI4497,SpeedMaster 5,8,166.1,High-performance winter tire.,tire,BrandD,17.43,10.95,"(0.65, 0.73, 0.65)","{'Rubber': 85, 'Steel': 15}",low,355.3,715.1,winter
TI4168,AllRoad 4,32,129.93,Optimized off_road tire.,tire,BrandB,17.44,14.86,"(0.64, 0.65, 0.76)","{'Rubber': 85, 'Steel': 15}",medium,590.2,953.7,off_road
TI3007,SpeedMaster 5,34,177.58,Optimized all_season tire.,tire,BrandA,17.33,12.95,"(0.72, 0.62, 0.8)","{'Rubber': 86, 'Steel': 17}",high,461.8,847.0,all_season
TI4575,SpeedMaster 2,47,105.88,Durable performance tire.,tire,BrandB,17.32,11.35,"(0.79, 0.6, 0.67)","{'Rubber': 90, 'Steel': 15}",low,552.6,857.4,performance
TI5965,SpeedMaster 4,39,179.79,Reliable summer tire.,tire,BrandC,17.56,13.89,"(0.67, 0.72, 0.74)","{'Rubber': 84, 'Steel': 19}",high,594.6,841.7,summer
TI5973,TrailRider 8,39,172.18,High-performance all_season tire.,tire,BrandE,17.46,11.51,"(0.66, 0.7, 0.71)","{'Rubber': 81, 'Steel': 13}",high,499.9,976.7,all_season
TI9282,SnowGrip 4,43,108.44,Optimized all_season tire.,tire,BrandD,17.5,12.53,"(0.61, 0.66, 0.64)","{'Rubber': 83, 'Steel': 15}",medium,571.2,890.3,all_season
TI2601,TrailRider 4,36,190.08,Optimized all_season tire.,tire,BrandB,17.48,14.11,"(0.79, 0.72, 0.66)","{'Rubber': 87, 'Steel': 13}",low,340.5,731.9,all_season
TI2353,SnowGrip 8,17,197.69,Reliable winter tire.,tire,BrandA,17.4,14.19,"(0.67, 0.68, 0.7)","{'Rubber': 89, 'Steel': 20}",medium,550.0,933.3,winter
TI7597,EcoTread 1,48,129.93,Optimized summer tire.,tire,BrandE,17.44,11.54,"(0.75, 0.61, 0.69)","{'Rubber': 90, 'Steel': 13}",medium,475.5,950.9,summer
TI3134,TrailRider 4,24,116.81,Reliable all_season tire.,tire,BrandE,17.44,13.58,"(0.68, 0.78, 0.66)","{'Rubber': 82, 'Steel': 15}",medium,479.4,916.0,all_season
TI5153,SpeedMaster 6,1,170.53,Optimized summer tire.,tire,BrandE,17.54,10.22,"(0.63, 0.7, 0.68)","{'Rubber': 86, 'Steel': 10}",medium,318.2,963.0,summer
TI5047,TrailRider 4,4,138.53,Reliable off_road tire.,tire,BrandD,17.41,12.61,"(0.75, 0.7, 0.78)","{'Rubber': 81, 'Steel': 16}",high,469.6,724.8,off_road
TI5274,TrailRider 7,48,155.79,Reliable performance tire.,tire,BrandD,17.38,14.08,"(0.76, 0.64, 0.67)","{'Rubber': 83, 'Steel': 12}",medium,304.7,799.9,performance
TI2834,SnowGrip 4,21,199.03,Optimized off_road tire.,tire,BrandB,17.4,10.5,"(0.78, 0.74, 0.79)","{'Rubber': 88, 'Steel': 18}",low,590.7,839.8,off_road
TI3619,SpeedMaster 2,31,104.64,High-performance off_road tire.,tire,BrandA,17.33,11.84,"(0.78, 0.71, 0.72)","{'Rubber': 89, 'Steel': 17}",medium,584.1,906.9,off_road
TI2986,EcoTread 6,25,147.34,Reliable all_season tire.,tire,BrandC,17.45,12.15,"(0.72, 0.77, 0.66)","{'Rubber': 86, 'Steel': 14}",low,458.8,885.1,all_season
TI9580,EcoTread 6,9,150.35,Optimized summer tire.,tire,BrandA,17.46,12.88,"(0.62, 0.65, 0.75)","{'Rubber': 84, 'Steel': 16}",medium,309.9,818.4,summer
TI9927,SnowGrip 4,24,109.1,Optimized winter tire.,tire,BrandA,17.47,10.72,"(0.64, 0.75, 0.7)","{'Rubber': 85, 'Steel': 14}",medium,591.1,788.0,winter
TI7914,TrailRider 6,21,165.37,Optimized all_season tire.,tire,BrandB,17.47,14.98,"(0.73, 0.74, 0.69)","{'Rubber': 80, 'Steel': 10}",medium,534.4,875.1,all_season
TI6883,EcoTread 3,8,183.14,Optimized all_season tire.,tire,BrandD,17.5,14.27,"(0.78, 0.6, 0.7)","{'Rubber': 87, 'Steel': 12}",high,456.8,943.0,all_season
TI7531,SpeedMaster 6,20,199.81,Durable summer tire.,tire,BrandD,17.38,11.71,"(0.68, 0.72, 0.62)","{'Rubber': 89, 'Steel': 14}",medium,343.9,765.5,summer
TI2968,SpeedMaster 7,33,153.54,Durable off_road tire.,tire,BrandE,17.53,11.38,"(0.65, 0.65, 0.72)","{'Rubber': 82, 'Steel': 12}",medium,538.0,929.8,off_road
