id,name,quantity,price,description,item_type,brand,vat,weight,dimensions,composition,durability,max_stress,suspension_type
SU7711,TrailShock 7,8,276.85,High-performance spring suspension.,suspension,BrandE,17.37,7.14,"(0.76, 0.69, 0.7)","{'Steel': 68, 'Rubber': 27}",medium,1635.8,spring
SU9371,SpringFlex 1,36,278.97,Reliable hydraulic suspension.,suspension,BrandA,17.54,7.35,"(0.74, 0.74, 0.55)","{'Steel': 60, 'Rubber': 27}",medium,1209.8,hydraulic
SU7927,SpringFlex 1,2,277.69,Advanced spring suspension.,suspension,BrandE,17.56,7.11,"(0.75, 0.57, 0.74)","{'Steel': 79, 'Rubber': 28}",low,1318.3,spring
SU4401,SmoothDrive 9,46,202.65,Advanced leaf_spring suspension.,suspension,BrandE,17.48,9.23,"(0.66, 0.66, 0.51)","{'Steel': 79, 'Rubber': 31}",high,1215.9,leaf_spring
SU4462,SpringFlex 8,7,212.87,Reliable coilover suspension.,suspension,BrandA,17.38,7.21,"(0.62, 0.67, 0.73)","{'Steel': 61, 'Rubber': 20}",high,1233.4,coilover
SU1751,SmoothDrive 3,39,241.62,Advanced spring suspension.,suspension,BrandD,17.36,7.53,"(0.58, 0.72, 0.8)","{'Steel': 60, 'Rubber': 37}",medium,1285.4,spring
SU6489,ShockMaster 2,10,201.11,Durable coilover suspension.,suspension,BrandD,17.48,8.47,"(0.68, 0.75, 0.51)","{'Steel': 74, 'Rubber': 24}",high,1312.3,coilover
SU5270,SpringFlex 4,17,276.54,Advanced air suspension.,suspension,BrandE,17.57,9.57,"(0.64, 0.56, 0.56)","{'Steel': 78, 'Rubber': 26}",high,1654.6,air
SU6876,AirRide 8,50,153.74,Reliable leaf_spring suspension.,suspension,BrandC,17.39,7.76,"(0.56, 0.72, 0.62)","{'Steel': 73, 'Rubber': 23}",high,1724.3,leaf_spring
SU2488,SmoothDrive 2,16,249.83,High-performance air suspension.,suspension,BrandA,17.51,9.63,"(0.52, 0.7, 0.76)","{'Steel': 65, 'Rubber': 31}",high,1608.9,air
SU9645,TrailShock 4,5,193.06,Durable air suspension.,suspension,BrandC,17.45,7.43,"(0.56, 0.5, 0.64)","{'Steel': 78, 'Rubber': 22}",high,1582.3,air
SU6004,TrailShock 1,18,223.34,Durable spring suspension.,suspension,BrandB,17.3,7.92,"(0.67, 0.73, 0.77)","{'Steel': 73, 'Rubber': 26}",high,1489.5,spring
SU1338,SmoothDrive 7,36,232.7,High-performance spring suspension.,suspension,BrandA,17.44,7.6,"(0.67, 0.75, 0.69)","{'Steel': 71, 'Rubber': 29}",medium,1765.7,spring
SU1269,ShockMaster 2,42,293.98,High-performance air suspension.,suspension,BrandE,17.59,7.95,"(0.61, 0.67, 0.51)","{'Steel': 67, 'Rubber': 31}",low,1554.7,air
SU3117,TrailShock 6,14,233.35,Reliable spring suspension.,suspension,BrandE,17.42,7.71,"(0.63, 0.59, 0.67)","{'Steel': 67, 'Rubber': 40}",high,1200.0,spring
SU7305,ShockMaster 1,45,239.91,High-performance coilover suspension.,suspension,BrandB,17.45,9.77,"(0.71, 0.73, 0.73)","{'Steel': 80, 'Rubber': 27}",high,1519.5,coilover
SU9462,SmoothDrive 3,13,158.37,Advanced coilover suspension.,suspension,BrandD,17.43,9.46,"(0.79, 0.69, 0.59)","{'Steel': 63, 'Rubber': 34}",medium,1202.1,coilover
SU7146,AirRide 1,21,247.77,Advanced leaf_spring suspension.,suspension,BrandD,17.33,8.97,"(0.52, 0.71, 0.77)","{'Steel': 79, 'Rubber': 39}",medium,1696.6,leaf_spring
SU8555,ShockMaster 8,25,281.03,Reliable spring suspension.,suspension,BrandA,17.5,7.8,"(0.54, 0.63, 0.58)","{'Steel': 69, 'Rubber': 30}",low,1459.1,spring
SU8806,AirRide 2,17,256.74,Durable coilover suspension.,suspension,BrandA,17.37,7.62,"(0.56, 0.54, 0.76)","{'Steel': 72, 'Rubber': 29}",low,1505.9,coilover
SU1100,TrailShock 7,25,287.51,Advanced leaf_spring suspension.,suspension,BrandA,17.35,8.05,"(0.63, 0.57, 0.61)","{'Steel': 60, 'Rubber': 23}",high,1315.3,leaf_spring
SU1037,TrailShock 7,8,182.82,Advanced air suspension.,suspension,BrandC,17.35,8.51,"(0.76, 0.67, 0.61)","{'Steel': 63, 'Rubber': 20}",medium,1301.1,air
SU9410,TrailShock 2,41,153.71,Advanced air suspension.,suspension,BrandE,17.43,8.4,"(0.63, 0.63, 0.52)","{'Steel': 70, 'Rubber': 32}",high,1225.2,air
SU6300,SpringFlex 8,44,153.87,Advanced leaf_spring suspension.,suspension,BrandC,17.38,7.53,"(0.64, 0.66, 0.55)","{'Steel': 80, 'Rubber': 21}",medium,1578.2,leaf_spring
SU8112,ShockMaster 4,1,188.6,Durable hydraulic suspension.,suspension,BrandB,17.42,8.31,"(0.56, 0.72, 0.72)","{'Steel': 75, 'Rubber': 28}",medium,1698.1,hydraulic
SU7367,AirRide 8,30,252.05,Advanced spring suspension.,suspension,BrandB,17.59,9.74,"(0.79, 0.51, 0.72)","{'Steel': 76, 'Rubber': 24}",medium,1729.7,spring
SU7244,TrailShock 6,1,193.01,Reliable leaf_spring suspension.,suspension,BrandD,17.34,7.5,"(0.55, 0.68, 0.56)","{'Steel': 74, 'Rubber': 25}",high,1601.6,leaf_spring
SU8610,AirRide 9,33,252.23,Reliable leaf_spring suspension.,suspension,BrandD,17.43,7.45,"(0.55, 0.58, 0.69)","{'Steel': 77, 'Rubber': 27}",low,1707.1,leaf_spring
SU2514,SpringFlex 7,46,174.42,High-performance leaf_spring suspension.,suspension,BrandD,17.37,8.7,"(0.75, 0.6, 0.55)","{'Steel': 63, 'Rubber': 23}",high,1730.1,leaf_spring
SU8054,SpringFlex 2,8,294.35,Reliable leaf_spring suspension.,suspension,BrandD,17.32,7.39,"(0.62, 0.74, 0.79)","{'Steel': 67, 'Rubber': 21}",medium,1631.4,leaf_spring
SU4314,TrailShock 9,20,201.87,Advanced air suspension.,suspension,BrandC,17.41,7.74,"(0.54, 0.74, 0.65)","{'Steel': 63, 'Rubber': 27}",medium,1504.5,air
SU1049,AirRide 7,9,241.71,Advanced hydraulic suspension.,suspension,BrandD,17.49,9.81,"(0.52, 0.64, 0.69)","{'Steel': 79, 'Rubber': 32}",low,1653.9,hydraulic
SU8337,AirRide 4,23,189.02,High-performance air suspension.,suspension,BrandD,17.47,7.41,"(0.67, 0.75, 0.56)","{'Steel': 69, 'Rubber': 30}",medium,1282.4,air
SU1333,TrailShock 3,22,211.17,Advanced spring suspension.,suspension,BrandE,17.37,8.55,"(0.8, 0.54, 0.63)","{'Steel': 75, 'Rubber': 20}",high,1414.8,spring
SU4551,SmoothDrive 9,1,166.42,Durable coilover suspension.,suspension,BrandA,17.36,9.44,"(0.5, 0.75, 0.6)","{'Steel': 66, 'Rubber': 22}",medium,1507.4,coilover
SU9920,TrailShock 5,14,178.51,Advanced hydraulic suspension.,suspension,BrandA,17.51,8.64,"(0.57, 0.74, 0.5)","{'Steel': 65, 'Rubber': 37}",high,1535.0,hydraulic
SU1610,AirRide 8,30,299.12,Advanced spring suspension.,suspension,BrandD,17.4,9.83,"(0.73, 0.54, 0.53)","{'Steel': 63, 'Rubber': 21}",low,1300.5,spring
SU7309,ShockMaster 9,12,213.23,Durable hydraulic suspension.,suspension,BrandA,17.5,7.91,"(0.58, 0.77, 0.67)","{'Steel': 70, 'Rubber': 38}",high,1754.1,hydraulic
SU3445,SpringFlex 5,35,180.26,Advanced spring suspension.,suspension,BrandC,17.35,8.08,"(0.79, 0.71, 0.67)","{'Steel': 73, 'Rubber': 33}",high,1714.7,spring
SU3096,TrailShock 9,45,296.68,High-performance leaf_spring suspension.,suspension,BrandE,17.49,9.2,"(0.79, 0.62, 0.7)","{'Steel': 69, 'Rubber': 40}",high,1248.9,leaf_spring
SU2050,ShockMaster 2,1,271.66,Durable hydraulic suspension.,suspension,BrandE,17.42,9.23,"(0.52, 0.69, 0.56)","{'Steel': 79, 'Rubber': 31}",high,1663.5,hydraulic
SU1676,ShockMaster 5,24,237.15,Durable hydraulic suspension.,suspension,BrandB,17.55,9.1,"(0.61, 0.64, 0.65)","{'Steel': 70, 'Rubber': 35}",medium,1546.9,hydraulic
SU8229,AirRide 1,47,211.72,Durable spring suspension.,suspension,BrandD,17.4,8.51,"(0.53, 0.51, 0.65)","{'Steel': 78, 'Rubber': 25}",low,1526.9,spring
SU9957,AirRide 5,4,275.11,Advanced coilover suspension.,suspension,BrandA,17.36,8.01,"(0.72, 0.58, 0.66)","{'Steel': 76, 'Rubber': 37}",medium,1775.8,coilover
SU4215,TrailShock 3,29,227.74,Reliable leaf_spring suspension.,suspension,BrandD,17.53,8.56,"(0.77, 0.75, 0.54)","{'Steel': 80, 'Rubber': 27}",high,1268.4,leaf_spring
SU9127,AirRide 9,50,261.43,Durable leaf_spring suspension.,suspension,BrandD,17.56,9.36,"(0.55, 0.76, 0.54)","{'Steel': 79, 'Rubber': 33}",medium,1523.6,leaf_spring
SU9584,SmoothDrive 2,9,161.78,Reliable coilover suspension.,suspension,BrandA,17.46,9.27,"(0.57, 0.71, 0.5)","{'Steel': 63, 'Rubber': 31}",low,1610.8,coilover
SU3347,SpringFlex 9,3,200.74,High-performance coilover suspension.,suspension,BrandD,17.32,7.02,"(0.61, 0.62, 0.73)","{'Steel': 75, 'Rubber': 31}",low,1290.8,coilover
SU9263,ShockMaster 9,1,204.38,Reliable spring suspension.,suspension,BrandB,17.59,9.22,"(0.73, 0.52, 0.69)","{'Steel': 70, 'Rubber': 40}",high,1542.2,spring
SU7168,SmoothDrive 7,28,153.57,High-performance hydraulic suspension.,suspension,BrandA,17.52,8.73,"(0.77, 0.53, 0.57)","{'Steel': 67, 'Rubber': 39}",low,1524.8,hydraulic
SU7986,AirRide 1,43,235.75,High-performance leaf_spring suspension.,suspension,BrandA,17.34,7.62,"(0.72, 0.59, 0.64)","{'Steel': 62, 'Rubber': 25}",low,1235.4,leaf_spring
SU6504,SpringFlex 5,15,173.9,Reliable air suspension.,suspension,BrandB,17.32,8.01,"(0.58, 0.52, 0.64)","{'Steel': 79, 'Rubber': 34}",high,1358.2,air
SU8314,SmoothDrive 2,6,185.04,Durable leaf_spring suspension.,suspension,BrandA,17.56,7.93,"(0.72, 0.54, 0.51)","{'Steel': 71, 'Rubber': 38}",medium,1344.2,leaf_spring
SU6898,ShockMaster 7,26,227.74,Reliable hydraulic suspension.,suspension,BrandB,17.49,7.85,"(0.64, 0.61, 0.62)","{'Steel': 76, 'Rubber': 22}",high,1658.0,hydraulic
SU7238,TrailShock 8,40,251.78,High-performance coilover suspension.,suspension,BrandC,17.44,9.38,"(0.69, 0.79, 0.5)","{'Steel': 66, 'Rubber': 40}",low,1340.5,coilover
SU1804,TrailShock 4,46,215.23,Advanced leaf_spring suspension.,suspension,BrandB,17.41,7.89,"(0.63, 0.62, 0.62)","{'Steel': 62, 'Rubber': 37}",high,1436.4,leaf_spring
SU4630,AirRide 6,24,222.75,Advanced spring suspension.,suspension,BrandC,17.41,7.54,"(0.66, 0.54, 0.79)","{'Steel': 71, 'Rubber': 26}",medium,1446.5,spring
SU5439,TrailShock 3,3,222.13,High-performance air suspension.,suspension,BrandC,17.34,8.16,"(0.7, 0.53, 0.66)","{'Steel': 65, 'Rubber': 33}",low,1367.9,air
SU6000,SpringFlex 4,26,236.14,High-performance air suspension.,suspension,BrandE,17.57,8.94,"(0.76, 0.74, 0.51)","{'Steel': 75, 'Rubber': 27}",high,1381.0,air
SU2481,ShockMaster 6,18,173.5,Advanced coilover suspension.,suspension,BrandC,17.35,9.78,"(0.6, 0.52, 0.54)","{'Steel': 74, 'Rubber': 33}",low,1364.4,coilover
SU9960,SmoothDrive 5,6,173.61,Advanced coilover suspension.,suspension,BrandA,17.39,7.01,"(0.64, 0.75, 0.53)","{'Steel': 74, 'Rubber': 28}",low,1709.8,coilover
SU9034,TrailShock 1,24,228.44,Advanced air suspension.,suspension,BrandE,17.38,7.35,"(0.74, 0.78, 0.73)","{'Steel': 66, 'Rubber': 35}",medium,1470.0,air
SU2854,AirRide 6,3,298.15,Durable air suspension.,suspension,BrandD,17.5,9.14,"(0.69, 0.76, 0.55)","{'Steel': 61, 'Rubber': 22}",low,1322.3,air
SU4019,TrailShock 7,18,211.75,Durable air suspension.,suspension,BrandE,17.41,8.97,"(0.7, 0.52, 0.51)","{'Steel': 66, 'Rubber': 30}",medium,1220.3,air
SU1183,AirRide 1,43,283.03,Reliable air suspension.,suspension,BrandB,17.32,7.91,"(0.65, 0.51, 0.6)","{'Steel': 67, 'Rubber': 20}",medium,1502.1,air
SU1323,TrailShock 7,35,277.48,Durable coilover suspension.,suspension,BrandB,17.37,9.19,"(0.67, 0.61, 0.73)","{'Steel': 69, 'Rubber': 36}",medium,1563.3,coilover
SU4827,AirRide 4,46,150.12,Advanced air suspension.,suspension,BrandD,17.39,7.46,"(0.73, 0.57, 0.78)","{'Steel': 61, 'Rubber': 32}",low,1472.9,air
SU4343,SmoothDrive 2,45,189.27,High-performance hydraulic suspension.,suspension,BrandB,17.37,8.35,"(0.59, 0.62, 0.57)","{'Steel': 64, 'Rubber': 40}",medium,1419.9,hydraulic
SU1020,ShockMaster 5,35,161.73,High-performance hydraulic suspension.,suspension,BrandD,17.54,7.32,"(0.55, 0.78, 0.59)","{'Steel': 70, 'Rubber': 27}",low,1326.1,hydraulic
SU6614,ShockMaster 2,2,237.67,Advanced air suspension.,suspension,BrandA,17.4,9.26,"(0.7, 0.76, 0.8)","{'Steel': 62, 'Rubber': 33}",medium,1669.9,air
SU9287,SmoothDrive 6,14,283.92,Advanced hydraulic suspension.,suspension,BrandD,17.36,7.7,"(0.63, 0.78, 0.71)","{'Steel': 63, 'Rubber': 38}",medium,1385.6,hydraulic
SU5243,AirRide 2,7,276.25,Reliable air suspension.,suspension,BrandD,17.38,8.84,"(0.63, 0.57, 0.74)","{'Steel': 71, 'Rubber': 29}",low,1563.7,air
SU5790,ShockMaster 5,42,162.49,High-performance spring suspension.,suspension,BrandB,17.3,7.42,"(0.79, 0.78, 0.52)","{'Steel': 67, 'Rubber': 26}",medium,1605.1,spring
SU9000,ShockMaster 7,24,246.09,High-performance coilover suspension.,suspension,BrandA,17.53,9.92,"(0.72, 0.6, 0.73)","{'Steel': 72, 'Rubber': 37}",high,1485.3,coilover
SU8616,SmoothDrive 2,40,201.96,High-performance leaf_spring suspension.,suspension,BrandC,17.44,7.05,"(0.73, 0.72, 0.6)","{'Steel': 64, 'Rubber': 38}",high,1440.9,leaf_spring
SU7748,SmoothDrive 5,23,243.22,Reliable spring suspension.,suspension,BrandD,17.4,8.83,"(0.72, 0.52, 0.64)","{'Steel': 79, 'Rubber': 25}",low,1632.1,spring
SU7158,AirRide 1,3,213.14,Advanced spring suspension.,suspension,BrandD,17.31,9.21,"(0.62, 0.76, 0.61)","{'Steel': 71, 'Rubber': 22}",medium,1464.4,spring
SU4851,SpringFlex 2,22,169.02,Durable hydraulic suspension.,suspension,BrandE,17.49,7.9,"(0.69, 0.71, 0.76)","{'Steel': 78, 'Rubber': 23}",low,1624.2,hydraulic
SU4538,ShockMaster 5,5,295.39,Advanced coilover suspension.,suspension,BrandA,17.36,9.49,"(0.64, 0.51, 0.67)","{'Steel': 67, 'Rubber': 37}",high,1597.1,coilover
SU9853,SpringFlex 1,26,200.38,High-performance leaf_spring suspension.,suspension,BrandE,17.45,8.86,"(0.65, 0.75, 0.65)","{'Steel': 62, 'Rubber': 31}",medium,1297.9,leaf_spring
SU2654,TrailShock 1,10,153.74,Durable coilover suspension.,suspension,BrandC,17.46,8.63,"(0.75, 0.6, 0.51)","{'Steel': 78, 'Rubber': 34}",medium,1448.4,coilover
SU9968,TrailShock 6,27,154.42,Advanced coilover suspension.,suspension,BrandB,17.58,8.19,"(0.66, 0.53, 0.75)","{'Steel': 73, 'Rubber': 29}",low,1345.9,coilover
SU9984,SmoothDrive 9,41,182.45,Durable coilover suspension.,suspension,BrandB,17.58,9.52,"(0.75, 0.58, 0.53)","{'Steel': 78, 'Rubber': 37}",low,1466.3,coilover
SU2640,AirRide 3,15,219.31,Durable hydraulic suspension.,suspension,BrandC,17.3,7.74,"(0.52, 0.72, 0.58)","{'Steel': 79, 'Rubber': 20}",high,1695.6,hydraulic
SU1230,SmoothDrive 6,25,179.56,Advanced air suspension.,suspension,BrandC,17.34,8.81,"(0.54, 0.58, 0.51)","{'Steel': 80, 'Rubber': 24}",medium,1370.2,air
SU8700,SpringFlex 7,4,288.05,Durable hydraulic suspension.,suspension,BrandA,17.38,9.24,"(0.53, 0.62, 0.78)","{'Steel': 70, 'Rubber': 25}",low,1454.7,hydraulic
SU3660,TrailShock 1,11,257.8,Reliable coilover suspension.,suspension,BrandA,17.39,9.68,"(0.6, 0.57, 0.5)","{'Steel': 78, 'Rubber': 31}",low,1476.1,coilover
SU5005,SmoothDrive 2,31,153.11,Reliable hydraulic suspension.,suspension,BrandB,17.34,7.37,"(0.63, 0.67, 0.74)","{'Steel': 61, 'Rubber': 32}",high,1568.9,hydraulic
SU2248,AirRide 4,39,209.97,Reliable leaf_spring suspension.,suspension,BrandB,17.55,8.85,"(0.57, 0.64, 0.65)","{'Steel': 66, 'Rubber': 23}",high,1738.5,leaf_spring
SU1797,TrailShock 2,44,295.49,Advanced spring suspension.,suspension,BrandC,17.44,9.09,"(0.54, 0.52, 0.75)","{'Steel': 62, 'Rubber': 20}",medium,1776.5,spring
SU9152,AirRide 5,36,161.47,Advanced air suspension.,suspension,BrandE,17.32,8.96,"(0.61, 0.62, 0.51)","{'Steel': 78, 'Rubber': 28}",low,1219.6,air
SU3626,AirRide 6,38,174.6,Reliable spring suspension.,suspension,BrandA,17.42,7.91,"(0.56, 0.64, 0.53)","{'Steel': 70, 'Rubber': 30}",high,1587.7,spring
SU5434,TrailShock 3,35,235.83,Durable hydraulic suspension.,suspension,BrandB,17.47,7.63,"(0.62, 0.58, 0.65)","{'Steel': 72, 'Rubber': 23}",medium,1510.2,hydraulic
SU6919,SpringFlex 8,5,246.58,Reliable hydraulic suspension.,suspension,BrandB,17.55,9.65,"(0.55, 0.58, 0.57)","{'Steel': 73, 'Rubber': 32}",medium,1392.6,hydraulic
SU5328,TrailShock 2,34,235.14,Durable leaf_spring suspension.,suspension,BrandD,17.39,8.96,"(0.58, 0.7, 0.5)","{'Steel': 78, 'Rubber': 31}",medium,1604.9,leaf_spring
SU1574,AirRide 1,5,155.7,Reliable coilover suspension.,suspension,BrandE,17.34,9.53,"(0.66, 0.76, 0.55)","{'Steel': 78, 'Rubber': 34}",high,1783.0,coilover
SU9301,TrailShock 9,25,152.05,High-performance air suspension.,suspension,BrandB,17.37,7.14,"(0.68, 0.72, 0.78)","{'Steel': 77, 'Rubber': 38}",high,1746.5,air
SU7577,ShockMaster 9,34,288.9,Durable hydraulic suspension.,suspension,BrandA,17.53,9.31,"(0.54, 0.69, 0.64)","{'Steel': 67, 'Rubber': 40}",low,1794.8,hydraulic
SU5391,SmoothDrive 4,44,226.61,High-performance leaf_spring suspension.,suspension,BrandB,17.59,9.7,"(0.67, 0.64, 0.72)","{'Steel': 63, 'Rubber': 35}",medium,1323.6,leaf_spring
SU2276,SmoothDrive 9,6,225.72,Reliable leaf_spring suspension.,suspension,BrandE,17.41,8.9,"(0.57, 0.51, 0.66)","{'Steel': 72, 'Rubber': 23}",medium,1542.4,leaf_spring
SU4797,TrailShock 6,18,229.75,Durable air suspension.,suspension,BrandA,17.38,9.47,"(0.52, 0.56, 0.52)","{'Steel': 60, 'Rubber': 39}",low,1764.5,air
SU2313,SmoothDrive 3,18,181.83,Durable spring suspension.,suspension,BrandA,17.52,8.27,"(0.7, 0.71, 0.62)","{'Steel': 61, 'Rubber': 34}",low,1541.4,spring
SU9884,SpringFlex 5,28,231.09,High-performance air suspension.,suspension,BrandD,17.58,9.28,"(0.62, 0.73, 0.61)","{'Steel': 63, 'Rubber': 29}",low,1728.5,air
SU5832,TrailShock 9,26,295.15,Advanced air suspension.,suspension,BrandB,17.4,7.66,"(0.51, 0.76, 0.59)","{'Steel': 73, 'Rubber': 20}",high,1305.7,air
SU7000,TrailShock 7,12,299.01,Reliable air suspension.,suspension,BrandC,17.34,7.73,"(0.53, 0.59, 0.62)","{'Steel': 78, 'Rubber': 23}",medium,1236.0,air
SU8445,TrailShock 8,24,221.04,Reliable hydraulic suspension.,suspension,BrandE,17.4,7.94,"(0.74, 0.67, 0.76)","{'Steel': 80, 'Rubber': 24}",medium,1269.7,hydraulic
SU2310,SmoothDrive 1,49,227.26,Reliable hydraulic suspension.,suspension,BrandE,17.36,7.8,"(0.52, 0.7, 0.65)","{'Steel': 77, 'Rubber': 23}",low,1266.6,hydraulic
SU8109,SmoothDrive 4,26,178.18,High-performance coilover suspension.,suspension,BrandB,17.56,7.93,"(0.5, 0.61, 0.71)","{'Steel': 66, 'Rubber': 29}",low,1587.6,coilover
SU4075,SpringFlex 2,19,242.69,Reliable coilover suspension.,suspension,BrandB,17.5,9.68,"(0.62, 0.55, 0.68)","{'Steel': 75, 'Rubber': 33}",high,1588.2,coilover
SU3017,SpringFlex 3,9,163.31,Advanced hydraulic suspension.,suspension,BrandA,17.44,7.45,"(0.77, 0.53, 0.52)","{'Steel': 64, 'Rubber': 38}",high,1200.4,hydraulic
SU9074,TrailShock 8,1,153.77,Reliable coilover suspension.,suspension,BrandC,17.31,9.54,"(0.58, 0.75, 0.63)","{'Steel': 72, 'Rubber': 37}",low,1754.8,coilover
SU9699,SpringFlex 3,36,276.22,Advanced air suspension.,suspension,BrandE,17.46,8.89,"(0.65, 0.66, 0.68)","{'Steel': 73, 'Rubber': 36}",medium,1764.7,air
SU2647,TrailShock 8,37,212.31,High-performance air suspension.,suspension,BrandB,17.47,8.93,"(0.74, 0.58, 0.52)","{'Steel': 63, 'Rubber': 30}",high,1620.8,air
SU2539,SpringFlex 9,1,190.58,High-performance air suspension.,suspension,BrandD,17.38,9.76,"(0.63, 0.58, 0.8)","{'Steel': 72, 'Rubber': 21}",low,1545.7,air
SU2331,AirRide 4,48,205.22,High-performance hydraulic suspension.,suspension,BrandD,17.43,7.97,"(0.61, 0.57, 0.55)","{'Steel': 76, 'Rubber': 28}",medium,1703.8,hydraulic
SU9605,SpringFlex 1,46,241.63,Reliable leaf_spring suspension.,suspension,BrandB,17.5,7.37,"(0.74, 0.52, 0.57)","{'Steel': 77, 'Rubber': 22}",high,1375.3,leaf_spring
SU5607,SpringFlex 5,17,284.65,Durable coilover suspension.,suspension,BrandE,17.4,8.84,"(0.59, 0.8, 0.78)","{'Steel': 62, 'Rubber': 20}",medium,1607.8,coilover
SU2525,AirRide 8,29,260.9,Reliable hydraulic suspension.,suspension,BrandD,17.43,9.91,"(0.63, 0.52, 0.76)","{'Steel': 79, 'Rubber': 37}",high,1768.9,hydraulic
SU1913,SpringFlex 3,1,202.84,Reliable air suspension.,suspension,BrandD,17.5,7.83,"(0.58, 0.55, 0.51)","{'Steel': 72, 'Rubber': 36}",medium,1419.8,air
SU1919,SmoothDrive 8,37,289.61,Advanced hydraulic suspension.,suspension,BrandC,17.33,8.04,"(0.7, 0.62, 0.61)","{'Steel': 67, 'Rubber': 23}",low,1593.5,hydraulic
SU6374,TrailShock 7,29,223.12,Advanced spring suspension.,suspension,BrandD,17.59,9.35,"(0.62, 0.7, 0.62)","{'Steel': 74, 'Rubber': 27}",low,1552.9,spring
SU3225,SmoothDrive 5,17,294.42,High-performance air suspension.,suspension,BrandD,17.32,7.44,"(0.78, 0.58, 0.72)","{'Steel': 64, 'Rubber': 28}",medium,1727.5,air
SU3808,AirRide 1,22,173.11,Reliable air suspension.,suspension,BrandB,17.33,7.0,"(0.57, 0.64, 0.77)","{'Steel': 68, 'Rubber': 23}",low,1490.2,air
SU6970,ShockMaster 5,1,288.78,High-performance spring suspension.,suspension,BrandC,17.34,8.11,"(0.77, 0.79, 0.69)","{'Steel': 78, 'Rubber': 28}",low,1381.2,spring
SU4286,SmoothDrive 1,27,298.44,Durable air suspension.,suspension,BrandC,17.43,8.63,"(0.75, 0.75, 0.63)","{'Steel': 68, 'Rubber': 24}",low,1697.0,air
SU3461,SmoothDrive 9,41,229.15,Durable air suspension.,suspension,BrandB,17.58,9.91,"(0.65, 0.79, 0.57)","{'Steel': 76, 'Rubber': 35}",medium,1664.9,air
SU8227,AirRide 3,7,154.12,Reliable coilover suspension.,suspension,BrandC,17.36,9.0,"(0.7, 0.71, 0.74)","{'Steel': 72, 'Rubber': 22}",low,1742.5,coilover
SU2637,SpringFlex 5,46,156.9,Durable leaf_spring suspension.,suspension,BrandA,17.42,8.49,"(0.63, 0.58, 0.69)","{'Steel': 69, 'Rubber': 35}",medium,1607.0,leaf_spring
SU8806,TrailShock 5,44,213.63,Reliable hydraulic suspension.,suspension,BrandC,17.57,7.01,"(0.67, 0.59, 0.57)","{'Steel': 70, 'Rubber': 34}",high,1616.5,hydraulic
SU5853,SpringFlex 6,26,207.84,Reliable hydraulic suspension.,suspension,BrandC,17.44,7.2,"(0.77, 0.52, 0.76)","{'Steel': 74, 'Rubber': 29}",high,1332.2,hydraulic
SU1415,AirRide 4,20,247.35,Durable leaf_spring suspension.,suspension,BrandB,17.45,7.4,"(0.62, 0.74, 0.78)","{'Steel': 64, 'Rubber': 39}",low,1535.1,leaf_spring
SU5451,ShockMaster 2,38,266.07,Reliable hydraulic suspension.,suspension,BrandB,17.4,8.02,"(0.57, 0.53, 0.59)","{'Steel': 79, 'Rubber': 23}",medium,1236.3,hydraulic
SU8552,SpringFlex 9,26,193.56,Reliable air suspension.,suspension,BrandD,17.46,9.53,"(0.75, 0.71, 0.79)","{'Steel': 67, 'Rubber': 25}",low,1447.7,air
SU7759,AirRide 1,24,172.85,Durable hydraulic suspension.,suspension,BrandD,17.45,9.47,"(0.69, 0.51, 0.57)","{'Steel': 67, 'Rubber': 34}",low,1492.9,hydraulic
SU2424,TrailShock 2,30,168.95,High-performance leaf_spring suspension.,suspension,BrandC,17.48,7.4,"(0.54, 0.68, 0.72)","{'Steel': 76, 'Rubber': 32}",high,1500.0,leaf_spring
SU4891,SpringFlex 3,18,230.27,High-performance leaf_spring suspension.,suspension,BrandB,17.38,8.32,"(0.57, 0.54, 0.64)","{'Steel': 72, 'Rubber': 37}",medium,1662.8,leaf_spring
SU8222,TrailShock 1,4,165.16,Reliable hydraulic suspension.,suspension,BrandA,17.58,9.08,"(0.63, 0.66, 0.76)","{'Steel': 71, 'Rubber': 31}",low,1659.0,hydraulic
SU7735,TrailShock 8,46,226.65,Reliable spring suspension.,suspension,BrandE,17.33,8.69,"(0.62, 0.63, 0.76)","{'Steel': 62, 'Rubber': 40}",high,1612.1,spring
SU8762,AirRide 3,24,229.96,Durable coilover suspension.,suspension,BrandD,17.46,7.69,"(0.56, 0.62, 0.52)","{'Steel': 74, 'Rubber': 20}",medium,1747.7,coilover
SU5078,SpringFlex 6,10,243.76,High-performance spring suspension.,suspension,BrandC,17.44,7.52,"(0.53, 0.77, 0.65)","{'Steel': 77, 'Rubber': 35}",high,1285.0,spring
SU3976,ShockMaster 7,45,257.18,Durable spring suspension.,suspension,BrandE,17.57,8.22,"(0.56, 0.63, 0.73)","{'Steel': 77, 'Rubber': 37}",medium,1698.6,spring
SU7065,SmoothDrive 9,6,196.11,Advanced coilover suspension.,suspension,BrandA,17.57,9.11,"(0.66, 0.79, 0.77)","{'Steel': 76, 'Rubber': 23}",low,1235.3,coilover
SU2455,SmoothDrive 8,46,176.85,High-performance leaf_spring suspension.,suspension,BrandA,17.31,7.95,"(0.67, 0.69, 0.72)","{'Steel': 60, 'Rubber': 29}",medium,1555.7,leaf_spring
