id,name,quantity,price,description,item_type,brand,vat,weight,dimensions,composition,durability,voltage,amperage,power_inout,avg_lifespan,temperature_rating,display_type
IN8103,DriveVision 9,1,206.86,High-resolution infotainment system.,infotainment,BrandB,17.46,2.63,"(0.76, 0.62, 0.58)","{'Glass': 53, 'Plastic': 48}",high,9.2,1.7,15.64,4126,29,led
IN5179,SmartDash 8,43,418.79,High-resolution infotainment system.,infotainment,BrandB,17.45,2.33,"(0.52, 0.87, 0.67)","{'Glass': 45, 'Plastic': 54}",undefined,9.6,2.8,26.88,4207,22,led
IN1954,SmartDash 2,25,374.72,Compact infotainment system.,infotainment,BrandB,17.92,2.54,"(0.55, 0.93, 0.79)","{'Glass': 59, 'Plastic': 60}",undefined,9.1,1.3,11.83,4813,-8,led
IN2149,AutoConnect 3,22,214.95,Advanced infotainment system.,infotainment,BrandB,17.41,2.05,"(0.94, 0.95, 0.54)","{'Glass': 59, 'Plastic': 47}",high,10.7,1.7,18.19,4016,15,lcd
IN6980,DriveVision 1,46,291.5,Compact infotainment system.,infotainment,BrandD,17.07,2.29,"(0.58, 0.84, 0.98)","{'Glass': 48, 'Plastic': 60}",medium,11.7,1.3,15.21,2380,-5,tft
IN1135,AutoConnect 7,19,466.25,Advanced infotainment system.,infotainment,BrandD,17.02,2.11,"(0.86, 0.6, 0.76)","{'Glass': 58, 'Plastic': 56}",high,8.7,2.9,25.23,2910,51,oled
IN1592,AutoConnect 5,13,410.5,Feature-rich infotainment system.,infotainment,BrandD,17.99,2.86,"(0.82, 0.98, 0.65)","{'Glass': 51, 'Plastic': 56}",undefined,10.2,1.3,13.26,3816,18,led
IN9615,InfoStar 6,5,296.12,Feature-rich infotainment system.,infotainment,BrandD,17.47,2.71,"(0.75, 0.94, 0.53)","{'Glass': 48, 'Plastic': 46}",low,11.3,1.6,18.08,2572,30,tft
IN1563,DriveVision 5,5,255.01,Feature-rich infotainment system.,infotainment,BrandC,17.64,2.05,"(0.97, 0.58, 0.91)","{'Glass': 52, 'Plastic': 49}",undefined,9.2,2.2,20.24,3811,35,lcd
IN5137,DriveVision 1,11,217.12,Compact infotainment system.,infotainment,BrandB,17.08,2.2,"(0.95, 0.68, 0.64)","{'Glass': 52, 'Plastic': 42}",high,5.3,1.3,6.89,4829,15,lcd
IN6565,DriveVision 8,27,265.85,Advanced infotainment system.,infotainment,BrandA,17.92,2.08,"(0.9, 0.97, 0.82)","{'Glass': 48, 'Plastic': 41}",undefined,5.1,2.2,11.22,3917,52,led
IN1447,SmartDash 5,25,274.58,Feature-rich infotainment system.,infotainment,BrandC,17.12,2.02,"(0.67, 0.63, 0.59)","{'Glass': 54, 'Plastic': 57}",undefined,10.2,2.5,25.5,4695,53,led
IN7542,SmartDash 6,40,289.27,High-resolution infotainment system.,infotainment,BrandB,17.03,2.55,"(0.8, 0.9, 0.66)","{'Glass': 40, 'Plastic': 57}",low,11.8,2.5,29.5,4552,38,lcd
IN1600,AutoConnect 8,19,441.87,Advanced infotainment system.,infotainment,BrandA,17.3,2.8,"(0.97, 0.91, 0.69)","{'Glass': 51, 'Plastic': 54}",undefined,6.2,1.5,9.3,2933,41,tft
IN8546,DriveVision 8,2,383.76,Feature-rich infotainment system.,infotainment,BrandB,17.85,2.54,"(0.86, 0.98, 0.95)","{'Glass': 48, 'Plastic': 51}",low,6.9,1.3,8.97,2390,26,led
IN1157,AutoConnect 8,47,352.71,Feature-rich infotainment system.,infotainment,BrandB,17.7,2.02,"(0.95, 0.76, 0.65)","{'Glass': 56, 'Plastic': 56}",undefined,10.3,1.5,15.45,3808,16,oled
IN4638,SmartDash 6,3,427.72,High-resolution infotainment system.,infotainment,BrandC,17.96,2.82,"(0.75, 0.66, 0.61)","{'Glass': 43, 'Plastic': 46}",high,7.4,3.0,22.2,3179,50,lcd
IN1892,AutoConnect 9,13,282.47,Advanced infotainment system.,infotainment,BrandD,17.1,2.01,"(0.64, 0.63, 0.57)","{'Glass': 52, 'Plastic': 47}",undefined,7.3,2.1,15.33,4840,0,led
IN8337,AutoConnect 2,34,265.59,High-resolution infotainment system.,infotainment,BrandA,17.86,2.28,"(0.61, 0.54, 0.67)","{'Glass': 58, 'Plastic': 57}",low,9.0,1.9,17.1,3022,36,oled
IN8272,AutoConnect 3,47,208.42,High-resolution infotainment system.,infotainment,BrandD,17.66,2.1,"(0.75, 0.57, 0.83)","{'Glass': 53, 'Plastic': 43}",medium,10.2,1.4,14.28,2710,3,led
IN9365,SmartDash 2,9,200.89,Advanced infotainment system.,infotainment,BrandA,17.1,2.19,"(0.99, 0.76, 0.9)","{'Glass': 58, 'Plastic': 43}",undefined,10.1,1.9,19.19,3286,18,led
IN4791,AutoConnect 9,11,247.05,Advanced infotainment system.,infotainment,BrandB,17.06,2.93,"(0.67, 0.96, 0.87)","{'Glass': 51, 'Plastic': 42}",undefined,8.1,2.3,18.63,3325,25,oled
IN6577,SmartDash 9,48,293.27,High-resolution infotainment system.,infotainment,BrandD,17.32,2.12,"(0.53, 0.67, 0.82)","{'Glass': 51, 'Plastic': 48}",high,8.8,3.0,26.4,4779,40,tft
IN4488,InfoStar 3,19,239.56,Feature-rich infotainment system.,infotainment,BrandA,17.94,2.96,"(0.9, 0.59, 0.63)","{'Glass': 53, 'Plastic': 53}",medium,11.3,2.6,29.38,2616,38,oled
IN5073,InfoStar 8,2,249.12,High-resolution infotainment system.,infotainment,BrandB,17.63,2.66,"(0.79, 0.62, 0.6)","{'Glass': 43, 'Plastic': 57}",medium,5.2,1.8,9.36,4447,21,tft
IN2346,AutoConnect 7,32,471.83,High-resolution infotainment system.,infotainment,BrandD,17.69,2.25,"(0.92, 0.99, 0.56)","{'Glass': 51, 'Plastic': 44}",undefined,8.9,2.2,19.58,4955,26,lcd
IN6022,AutoConnect 1,42,404.73,Compact infotainment system.,infotainment,BrandB,17.3,2.04,"(0.92, 0.57, 0.5)","{'Glass': 44, 'Plastic': 41}",low,10.0,1.1,11.0,4816,58,tft
IN1515,InfoStar 2,12,240.27,Advanced infotainment system.,infotainment,BrandB,17.69,2.41,"(0.98, 0.8, 0.52)","{'Glass': 55, 'Plastic': 40}",medium,10.9,2.5,27.25,2108,0,led
IN4192,InfoStar 4,35,276.56,Feature-rich infotainment system.,infotainment,BrandC,17.53,2.24,"(1.0, 0.71, 0.94)","{'Glass': 60, 'Plastic': 49}",undefined,5.9,2.8,16.52,4610,-5,led
IN8922,SmartDash 1,7,329.81,High-resolution infotainment system.,infotainment,BrandD,17.25,2.18,"(0.69, 0.57, 0.56)","{'Glass': 59, 'Plastic': 56}",undefined,6.2,2.8,17.36,4643,-4,tft
IN8764,SmartDash 7,10,363.7,High-resolution infotainment system.,infotainment,BrandB,17.76,2.91,"(0.86, 0.59, 0.92)","{'Glass': 57, 'Plastic': 48}",low,6.8,1.6,10.88,2579,22,oled
IN9608,AutoConnect 6,50,493.5,Advanced infotainment system.,infotainment,BrandC,17.68,2.31,"(0.93, 0.86, 0.62)","{'Glass': 52, 'Plastic': 43}",medium,9.5,1.1,10.45,3225,54,lcd
IN6592,InfoStar 4,39,430.03,High-resolution infotainment system.,infotainment,BrandB,17.32,2.72,"(0.54, 0.56, 0.89)","{'Glass': 59, 'Plastic': 52}",high,10.7,2.2,23.54,3196,60,led
IN5469,DriveVision 7,16,214.36,High-resolution infotainment system.,infotainment,BrandB,17.13,2.44,"(0.82, 0.56, 0.88)","{'Glass': 59, 'Plastic': 51}",undefined,10.1,2.9,29.29,4604,57,tft
IN5294,AutoConnect 3,41,276.43,Feature-rich infotainment system.,infotainment,BrandC,17.97,2.52,"(0.68, 0.8, 0.61)","{'Glass': 48, 'Plastic': 55}",medium,9.7,1.1,10.67,4282,58,oled
IN3314,SmartDash 4,38,309.67,Feature-rich infotainment system.,infotainment,BrandC,17.34,2.61,"(0.56, 0.7, 0.98)","{'Glass': 48, 'Plastic': 41}",undefined,6.2,1.8,11.16,4737,40,oled
IN1865,DriveVision 5,13,380.67,Feature-rich infotainment system.,infotainment,BrandA,17.41,2.74,"(0.93, 0.91, 0.85)","{'Glass': 46, 'Plastic': 41}",undefined,8.4,3.0,25.2,4446,-7,tft
IN5537,DriveVision 4,45,376.28,High-resolution infotainment system.,infotainment,BrandD,17.35,2.49,"(0.89, 0.72, 0.58)","{'Glass': 52, 'Plastic': 51}",high,6.8,3.0,20.4,4080,19,led
IN2301,DriveVision 1,45,254.92,High-resolution infotainment system.,infotainment,BrandD,17.98,2.38,"(0.59, 0.53, 0.64)","{'Glass': 51, 'Plastic': 51}",medium,6.1,2.1,12.81,2279,50,led
IN4337,AutoConnect 5,30,210.88,Advanced infotainment system.,infotainment,BrandB,17.83,2.34,"(0.52, 0.89, 0.73)","{'Glass': 48, 'Plastic': 53}",high,7.5,1.3,9.75,2088,12,led
IN8942,SmartDash 7,24,343.7,Feature-rich infotainment system.,infotainment,BrandD,17.95,2.92,"(0.98, 0.69, 0.63)","{'Glass': 53, 'Plastic': 47}",low,11.2,1.8,20.16,2555,58,lcd
IN6264,SmartDash 4,47,424.13,High-resolution infotainment system.,infotainment,BrandB,17.88,2.92,"(0.91, 0.82, 0.55)","{'Glass': 48, 'Plastic': 56}",medium,7.1,2.5,17.75,2018,9,oled
IN6837,AutoConnect 6,8,461.01,High-resolution infotainment system.,infotainment,BrandD,17.73,2.87,"(0.9, 0.74, 0.98)","{'Glass': 45, 'Plastic': 40}",medium,9.6,2.8,26.88,3839,32,oled
IN5058,DriveVision 4,22,413.6,Advanced infotainment system.,infotainment,BrandC,17.09,2.84,"(0.86, 0.52, 0.73)","{'Glass': 40, 'Plastic': 60}",undefined,7.1,2.5,17.75,3005,5,led
IN8103,SmartDash 4,45,434.06,High-resolution infotainment system.,infotainment,BrandC,17.65,2.39,"(0.51, 0.84, 0.84)","{'Glass': 50, 'Plastic': 46}",high,10.0,2.2,22.0,2542,20,led
IN4939,AutoConnect 7,44,304.2,High-resolution infotainment system.,infotainment,BrandC,17.86,2.73,"(0.98, 0.71, 0.66)","{'Glass': 50, 'Plastic': 56}",undefined,6.4,1.1,7.04,2294,7,tft
IN3964,AutoConnect 4,42,382.19,Feature-rich infotainment system.,infotainment,BrandD,17.8,2.44,"(0.56, 0.52, 0.73)","{'Glass': 47, 'Plastic': 41}",high,8.4,1.5,12.6,4169,1,oled
IN2246,AutoConnect 8,24,224.74,High-resolution infotainment system.,infotainment,BrandD,17.79,2.24,"(0.86, 0.96, 0.9)","{'Glass': 60, 'Plastic': 46}",low,11.4,1.7,19.38,2589,49,tft
IN8357,InfoStar 1,43,468.84,High-resolution infotainment system.,infotainment,BrandB,17.72,2.58,"(0.72, 0.94, 0.9)","{'Glass': 59, 'Plastic': 53}",undefined,10.8,1.7,18.36,2961,59,oled
IN4609,SmartDash 6,39,335.51,High-resolution infotainment system.,infotainment,BrandA,17.23,2.58,"(0.82, 0.91, 0.97)","{'Glass': 57, 'Plastic': 52}",medium,6.2,1.8,11.16,2505,55,oled
IN7670,DriveVision 6,42,209.55,High-resolution infotainment system.,infotainment,BrandB,17.32,2.44,"(0.94, 0.98, 0.58)","{'Glass': 46, 'Plastic': 52}",low,6.4,2.3,14.72,2610,-7,tft
IN4043,SmartDash 3,29,375.81,High-resolution infotainment system.,infotainment,BrandD,17.54,2.93,"(0.67, 0.87, 0.65)","{'Glass': 57, 'Plastic': 52}",medium,9.1,1.4,12.74,4044,33,oled
IN4689,DriveVision 6,5,383.52,Feature-rich infotainment system.,infotainment,BrandA,17.2,2.63,"(0.65, 0.99, 0.76)","{'Glass': 49, 'Plastic': 56}",high,6.2,1.2,7.44,3293,35,tft
IN6659,SmartDash 7,36,213.7,High-resolution infotainment system.,infotainment,BrandC,17.68,2.52,"(0.68, 0.57, 0.62)","{'Glass': 53, 'Plastic': 59}",high,6.7,1.1,7.37,4709,48,oled
IN9291,AutoConnect 4,3,429.66,Feature-rich infotainment system.,infotainment,BrandD,17.83,2.82,"(0.68, 0.81, 0.69)","{'Glass': 51, 'Plastic': 56}",medium,5.3,1.5,7.95,4437,30,lcd
IN7460,InfoStar 3,28,444.98,Feature-rich infotainment system.,infotainment,BrandA,17.66,2.41,"(0.91, 0.89, 0.91)","{'Glass': 43, 'Plastic': 46}",high,9.5,1.6,15.2,3784,-4,tft
IN3726,DriveVision 2,3,305.88,High-resolution infotainment system.,infotainment,BrandC,17.88,2.67,"(0.88, 0.71, 0.59)","{'Glass': 49, 'Plastic': 56}",high,10.9,2.1,22.89,3626,10,led
IN7711,SmartDash 5,9,331.0,Feature-rich infotainment system.,infotainment,BrandC,17.36,2.13,"(0.52, 0.96, 0.68)","{'Glass': 42, 'Plastic': 52}",high,11.7,2.0,23.4,4508,-3,tft
IN4264,DriveVision 8,36,325.86,Feature-rich infotainment system.,infotainment,BrandA,17.99,2.84,"(0.65, 0.98, 0.92)","{'Glass': 40, 'Plastic': 59}",high,9.1,1.3,11.83,3991,29,tft
IN3530,DriveVision 9,30,413.64,High-resolution infotainment system.,infotainment,BrandC,17.54,2.02,"(0.85, 0.97, 0.81)","{'Glass': 42, 'Plastic': 40}",undefined,8.2,2.0,16.4,3616,38,led
IN2320,DriveVision 5,19,299.3,High-resolution infotainment system.,infotainment,BrandA,17.93,2.58,"(0.8, 0.71, 0.73)","{'Glass': 54, 'Plastic': 49}",low,5.0,2.2,11.0,2440,7,led
IN8590,SmartDash 4,27,210.17,Advanced infotainment system.,infotainment,BrandB,17.32,2.14,"(0.79, 0.56, 0.79)","{'Glass': 50, 'Plastic': 60}",high,6.2,1.7,10.54,4329,42,oled
IN5553,DriveVision 6,44,296.0,Compact infotainment system.,infotainment,BrandA,17.48,2.81,"(0.74, 0.77, 0.94)","{'Glass': 50, 'Plastic': 59}",medium,9.7,2.4,23.28,4320,43,led
IN4009,AutoConnect 9,41,473.62,Compact infotainment system.,infotainment,BrandA,17.42,2.04,"(1.0, 0.72, 0.53)","{'Glass': 55, 'Plastic': 58}",high,10.9,1.5,16.35,3813,2,tft
IN8729,AutoConnect 9,37,361.61,High-resolution infotainment system.,infotainment,BrandB,17.94,2.46,"(0.6, 0.55, 0.89)","{'Glass': 45, 'Plastic': 45}",medium,9.4,1.3,12.22,3920,36,lcd
IN1433,AutoConnect 2,18,426.87,Advanced infotainment system.,infotainment,BrandB,17.83,2.63,"(0.74, 0.64, 0.62)","{'Glass': 48, 'Plastic': 52}",low,10.4,1.0,10.4,2602,31,tft
IN3441,InfoStar 8,14,385.7,High-resolution infotainment system.,infotainment,BrandD,17.14,2.24,"(0.69, 0.71, 0.92)","{'Glass': 44, 'Plastic': 43}",undefined,9.1,1.2,10.92,4988,6,oled
IN3245,DriveVision 1,37,455.84,Advanced infotainment system.,infotainment,BrandC,17.46,2.48,"(0.56, 0.85, 0.73)","{'Glass': 55, 'Plastic': 59}",undefined,11.0,2.0,22.0,2451,49,oled
IN1399,SmartDash 4,22,359.6,High-resolution infotainment system.,infotainment,BrandD,17.85,2.33,"(0.58, 0.53, 0.56)","{'Glass': 59, 'Plastic': 56}",low,8.4,2.7,22.68,2544,34,tft
IN9197,InfoStar 2,40,474.48,Compact infotainment system.,infotainment,BrandA,17.35,2.33,"(0.55, 0.66, 0.79)","{'Glass': 51, 'Plastic': 41}",low,10.8,2.9,31.32,3870,50,lcd
IN4206,InfoStar 1,34,491.68,Compact infotainment system.,infotainment,BrandD,17.93,2.67,"(0.85, 0.55, 0.85)","{'Glass': 59, 'Plastic': 59}",medium,7.7,1.1,8.47,2343,-7,tft
IN3403,SmartDash 7,33,282.34,Compact infotainment system.,infotainment,BrandC,17.38,2.93,"(0.71, 0.88, 0.7)","{'Glass': 47, 'Plastic': 41}",medium,8.8,2.4,21.12,2807,22,lcd
IN2787,SmartDash 1,28,339.02,Compact infotainment system.,infotainment,BrandD,17.69,2.08,"(0.6, 0.99, 0.58)","{'Glass': 48, 'Plastic': 43}",undefined,10.6,2.5,26.5,2690,-5,oled
IN2471,AutoConnect 1,23,446.83,Advanced infotainment system.,infotainment,BrandB,17.34,2.32,"(0.61, 0.73, 0.73)","{'Glass': 43, 'Plastic': 52}",low,7.4,1.8,13.32,2018,21,led
IN1895,SmartDash 3,13,339.62,High-resolution infotainment system.,infotainment,BrandD,17.82,2.99,"(0.54, 0.75, 0.94)","{'Glass': 44, 'Plastic': 55}",low,7.3,3.0,21.9,2586,8,oled
IN4533,SmartDash 2,7,372.25,High-resolution infotainment system.,infotainment,BrandD,17.1,2.05,"(0.99, 0.9, 0.71)","{'Glass': 41, 'Plastic': 41}",undefined,11.0,1.3,14.3,3396,47,oled
IN2210,AutoConnect 5,18,284.86,High-resolution infotainment system.,infotainment,BrandD,17.05,2.8,"(0.8, 0.61, 0.74)","{'Glass': 52, 'Plastic': 41}",low,8.8,1.8,15.84,4892,18,oled
IN1733,DriveVision 3,41,205.84,Feature-rich infotainment system.,infotainment,BrandD,17.96,2.07,"(0.72, 0.9, 0.61)","{'Glass': 60, 'Plastic': 46}",undefined,10.1,1.6,16.16,4086,51,led
IN6646,AutoConnect 1,49,277.0,Feature-rich infotainment system.,infotainment,BrandA,17.18,2.38,"(0.86, 0.95, 0.66)","{'Glass': 41, 'Plastic': 40}",low,5.1,1.6,8.16,2387,45,led
IN5230,AutoConnect 9,20,272.9,Compact infotainment system.,infotainment,BrandB,17.12,2.88,"(0.63, 0.9, 0.52)","{'Glass': 45, 'Plastic': 43}",low,7.1,2.3,16.33,4381,5,tft
IN5993,SmartDash 8,22,272.35,Advanced infotainment system.,infotainment,BrandC,17.43,2.11,"(0.78, 0.71, 0.74)","{'Glass': 51, 'Plastic': 46}",low,6.2,2.3,14.26,3310,46,led
IN4126,DriveVision 2,50,438.79,Compact infotainment system.,infotainment,BrandB,17.8,2.67,"(1.0, 0.67, 0.96)","{'Glass': 47, 'Plastic': 52}",undefined,8.6,1.5,12.9,3338,26,led
IN2890,DriveVision 1,47,367.04,Feature-rich infotainment system.,infotainment,BrandD,17.34,2.68,"(0.61, 0.96, 0.6)","{'Glass': 42, 'Plastic': 50}",undefined,5.1,1.0,5.1,3886,6,lcd
IN3825,AutoConnect 8,11,494.2,Feature-rich infotainment system.,infotainment,BrandB,17.75,2.38,"(0.95, 0.7, 0.82)","{'Glass': 58, 'Plastic': 52}",undefined,8.1,2.0,16.2,3537,32,led
IN2219,SmartDash 8,46,438.6,Feature-rich infotainment system.,infotainment,BrandC,17.6,2.06,"(0.85, 0.88, 0.56)","{'Glass': 48, 'Plastic': 56}",low,10.0,2.8,28.0,3262,34,led
IN7051,AutoConnect 9,46,247.69,High-resolution infotainment system.,infotainment,BrandC,17.8,2.69,"(0.56, 1.0, 0.79)","{'Glass': 52, 'Plastic': 40}",medium,5.3,1.3,6.89,2898,60,led
IN1943,InfoStar 9,41,406.89,Advanced infotainment system.,infotainment,BrandC,17.35,2.96,"(1.0, 0.86, 0.75)","{'Glass': 54, 'Plastic': 45}",undefined,5.7,2.1,11.97,4635,13,oled
IN7463,SmartDash 8,22,277.11,Advanced infotainment system.,infotainment,BrandB,17.78,2.95,"(0.57, 0.76, 0.61)","{'Glass': 48, 'Plastic': 51}",high,11.7,2.7,31.59,3289,39,oled
IN9409,InfoStar 5,25,425.32,Advanced infotainment system.,infotainment,BrandC,17.95,2.51,"(0.8, 0.52, 0.59)","{'Glass': 55, 'Plastic': 45}",low,5.3,1.4,7.42,4227,-6,oled
IN9550,AutoConnect 7,32,427.68,Compact infotainment system.,infotainment,BrandD,17.53,2.88,"(0.72, 0.67, 0.88)","{'Glass': 48, 'Plastic': 59}",low,9.2,1.8,16.56,3049,22,oled
IN4568,InfoStar 5,17,216.64,Feature-rich infotainment system.,infotainment,BrandB,17.03,2.15,"(0.52, 0.9, 0.82)","{'Glass': 57, 'Plastic': 47}",low,8.7,1.8,15.66,3471,35,led
IN7596,DriveVision 7,2,310.13,Feature-rich infotainment system.,infotainment,BrandC,17.75,2.72,"(0.77, 0.64, 0.71)","{'Glass': 51, 'Plastic': 51}",high,5.5,2.1,11.55,2180,11,led
IN1286,AutoConnect 9,15,456.72,Advanced infotainment system.,infotainment,BrandA,17.12,2.83,"(0.9, 0.91, 0.69)","{'Glass': 58, 'Plastic': 55}",undefined,10.4,2.9,30.16,3707,22,lcd
IN2331,InfoStar 6,21,266.76,High-resolution infotainment system.,infotainment,BrandC,17.61,2.69,"(0.88, 0.53, 0.76)","{'Glass': 56, 'Plastic': 48}",high,9.4,1.3,12.22,2143,19,oled
IN5959,AutoConnect 1,37,470.24,Advanced infotainment system.,infotainment,BrandB,17.67,2.39,"(0.53, 0.53, 0.85)","{'Glass': 55, 'Plastic': 55}",medium,11.9,2.5,29.75,2922,17,lcd
IN7001,AutoConnect 5,23,268.0,Feature-rich infotainment system.,infotainment,BrandD,17.09,2.21,"(0.66, 0.91, 0.67)","{'Glass': 50, 'Plastic': 56}",undefined,5.8,2.1,12.18,3884,56,led
IN9714,AutoConnect 3,12,386.36,Compact infotainment system.,infotainment,BrandC,17.49,2.94,"(0.58, 0.93, 0.59)","{'Glass': 54, 'Plastic': 52}",low,5.3,1.5,7.95,4252,-8,tft
IN4198,AutoConnect 2,13,204.67,Compact infotainment system.,infotainment,BrandB,17.76,2.28,"(0.73, 0.53, 0.59)","{'Glass': 55, 'Plastic': 58}",undefined,11.9,1.7,20.23,2339,7,oled
IN8649,AutoConnect 3,35,365.42,Feature-rich infotainment system.,infotainment,BrandA,17.37,2.16,"(0.5, 0.52, 0.94)","{'Glass': 47, 'Plastic': 54}",low,7.4,1.8,13.32,2655,47,oled
IN6206,DriveVision 5,34,282.78,Compact infotainment system.,infotainment,BrandC,17.79,2.41,"(0.86, 0.53, 0.74)","{'Glass': 42, 'Plastic': 44}",undefined,6.8,1.4,9.52,2412,22,tft
IN3743,SmartDash 3,16,408.18,Feature-rich infotainment system.,infotainment,BrandC,17.32,2.43,"(0.97, 0.87, 0.53)","{'Glass': 53, 'Plastic': 40}",medium,7.7,1.1,8.47,2477,-9,led
IN9647,SmartDash 3,24,346.98,High-resolution infotainment system.,infotainment,BrandA,17.17,2.87,"(0.84, 0.69, 0.77)","{'Glass': 45, 'Plastic': 49}",high,8.2,2.5,20.5,2056,42,oled
IN2174,AutoConnect 3,3,470.4,Compact infotainment system.,infotainment,BrandA,17.48,2.15,"(0.81, 0.72, 0.85)","{'Glass': 50, 'Plastic': 43}",medium,5.0,1.2,6.0,3306,5,led
IN2822,AutoConnect 9,19,301.72,High-resolution infotainment system.,infotainment,BrandC,17.46,3.0,"(0.79, 0.98, 0.54)","{'Glass': 44, 'Plastic': 43}",low,6.0,1.2,7.2,2087,38,oled
IN8583,SmartDash 4,14,424.14,Compact infotainment system.,infotainment,BrandB,17.58,2.58,"(0.7, 0.51, 0.67)","{'Glass': 59, 'Plastic': 58}",undefined,5.4,1.9,10.26,2021,48,lcd
IN6892,DriveVision 7,3,243.24,High-resolution infotainment system.,infotainment,BrandA,17.92,3.0,"(0.5, 0.98, 0.66)","{'Glass': 50, 'Plastic': 42}",medium,9.6,1.4,13.44,2956,22,led
IN1259,InfoStar 2,30,379.16,Compact infotainment system.,infotainment,BrandC,17.8,2.27,"(0.64, 0.72, 0.64)","{'Glass': 52, 'Plastic': 49}",low,10.4,2.0,20.8,2620,48,lcd
IN7648,SmartDash 6,22,463.08,Advanced infotainment system.,infotainment,BrandD,17.12,2.28,"(0.82, 0.6, 0.99)","{'Glass': 59, 'Plastic': 46}",low,7.5,2.7,20.25,3576,11,oled
IN2706,AutoConnect 3,3,409.14,High-resolution infotainment system.,infotainment,BrandD,17.62,2.66,"(0.97, 0.85, 0.54)","{'Glass': 56, 'Plastic': 55}",medium,6.3,2.7,17.01,2334,42,led
IN6654,AutoConnect 3,7,213.71,High-resolution infotainment system.,infotainment,BrandC,17.94,2.53,"(0.58, 0.95, 0.9)","{'Glass': 50, 'Plastic': 43}",medium,8.3,2.8,23.24,2568,54,oled
IN2397,SmartDash 4,25,468.84,Compact infotainment system.,infotainment,BrandD,17.93,2.22,"(0.89, 0.68, 0.81)","{'Glass': 52, 'Plastic': 49}",high,6.1,1.1,6.71,4691,49,oled
IN8087,SmartDash 7,20,245.72,Advanced infotainment system.,infotainment,BrandB,17.72,2.53,"(0.81, 0.54, 0.61)","{'Glass': 58, 'Plastic': 55}",medium,11.1,1.8,19.98,3859,12,lcd
IN3624,SmartDash 2,45,258.32,Feature-rich infotainment system.,infotainment,BrandA,18.0,2.4,"(0.72, 0.92, 0.7)","{'Glass': 42, 'Plastic': 45}",undefined,11.2,1.9,21.28,4628,0,oled
IN6824,SmartDash 1,47,282.29,Feature-rich infotainment system.,infotainment,BrandB,18.0,2.46,"(0.89, 0.6, 0.53)","{'Glass': 41, 'Plastic': 51}",high,5.1,2.9,14.79,2191,27,tft
IN3716,InfoStar 9,10,381.83,Compact infotainment system.,infotainment,BrandC,17.44,2.42,"(0.62, 0.96, 0.79)","{'Glass': 44, 'Plastic': 42}",high,11.8,2.5,29.5,4357,1,oled
IN8404,DriveVision 8,21,242.03,Advanced infotainment system.,infotainment,BrandA,17.3,2.61,"(0.79, 0.71, 0.6)","{'Glass': 53, 'Plastic': 46}",high,6.8,2.8,19.04,3182,34,oled
IN6508,DriveVision 1,10,434.4,High-resolution infotainment system.,infotainment,BrandB,17.78,2.44,"(0.84, 0.58, 0.63)","{'Glass': 43, 'Plastic': 48}",high,10.0,2.7,27.0,2833,3,led
IN2606,AutoConnect 1,2,256.01,Feature-rich infotainment system.,infotainment,BrandA,17.54,2.63,"(0.88, 0.84, 0.85)","{'Glass': 52, 'Plastic': 47}",high,5.6,2.0,11.2,4119,41,tft
IN7032,InfoStar 3,49,478.64,Advanced infotainment system.,infotainment,BrandA,17.69,2.26,"(0.72, 0.9, 0.74)","{'Glass': 40, 'Plastic': 47}",medium,8.7,2.6,22.62,4446,47,tft
IN3809,AutoConnect 5,27,396.47,Compact infotainment system.,infotainment,BrandC,17.14,2.93,"(0.65, 0.96, 0.74)","{'Glass': 46, 'Plastic': 58}",medium,10.9,2.3,25.07,2634,57,lcd
IN8626,SmartDash 8,4,261.19,High-resolution infotainment system.,infotainment,BrandD,17.42,2.05,"(0.8, 0.99, 0.52)","{'Glass': 50, 'Plastic': 51}",medium,7.1,1.8,12.78,2397,56,tft
IN1333,DriveVision 8,50,341.01,Advanced infotainment system.,infotainment,BrandB,17.43,2.65,"(0.95, 0.84, 0.73)","{'Glass': 58, 'Plastic': 56}",low,10.3,1.3,13.39,4796,24,led
IN1339,AutoConnect 9,26,204.17,Advanced infotainment system.,infotainment,BrandB,17.78,2.26,"(0.86, 0.8, 0.56)","{'Glass': 49, 'Plastic': 53}",undefined,6.3,2.8,17.64,4654,57,oled
IN6036,DriveVision 3,37,267.09,Compact infotainment system.,infotainment,BrandB,17.62,2.16,"(0.91, 0.61, 0.67)","{'Glass': 43, 'Plastic': 51}",high,7.6,1.9,14.44,3555,38,tft
IN7694,SmartDash 9,50,459.3,Feature-rich infotainment system.,infotainment,BrandD,17.39,2.94,"(0.72, 0.87, 0.6)","{'Glass': 54, 'Plastic': 43}",medium,6.4,2.5,16.0,3601,39,led
IN7589,SmartDash 8,24,239.83,Feature-rich infotainment system.,infotainment,BrandC,17.32,2.17,"(0.52, 0.89, 0.81)","{'Glass': 49, 'Plastic': 42}",medium,6.4,2.5,16.0,2813,15,oled
IN3906,SmartDash 7,21,442.55,Compact infotainment system.,infotainment,BrandA,17.97,2.23,"(0.82, 0.89, 0.55)","{'Glass': 50, 'Plastic': 56}",high,7.0,1.7,11.9,2958,52,lcd
IN3394,InfoStar 6,47,268.75,High-resolution infotainment system.,infotainment,BrandC,17.16,2.73,"(0.78, 0.85, 0.5)","{'Glass': 43, 'Plastic': 48}",medium,6.1,1.3,7.93,2530,15,led
