id,name,quantity,price,description,item_type,brand,vat,weight,dimensions,composition,durability,primary_color,secondary_color,finish,protection_type
DT3611,Racing 7,47,83.45,Custom decal/tint.,decalandtint,BrandC,17.51,0.92,"(1.43, 1.33, 1.38)","{'Vinyl': 71, 'Adhesive': 17}",low,2980B9,2980B9,matte,uv
DT5904,Graphic 5,16,123.2,Custom decal/tint.,decalandtint,BrandA,17.59,0.9,"(1.4, 1.26, 1.29)","{'Vinyl': 86, 'Adhesive': 27}",undefined,2F4F4F,2980B9,matte,uv
DT5476,Blackout 9,33,149.06,Durable decal/tint.,decalandtint,BrandA,17.54,0.87,"(1.34, 1.24, 1.12)","{'Vinyl': 86, 'Adhesive': 29}",undefined,F5F5F5,DAA520,glossy,scratch
DT4315,Racing 6,1,96.04,Custom decal/tint.,decalandtint,BrandB,17.41,0.64,"(1.02, 1.28, 1.15)","{'Vinyl': 71, 'Adhesive': 16}",low,2980B9,2980B9,unfinished,dust
DT9404,Racing 8,43,112.18,Custom decal/tint.,decalandtint,BrandB,17.44,0.6,"(1.33, 1.09, 1.17)","{'Vinyl': 83, 'Adhesive': 20}",undefined,F5F5F5,D4AF37,glossy,scratch
DT5031,Racing 7,42,111.29,Vibrant decal/tint.,decalandtint,BrandB,17.49,0.79,"(1.39, 1.42, 1.33)","{'Vinyl': 78, 'Adhesive': 11}",high,2F4F4F,708090,glossy,light
DT7801,Racing 1,22,107.31,Durable decal/tint.,decalandtint,BrandC,17.5,0.54,"(1.29, 1.24, 1.13)","{'Vinyl': 74, 'Adhesive': 19}",low,FF5733,F5DEB3,glossy,uv
DT2782,Custom 2,8,143.17,Durable decal/tint.,decalandtint,BrandA,17.56,0.98,"(1.46, 1.12, 1.44)","{'Vinyl': 88, 'Adhesive': 18}",undefined,708090,708090,unfinished,uv
DT1976,Blackout 7,27,112.75,Vibrant decal/tint.,decalandtint,BrandA,17.49,0.64,"(1.05, 1.2, 1.0)","{'Vinyl': 78, 'Adhesive': 18}",low,F5DEB3,2980B9,unfinished,dust
DT9089,Graphic 6,11,137.02,Durable decal/tint.,decalandtint,BrandB,17.54,0.62,"(1.13, 1.28, 1.39)","{'Vinyl': 73, 'Adhesive': 15}",undefined,FF5733,DAA520,unfinished,light
DT1978,Flame 7,26,145.21,Durable decal/tint.,decalandtint,BrandA,17.47,0.68,"(1.4, 1.26, 1.48)","{'Vinyl': 74, 'Adhesive': 13}",low,2980B9,2F4F4F,unfinished,dust
DT3600,Custom 1,38,104.8,Vibrant decal/tint.,decalandtint,BrandC,17.43,0.75,"(1.13, 1.29, 1.1)","{'Vinyl': 77, 'Adhesive': 28}",high,DAA520,8B4513,matte,light
DT8390,Racing 3,41,122.52,Custom decal/tint.,decalandtint,BrandB,17.51,0.61,"(1.25, 1.42, 1.18)","{'Vinyl': 90, 'Adhesive': 30}",undefined,DAA520,FF5733,glossy,uv
DT6910,Custom 2,11,142.46,High-quality decal/tint.,decalandtint,BrandC,17.45,0.72,"(1.26, 1.04, 1.38)","{'Vinyl': 79, 'Adhesive': 15}",undefined,2980B9,FF5733,unfinished,scratch
DT2214,Racing 7,2,112.48,Vibrant decal/tint.,decalandtint,BrandB,17.49,0.57,"(1.16, 1.42, 1.07)","{'Vinyl': 78, 'Adhesive': 13}",medium,708090,708090,matte,uv
DT4007,Racing 9,45,118.46,Durable decal/tint.,decalandtint,BrandA,17.42,0.66,"(1.4, 1.33, 1.18)","{'Vinyl': 85, 'Adhesive': 19}",undefined,FF5733,DAA520,glossy,light
DT6507,Graphic 9,2,137.98,Durable decal/tint.,decalandtint,BrandB,17.43,0.65,"(1.49, 1.1, 1.13)","{'Vinyl': 81, 'Adhesive': 18}",medium,F5DEB3,F5DEB3,unfinished,scratch
DT9022,Racing 9,3,80.89,High-quality decal/tint.,decalandtint,BrandC,17.4,0.8,"(1.05, 1.08, 1.17)","{'Vinyl': 75, 'Adhesive': 17}",low,8B4513,FF0000,matte,dust
DT7275,Flame 8,6,93.71,Custom decal/tint.,decalandtint,BrandC,17.45,0.68,"(1.47, 1.39, 1.09)","{'Vinyl': 73, 'Adhesive': 20}",low,8B4513,FF5733,matte,uv
DT8294,Custom 5,4,80.53,Custom decal/tint.,decalandtint,BrandB,17.6,0.66,"(1.12, 1.2, 1.13)","{'Vinyl': 90, 'Adhesive': 22}",high,F5DEB3,D4AF37,matte,scratch
DT8032,Custom 8,8,86.79,Custom decal/tint.,decalandtint,BrandB,17.4,0.65,"(1.1, 1.15, 1.09)","{'Vinyl': 70, 'Adhesive': 28}",low,8B4513,F5F5F5,unfinished,scratch
DT8020,Custom 6,4,131.98,Vibrant decal/tint.,decalandtint,BrandC,17.5,0.84,"(1.35, 1.29, 1.39)","{'Vinyl': 83, 'Adhesive': 15}",undefined,2980B9,D4AF37,glossy,uv
DT9068,Custom 4,46,129.58,Custom decal/tint.,decalandtint,BrandC,17.47,0.73,"(1.27, 1.45, 1.02)","{'Vinyl': 78, 'Adhesive': 26}",low,FF5733,F5F5F5,glossy,light
DT9125,Custom 6,45,127.39,Durable decal/tint.,decalandtint,BrandA,17.42,0.55,"(1.04, 1.22, 1.26)","{'Vinyl': 73, 'Adhesive': 19}",low,708090,FF5733,matte,light
DT8481,Graphic 5,38,81.77,Vibrant decal/tint.,decalandtint,BrandB,17.4,0.96,"(1.18, 1.35, 1.47)","{'Vinyl': 78, 'Adhesive': 18}",low,708090,F5F5F5,glossy,dust
DT2709,Blackout 2,29,92.63,Custom decal/tint.,decalandtint,BrandB,17.5,0.82,"(1.47, 1.15, 1.08)","{'Vinyl': 79, 'Adhesive': 22}",undefined,F5DEB3,8B4513,matte,light
DT4286,Racing 7,16,115.54,High-quality decal/tint.,decalandtint,BrandB,17.56,0.86,"(1.45, 1.24, 1.2)","{'Vinyl': 84, 'Adhesive': 26}",low,708090,FF0000,glossy,dust
DT7447,Graphic 7,5,88.3,Durable decal/tint.,decalandtint,BrandB,17.55,0.72,"(1.04, 1.38, 1.39)","{'Vinyl': 85, 'Adhesive': 15}",low,2980B9,8B4513,glossy,dust
DT2529,Flame 4,1,149.72,High-quality decal/tint.,decalandtint,BrandC,17.51,0.87,"(1.47, 1.16, 1.31)","{'Vinyl': 71, 'Adhesive': 23}",medium,2980B9,F5F5F5,unfinished,scratch
DT7373,Graphic 1,43,126.45,High-quality decal/tint.,decalandtint,BrandA,17.43,0.9,"(1.04, 1.22, 1.45)","{'Vinyl': 74, 'Adhesive': 27}",high,2F4F4F,D4AF37,matte,dust
DT5586,Racing 1,40,120.14,High-quality decal/tint.,decalandtint,BrandB,17.53,0.66,"(1.38, 1.03, 1.47)","{'Vinyl': 78, 'Adhesive': 10}",undefined,8B4513,DAA520,matte,uv
DT6067,Graphic 3,11,89.06,High-quality decal/tint.,decalandtint,BrandC,17.44,0.69,"(1.23, 1.43, 1.24)","{'Vinyl': 88, 'Adhesive': 17}",medium,2980B9,2F4F4F,glossy,uv
DT5414,Racing 1,31,145.59,Custom decal/tint.,decalandtint,BrandA,17.4,0.82,"(1.32, 1.45, 1.48)","{'Vinyl': 79, 'Adhesive': 15}",low,DAA520,FF5733,glossy,scratch
DT5967,Flame 7,7,134.99,Custom decal/tint.,decalandtint,BrandC,17.5,0.6,"(1.48, 1.5, 1.22)","{'Vinyl': 81, 'Adhesive': 11}",low,F5DEB3,DAA520,matte,light
DT5090,Custom 6,36,113.13,High-quality decal/tint.,decalandtint,BrandC,17.4,0.54,"(1.13, 1.31, 1.1)","{'Vinyl': 83, 'Adhesive': 29}",low,708090,FF5733,glossy,dust
DT9902,Racing 6,47,117.35,Custom decal/tint.,decalandtint,BrandC,17.59,0.64,"(1.14, 1.12, 1.13)","{'Vinyl': 82, 'Adhesive': 23}",low,2F4F4F,DAA520,matte,dust
DT6445,Graphic 5,46,81.23,Vibrant decal/tint.,decalandtint,BrandB,17.46,0.87,"(1.49, 1.17, 1.37)","{'Vinyl': 75, 'Adhesive': 13}",high,FF0000,F5DEB3,glossy,uv
DT4310,Graphic 2,12,144.74,Durable decal/tint.,decalandtint,BrandB,17.42,0.52,"(1.33, 1.47, 1.37)","{'Vinyl': 80, 'Adhesive': 23}",medium,F5F5F5,DAA520,glossy,dust
DT3564,Blackout 4,49,146.98,Vibrant decal/tint.,decalandtint,BrandB,17.43,0.98,"(1.02, 1.4, 1.28)","{'Vinyl': 87, 'Adhesive': 16}",high,DAA520,F5F5F5,glossy,light
DT1819,Custom 8,14,132.99,Vibrant decal/tint.,decalandtint,BrandA,17.58,0.62,"(1.27, 1.48, 1.46)","{'Vinyl': 90, 'Adhesive': 29}",medium,708090,2F4F4F,glossy,dust
DT8111,Custom 3,30,83.92,Custom decal/tint.,decalandtint,BrandA,17.46,0.8,"(1.33, 1.35, 1.46)","{'Vinyl': 74, 'Adhesive': 13}",medium,DAA520,FF0000,matte,light
DT1148,Flame 8,35,126.85,High-quality decal/tint.,decalandtint,BrandB,17.54,0.8,"(1.22, 1.3, 1.25)","{'Vinyl': 86, 'Adhesive': 27}",high,FF0000,FF0000,glossy,light
DT9750,Custom 1,21,89.46,High-quality decal/tint.,decalandtint,BrandB,17.48,0.91,"(1.47, 1.22, 1.31)","{'Vinyl': 79, 'Adhesive': 22}",medium,F5DEB3,DAA520,glossy,light
DT7104,Graphic 4,29,98.15,Durable decal/tint.,decalandtint,BrandC,17.44,0.69,"(1.23, 1.34, 1.21)","{'Vinyl': 78, 'Adhesive': 23}",low,D4AF37,2F4F4F,glossy,dust
DT9128,Flame 6,1,128.71,Custom decal/tint.,decalandtint,BrandC,17.47,0.53,"(1.05, 1.47, 1.14)","{'Vinyl': 72, 'Adhesive': 20}",low,D4AF37,708090,matte,light
DT4646,Blackout 2,37,141.42,Durable decal/tint.,decalandtint,BrandA,17.47,0.64,"(1.1, 1.09, 1.36)","{'Vinyl': 72, 'Adhesive': 15}",low,2980B9,D4AF37,unfinished,scratch
DT3185,Blackout 5,47,85.51,Custom decal/tint.,decalandtint,BrandB,17.53,0.62,"(1.31, 1.16, 1.16)","{'Vinyl': 87, 'Adhesive': 27}",medium,8B4513,F5DEB3,unfinished,light
DT8879,Graphic 1,3,123.0,Custom decal/tint.,decalandtint,BrandB,17.51,0.58,"(1.04, 1.4, 1.39)","{'Vinyl': 71, 'Adhesive': 16}",high,2980B9,2980B9,glossy,light
DT6040,Racing 4,50,135.37,High-quality decal/tint.,decalandtint,BrandB,17.43,0.79,"(1.22, 1.12, 1.31)","{'Vinyl': 71, 'Adhesive': 18}",low,8B4513,DAA520,matte,uv
DT9622,Blackout 2,7,118.25,Durable decal/tint.,decalandtint,BrandA,17.47,0.7,"(1.03, 1.15, 1.26)","{'Vinyl': 81, 'Adhesive': 27}",undefined,DAA520,8B4513,matte,scratch
DT1134,Custom 4,37,105.26,Durable decal/tint.,decalandtint,BrandA,17.41,0.72,"(1.39, 1.01, 1.03)","{'Vinyl': 78, 'Adhesive': 19}",medium,F5F5F5,FF0000,unfinished,light
DT2886,Racing 8,48,125.18,Custom decal/tint.,decalandtint,BrandA,17.48,0.85,"(1.11, 1.22, 1.26)","{'Vinyl': 90, 'Adhesive': 13}",high,2980B9,708090,unfinished,light
DT6483,Blackout 9,50,88.3,Durable decal/tint.,decalandtint,BrandB,17.49,0.83,"(1.31, 1.18, 1.35)","{'Vinyl': 76, 'Adhesive': 29}",low,708090,708090,glossy,uv
DT5960,Graphic 8,39,115.46,Custom decal/tint.,decalandtint,BrandA,17.54,0.69,"(1.17, 1.27, 1.24)","{'Vinyl': 75, 'Adhesive': 12}",high,F5DEB3,FF0000,glossy,light
DT5185,Custom 5,14,115.91,High-quality decal/tint.,decalandtint,BrandB,17.47,0.63,"(1.15, 1.04, 1.14)","{'Vinyl': 90, 'Adhesive': 29}",low,708090,DAA520,glossy,scratch
DT9205,Blackout 6,9,143.3,Custom decal/tint.,decalandtint,BrandC,17.45,0.96,"(1.32, 1.14, 1.05)","{'Vinyl': 84, 'Adhesive': 10}",high,2F4F4F,FF0000,unfinished,light
DT8761,Blackout 1,11,96.14,High-quality decal/tint.,decalandtint,BrandB,17.48,0.68,"(1.19, 1.37, 1.22)","{'Vinyl': 81, 'Adhesive': 15}",high,DAA520,F5DEB3,unfinished,dust
DT6381,Racing 8,13,137.46,High-quality decal/tint.,decalandtint,BrandC,17.5,0.63,"(1.37, 1.07, 1.4)","{'Vinyl': 84, 'Adhesive': 21}",low,D4AF37,F5DEB3,unfinished,light
DT2297,Custom 3,7,123.96,Custom decal/tint.,decalandtint,BrandA,17.44,0.56,"(1.45, 1.47, 1.04)","{'Vinyl': 86, 'Adhesive': 16}",undefined,8B4513,D4AF37,glossy,scratch
DT5371,Custom 2,4,98.64,Custom decal/tint.,decalandtint,BrandB,17.58,0.76,"(1.16, 1.2, 1.16)","{'Vinyl': 87, 'Adhesive': 26}",high,FF5733,FF5733,matte,scratch
DT3888,Flame 3,29,133.89,Durable decal/tint.,decalandtint,BrandB,17.56,0.97,"(1.18, 1.37, 1.12)","{'Vinyl': 82, 'Adhesive': 10}",high,FF5733,8B4513,matte,uv
DT2310,Blackout 2,11,88.39,Durable decal/tint.,decalandtint,BrandB,17.5,0.73,"(1.33, 1.24, 1.36)","{'Vinyl': 90, 'Adhesive': 19}",low,2F4F4F,708090,glossy,scratch
DT6693,Flame 2,2,82.7,High-quality decal/tint.,decalandtint,BrandB,17.58,0.81,"(1.48, 1.08, 1.07)","{'Vinyl': 80, 'Adhesive': 12}",high,708090,2980B9,unfinished,scratch
DT1040,Graphic 6,29,93.84,Vibrant decal/tint.,decalandtint,BrandC,17.49,0.54,"(1.17, 1.12, 1.23)","{'Vinyl': 81, 'Adhesive': 13}",undefined,2F4F4F,708090,glossy,dust
DT7845,Flame 8,37,96.97,Custom decal/tint.,decalandtint,BrandB,17.56,0.84,"(1.08, 1.11, 1.03)","{'Vinyl': 73, 'Adhesive': 28}",medium,F5DEB3,2980B9,matte,uv
DT5172,Blackout 3,43,147.47,High-quality decal/tint.,decalandtint,BrandB,17.55,0.88,"(1.46, 1.23, 1.46)","{'Vinyl': 76, 'Adhesive': 17}",high,8B4513,708090,unfinished,uv
DT1151,Graphic 7,42,130.7,Custom decal/tint.,decalandtint,BrandC,17.56,0.82,"(1.21, 1.16, 1.36)","{'Vinyl': 90, 'Adhesive': 13}",medium,2F4F4F,FF5733,unfinished,dust
DT2747,Blackout 7,22,126.05,Durable decal/tint.,decalandtint,BrandC,17.46,0.83,"(1.28, 1.06, 1.1)","{'Vinyl': 83, 'Adhesive': 15}",medium,708090,FF0000,unfinished,dust
DT8839,Blackout 8,23,149.91,Durable decal/tint.,decalandtint,BrandC,17.44,0.56,"(1.1, 1.22, 1.19)","{'Vinyl': 78, 'Adhesive': 17}",high,2F4F4F,708090,glossy,dust
DT9271,Custom 4,17,80.45,Custom decal/tint.,decalandtint,BrandB,17.44,0.66,"(1.27, 1.04, 1.44)","{'Vinyl': 73, 'Adhesive': 11}",low,F5F5F5,F5DEB3,unfinished,scratch
DT9933,Graphic 5,24,127.93,Custom decal/tint.,decalandtint,BrandB,17.49,0.97,"(1.26, 1.32, 1.07)","{'Vinyl': 90, 'Adhesive': 12}",undefined,FF0000,8B4513,matte,light
DT3014,Flame 5,4,114.91,Custom decal/tint.,decalandtint,BrandA,17.46,0.86,"(1.19, 1.49, 1.07)","{'Vinyl': 72, 'Adhesive': 12}",medium,DAA520,2980B9,unfinished,light
DT1743,Graphic 8,20,122.15,Vibrant decal/tint.,decalandtint,BrandB,17.45,0.63,"(1.02, 1.46, 1.1)","{'Vinyl': 84, 'Adhesive': 16}",low,708090,DAA520,matte,scratch
DT4336,Graphic 1,19,114.57,Vibrant decal/tint.,decalandtint,BrandC,17.57,0.74,"(1.11, 1.08, 1.07)","{'Vinyl': 77, 'Adhesive': 26}",undefined,DAA520,F5F5F5,matte,scratch
DT1085,Racing 6,3,140.25,High-quality decal/tint.,decalandtint,BrandA,17.54,0.79,"(1.08, 1.49, 1.46)","{'Vinyl': 82, 'Adhesive': 20}",medium,FF5733,708090,glossy,dust
DT9770,Graphic 3,13,117.63,Custom decal/tint.,decalandtint,BrandA,17.48,0.58,"(1.05, 1.02, 1.27)","{'Vinyl': 90, 'Adhesive': 26}",undefined,D4AF37,F5F5F5,unfinished,light
DT4953,Graphic 9,43,87.99,Durable decal/tint.,decalandtint,BrandB,17.57,0.95,"(1.31, 1.45, 1.13)","{'Vinyl': 89, 'Adhesive': 17}",undefined,F5DEB3,F5DEB3,unfinished,light
DT4486,Racing 1,26,108.86,High-quality decal/tint.,decalandtint,BrandB,17.46,0.99,"(1.13, 1.24, 1.22)","{'Vinyl': 82, 'Adhesive': 29}",low,FF5733,2F4F4F,glossy,scratch
DT5470,Graphic 6,44,96.11,Durable decal/tint.,decalandtint,BrandC,17.54,0.54,"(1.04, 1.07, 1.31)","{'Vinyl': 87, 'Adhesive': 21}",undefined,F5DEB3,8B4513,matte,scratch
DT3248,Racing 8,44,100.03,High-quality decal/tint.,decalandtint,BrandC,17.43,0.85,"(1.13, 1.45, 1.28)","{'Vinyl': 83, 'Adhesive': 11}",undefined,DAA520,FF0000,glossy,scratch
DT2789,Flame 7,30,145.01,High-quality decal/tint.,decalandtint,BrandA,17.42,0.7,"(1.37, 1.38, 1.46)","{'Vinyl': 88, 'Adhesive': 17}",medium,F5F5F5,F5DEB3,matte,scratch
DT3738,Graphic 5,33,108.46,High-quality decal/tint.,decalandtint,BrandC,17.44,0.9,"(1.37, 1.41, 1.02)","{'Vinyl': 76, 'Adhesive': 29}",medium,FF5733,D4AF37,unfinished,uv
DT6542,Blackout 8,48,149.85,Vibrant decal/tint.,decalandtint,BrandB,17.56,0.9,"(1.17, 1.32, 1.32)","{'Vinyl': 83, 'Adhesive': 28}",high,2980B9,2980B9,unfinished,light
DT9100,Graphic 8,23,138.22,High-quality decal/tint.,decalandtint,BrandA,17.48,0.87,"(1.12, 1.35, 1.49)","{'Vinyl': 74, 'Adhesive': 15}",low,2F4F4F,FF5733,unfinished,scratch
DT3222,Graphic 4,4,148.92,Custom decal/tint.,decalandtint,BrandA,17.43,0.83,"(1.38, 1.41, 1.49)","{'Vinyl': 81, 'Adhesive': 27}",low,2980B9,2980B9,unfinished,dust
DT1362,Graphic 2,39,129.47,Vibrant decal/tint.,decalandtint,BrandA,17.45,0.54,"(1.05, 1.11, 1.41)","{'Vinyl': 86, 'Adhesive': 12}",low,8B4513,2F4F4F,matte,uv
DT3706,Flame 7,44,136.84,Custom decal/tint.,decalandtint,BrandC,17.5,0.61,"(1.2, 1.16, 1.49)","{'Vinyl': 71, 'Adhesive': 14}",high,FF5733,F5DEB3,unfinished,scratch
DT2476,Blackout 4,38,110.3,Durable decal/tint.,decalandtint,BrandA,17.48,0.74,"(1.24, 1.15, 1.21)","{'Vinyl': 83, 'Adhesive': 30}",low,F5DEB3,D4AF37,unfinished,scratch
DT6829,Racing 1,19,118.13,Vibrant decal/tint.,decalandtint,BrandC,17.49,0.72,"(1.43, 1.08, 1.12)","{'Vinyl': 84, 'Adhesive': 17}",low,D4AF37,DAA520,glossy,light
DT9861,Flame 5,29,107.8,High-quality decal/tint.,decalandtint,BrandB,17.45,0.67,"(1.23, 1.31, 1.41)","{'Vinyl': 90, 'Adhesive': 13}",undefined,DAA520,2980B9,unfinished,dust
DT2411,Flame 4,11,107.35,Custom decal/tint.,decalandtint,BrandC,17.49,0.87,"(1.0, 1.31, 1.19)","{'Vinyl': 80, 'Adhesive': 20}",high,2F4F4F,2F4F4F,unfinished,scratch
DT9921,Custom 2,12,136.88,Vibrant decal/tint.,decalandtint,BrandA,17.48,0.87,"(1.2, 1.15, 1.23)","{'Vinyl': 85, 'Adhesive': 14}",low,708090,708090,matte,dust
DT2886,Racing 4,49,116.14,High-quality decal/tint.,decalandtint,BrandB,17.58,0.86,"(1.04, 1.42, 1.08)","{'Vinyl': 71, 'Adhesive': 11}",medium,F5F5F5,708090,glossy,uv
DT6058,Blackout 1,6,102.93,Custom decal/tint.,decalandtint,BrandB,17.48,0.92,"(1.07, 1.35, 1.29)","{'Vinyl': 70, 'Adhesive': 15}",high,DAA520,2980B9,unfinished,light
DT5985,Flame 8,35,107.49,Custom decal/tint.,decalandtint,BrandC,17.54,0.73,"(1.38, 1.23, 1.38)","{'Vinyl': 81, 'Adhesive': 13}",undefined,708090,F5DEB3,matte,uv
DT9296,Graphic 6,4,81.94,Vibrant decal/tint.,decalandtint,BrandC,17.49,0.78,"(1.47, 1.06, 1.43)","{'Vinyl': 80, 'Adhesive': 13}",high,F5F5F5,2980B9,glossy,dust
DT7932,Custom 1,30,121.57,Custom decal/tint.,decalandtint,BrandA,17.55,0.9,"(1.12, 1.31, 1.49)","{'Vinyl': 87, 'Adhesive': 21}",low,F5F5F5,FF0000,glossy,scratch
DT8943,Flame 4,12,143.74,High-quality decal/tint.,decalandtint,BrandC,17.44,0.94,"(1.38, 1.49, 1.05)","{'Vinyl': 89, 'Adhesive': 18}",high,FF0000,2F4F4F,unfinished,dust
DT2626,Racing 6,38,81.97,Durable decal/tint.,decalandtint,BrandB,17.58,0.78,"(1.07, 1.15, 1.25)","{'Vinyl': 87, 'Adhesive': 26}",medium,F5F5F5,FF5733,glossy,uv
DT9167,Custom 5,49,129.83,Durable decal/tint.,decalandtint,BrandB,17.43,0.94,"(1.42, 1.45, 1.08)","{'Vinyl': 87, 'Adhesive': 26}",high,708090,FF0000,glossy,scratch
DT7126,Graphic 2,14,98.13,High-quality decal/tint.,decalandtint,BrandC,17.43,0.87,"(1.29, 1.34, 1.0)","{'Vinyl': 73, 'Adhesive': 15}",medium,708090,8B4513,glossy,scratch
DT2560,Blackout 7,24,83.2,Durable decal/tint.,decalandtint,BrandB,17.57,0.74,"(1.09, 1.26, 1.22)","{'Vinyl': 83, 'Adhesive': 14}",high,FF0000,708090,glossy,uv
DT1641,Flame 1,48,92.5,High-quality decal/tint.,decalandtint,BrandB,17.4,0.86,"(1.33, 1.19, 1.44)","{'Vinyl': 70, 'Adhesive': 10}",undefined,F5F5F5,FF0000,unfinished,dust
DT7574,Racing 2,44,140.98,High-quality decal/tint.,decalandtint,BrandB,17.57,0.53,"(1.2, 1.35, 1.49)","{'Vinyl': 76, 'Adhesive': 10}",medium,708090,DAA520,unfinished,light
DT3015,Graphic 8,4,85.18,Custom decal/tint.,decalandtint,BrandA,17.55,0.65,"(1.31, 1.18, 1.01)","{'Vinyl': 81, 'Adhesive': 30}",medium,F5DEB3,F5DEB3,matte,uv
DT7958,Custom 2,4,98.34,Vibrant decal/tint.,decalandtint,BrandA,17.49,0.99,"(1.24, 1.1, 1.03)","{'Vinyl': 88, 'Adhesive': 25}",low,F5F5F5,D4AF37,unfinished,uv
DT3273,Blackout 6,7,91.55,Vibrant decal/tint.,decalandtint,BrandA,17.47,0.88,"(1.3, 1.28, 1.08)","{'Vinyl': 89, 'Adhesive': 11}",low,2980B9,FF0000,unfinished,dust
DT8572,Blackout 3,42,140.51,Custom decal/tint.,decalandtint,BrandA,17.45,0.64,"(1.08, 1.39, 1.5)","{'Vinyl': 90, 'Adhesive': 28}",undefined,FF5733,FF5733,matte,uv
DT7029,Flame 4,45,114.53,Vibrant decal/tint.,decalandtint,BrandA,17.52,0.71,"(1.3, 1.44, 1.04)","{'Vinyl': 74, 'Adhesive': 12}",undefined,F5F5F5,2F4F4F,glossy,scratch
DT4778,Flame 7,11,115.93,Durable decal/tint.,decalandtint,BrandA,17.5,0.68,"(1.07, 1.37, 1.46)","{'Vinyl': 74, 'Adhesive': 10}",low,DAA520,D4AF37,unfinished,light
DT2827,Blackout 1,31,110.35,Vibrant decal/tint.,decalandtint,BrandC,17.54,0.98,"(1.27, 1.32, 1.02)","{'Vinyl': 77, 'Adhesive': 24}",low,708090,2980B9,unfinished,uv
DT9713,Custom 8,28,118.09,Vibrant decal/tint.,decalandtint,BrandA,17.55,0.79,"(1.5, 1.41, 1.15)","{'Vinyl': 79, 'Adhesive': 21}",low,D4AF37,708090,unfinished,scratch
DT1105,Graphic 2,36,134.56,Vibrant decal/tint.,decalandtint,BrandB,17.47,0.99,"(1.31, 1.07, 1.23)","{'Vinyl': 90, 'Adhesive': 23}",high,F5DEB3,8B4513,unfinished,light
DT9808,Racing 9,18,91.32,Vibrant decal/tint.,decalandtint,BrandB,17.6,0.62,"(1.18, 1.41, 1.1)","{'Vinyl': 85, 'Adhesive': 25}",low,708090,FF5733,unfinished,uv
DT9149,Custom 8,41,108.36,High-quality decal/tint.,decalandtint,BrandB,17.4,0.79,"(1.14, 1.41, 1.4)","{'Vinyl': 82, 'Adhesive': 19}",high,2980B9,708090,glossy,dust
DT1764,Racing 3,5,82.85,Durable decal/tint.,decalandtint,BrandC,17.45,0.93,"(1.21, 1.3, 1.42)","{'Vinyl': 81, 'Adhesive': 27}",low,2980B9,8B4513,unfinished,light
DT5845,Custom 2,45,103.05,High-quality decal/tint.,decalandtint,BrandB,17.47,0.85,"(1.15, 1.35, 1.23)","{'Vinyl': 79, 'Adhesive': 25}",undefined,2F4F4F,DAA520,unfinished,light
DT9921,Flame 4,45,86.96,Custom decal/tint.,decalandtint,BrandB,17.51,0.93,"(1.09, 1.37, 1.31)","{'Vinyl': 82, 'Adhesive': 30}",low,8B4513,F5DEB3,glossy,scratch
DT9543,Custom 5,9,144.31,Vibrant decal/tint.,decalandtint,BrandB,17.58,0.91,"(1.5, 1.21, 1.18)","{'Vinyl': 88, 'Adhesive': 21}",low,F5F5F5,FF0000,unfinished,scratch
DT7860,Racing 5,6,148.9,Durable decal/tint.,decalandtint,BrandB,17.48,0.72,"(1.4, 1.06, 1.12)","{'Vinyl': 79, 'Adhesive': 17}",low,2F4F4F,FF5733,matte,dust
DT9490,Custom 4,33,111.0,High-quality decal/tint.,decalandtint,BrandA,17.44,0.86,"(1.46, 1.27, 1.28)","{'Vinyl': 86, 'Adhesive': 24}",high,2F4F4F,708090,matte,dust
DT7625,Custom 1,33,115.86,Vibrant decal/tint.,decalandtint,BrandB,17.49,0.83,"(1.06, 1.25, 1.42)","{'Vinyl': 70, 'Adhesive': 11}",undefined,2980B9,2980B9,unfinished,dust
DT5254,Custom 1,34,140.74,Durable decal/tint.,decalandtint,BrandB,17.56,0.82,"(1.46, 1.29, 1.44)","{'Vinyl': 84, 'Adhesive': 10}",undefined,FF0000,2980B9,matte,light
DT7667,Flame 6,37,87.26,High-quality decal/tint.,decalandtint,BrandB,17.55,0.97,"(1.02, 1.37, 1.09)","{'Vinyl': 84, 'Adhesive': 12}",medium,FF0000,D4AF37,unfinished,scratch
DT2194,Racing 6,25,137.09,Durable decal/tint.,decalandtint,BrandB,17.46,0.77,"(1.05, 1.21, 1.17)","{'Vinyl': 79, 'Adhesive': 29}",medium,FF0000,D4AF37,matte,dust
DT4346,Racing 2,5,131.4,High-quality decal/tint.,decalandtint,BrandC,17.44,0.9,"(1.01, 1.11, 1.28)","{'Vinyl': 70, 'Adhesive': 13}",high,FF5733,FF5733,matte,scratch
DT7372,Graphic 5,2,114.05,Vibrant decal/tint.,decalandtint,BrandC,17.48,0.8,"(1.21, 1.31, 1.31)","{'Vinyl': 72, 'Adhesive': 23}",high,F5DEB3,8B4513,glossy,uv
DT2051,Graphic 8,29,97.12,Durable decal/tint.,decalandtint,BrandA,17.42,0.71,"(1.19, 1.37, 1.05)","{'Vinyl': 76, 'Adhesive': 30}",medium,708090,2F4F4F,matte,uv
DT1227,Blackout 1,32,83.13,High-quality decal/tint.,decalandtint,BrandC,17.51,0.75,"(1.21, 1.32, 1.05)","{'Vinyl': 81, 'Adhesive': 16}",medium,DAA520,2980B9,glossy,dust
