id,name,quantity,price,description,item_type,brand,vat,weight,dimensions,composition,durability,voltage,amperage,power_inout,avg_lifespan,temperature_rating
WH2670,PowerLine 7,30,53.78,Reliable wiring harness.,wiringharness,BrandC,17.79,0.58,"(0.29, 0.26, 0.26)","{'Copper': 83, 'Plastic': 28}",high,33.7,11.3,380.81,10408,-11
WH9968,WireFlex 8,46,76.7,Flexible wiring harness.,wiringharness,BrandA,17.3,0.54,"(0.21, 0.23, 0.26)","{'Copper': 89, 'Plastic': 19}",low,35.3,18.7,660.11,11933,17
WH8423,CablePro 4,26,67.94,Efficient wiring harness.,wiringharness,BrandC,17.21,0.86,"(0.25, 0.29, 0.27)","{'Copper': 84, 'Plastic': 13}",low,17.9,10.9,195.11,10623,75
WH7800,CablePro 9,41,91.52,Flexible wiring harness.,wiringharness,BrandD,17.0,0.54,"(0.22, 0.28, 0.26)","{'Copper': 82, 'Plastic': 26}",medium,24.5,18.8,460.6,13435,25
WH3248,WireFlex 5,25,76.68,Efficient wiring harness.,wiringharness,BrandD,17.62,0.6,"(0.26, 0.2, 0.28)","{'Copper': 75, 'Plastic': 25}",medium,14.8,10.3,152.44,12067,25
WH8165,SafeConnect 6,33,91.87,Flexible wiring harness.,wiringharness,BrandB,17.55,1.0,"(0.29, 0.21, 0.28)","{'Copper': 85, 'Plastic': 22}",low,29.1,12.6,366.66,14962,75
WH1576,SafeConnect 8,46,85.87,Reliable wiring harness.,wiringharness,BrandC,17.45,0.52,"(0.21, 0.23, 0.22)","{'Copper': 89, 'Plastic': 28}",medium,46.4,11.2,519.68,10760,24
WH9834,SafeConnect 9,50,59.51,Reliable wiring harness.,wiringharness,BrandC,17.99,0.78,"(0.29, 0.2, 0.27)","{'Copper': 83, 'Plastic': 27}",low,17.3,11.2,193.76,10319,32
WH5343,PowerLine 3,46,76.21,Reliable wiring harness.,wiringharness,BrandA,17.55,0.98,"(0.24, 0.27, 0.29)","{'Copper': 82, 'Plastic': 13}",medium,47.9,13.5,646.65,13745,41
WH7679,PowerLine 8,18,64.52,Reliable wiring harness.,wiringharness,BrandA,17.87,0.77,"(0.24, 0.22, 0.22)","{'Copper': 71, 'Plastic': 20}",undefined,44.0,10.7,470.8,12956,53
WH7378,WireFlex 7,28,72.85,Durable wiring harness.,wiringharness,BrandB,17.69,0.79,"(0.3, 0.2, 0.26)","{'Copper': 79, 'Plastic': 28}",high,14.3,15.1,215.93,13296,60
WH8448,PowerLine 8,36,62.63,Efficient wiring harness.,wiringharness,BrandD,17.43,0.91,"(0.24, 0.27, 0.23)","{'Copper': 75, 'Plastic': 17}",high,45.4,15.3,694.62,11064,54
WH7066,WireFlex 1,30,97.86,Durable wiring harness.,wiringharness,BrandB,17.72,0.57,"(0.28, 0.2, 0.29)","{'Copper': 73, 'Plastic': 10}",undefined,22.4,14.9,333.76,13413,-19
WH9674,WireFlex 1,24,94.93,Efficient wiring harness.,wiringharness,BrandA,17.69,0.66,"(0.29, 0.3, 0.26)","{'Copper': 77, 'Plastic': 30}",undefined,46.7,17.9,835.93,14668,44
WH6115,CablePro 5,40,72.23,Reliable wiring harness.,wiringharness,BrandB,17.28,0.6,"(0.29, 0.22, 0.24)","{'Copper': 79, 'Plastic': 30}",undefined,32.7,14.9,487.23,13941,57
WH4476,WireFlex 8,25,65.17,Flexible wiring harness.,wiringharness,BrandC,17.33,0.9,"(0.25, 0.29, 0.26)","{'Copper': 70, 'Plastic': 28}",medium,24.9,16.8,418.32,10746,47
WH8762,PowerLine 6,7,57.59,Durable wiring harness.,wiringharness,BrandC,17.96,0.51,"(0.29, 0.27, 0.25)","{'Copper': 74, 'Plastic': 18}",low,44.8,19.6,878.08,14566,61
WH8785,SafeConnect 6,34,69.81,Efficient wiring harness.,wiringharness,BrandD,17.82,0.59,"(0.25, 0.29, 0.27)","{'Copper': 77, 'Plastic': 11}",medium,33.3,16.7,556.11,10152,-17
WH9593,WireFlex 2,44,83.36,Flexible wiring harness.,wiringharness,BrandA,17.24,0.6,"(0.24, 0.3, 0.27)","{'Copper': 78, 'Plastic': 29}",low,29.6,19.7,583.12,11317,29
WH6057,SafeConnect 8,8,57.74,Flexible wiring harness.,wiringharness,BrandA,17.53,0.67,"(0.25, 0.27, 0.27)","{'Copper': 72, 'Plastic': 11}",low,33.4,17.7,591.18,11669,31
WH1419,WireFlex 9,24,59.86,Reliable wiring harness.,wiringharness,BrandD,17.01,0.77,"(0.26, 0.25, 0.25)","{'Copper': 89, 'Plastic': 19}",low,31.7,18.3,580.11,13496,68
WH1883,PowerLine 6,6,64.57,Reliable wiring harness.,wiringharness,BrandC,17.86,0.52,"(0.27, 0.3, 0.29)","{'Copper': 78, 'Plastic': 10}",low,45.5,18.8,855.4,11678,75
WH2626,SafeConnect 2,11,68.04,Reliable wiring harness.,wiringharness,BrandC,17.37,0.87,"(0.26, 0.21, 0.24)","{'Copper': 82, 'Plastic': 29}",high,13.8,15.9,219.42,11161,27
WH8563,SafeConnect 2,48,54.62,Flexible wiring harness.,wiringharness,BrandA,17.42,0.82,"(0.25, 0.21, 0.24)","{'Copper': 76, 'Plastic': 10}",low,22.0,14.8,325.6,10154,8
WH1476,PowerLine 9,22,73.96,Durable wiring harness.,wiringharness,BrandC,17.54,0.87,"(0.22, 0.22, 0.21)","{'Copper': 75, 'Plastic': 23}",low,44.2,14.8,654.16,14493,-1
WH5898,PowerLine 4,12,83.91,Flexible wiring harness.,wiringharness,BrandA,17.48,0.94,"(0.21, 0.28, 0.24)","{'Copper': 80, 'Plastic': 18}",undefined,16.7,10.3,172.01,11350,66
WH9122,CablePro 8,49,92.05,Flexible wiring harness.,wiringharness,BrandB,17.59,0.59,"(0.23, 0.29, 0.25)","{'Copper': 82, 'Plastic': 14}",low,24.3,15.5,376.65,13384,62
WH6397,CablePro 5,39,83.96,Flexible wiring harness.,wiringharness,BrandA,17.26,0.71,"(0.29, 0.22, 0.24)","{'Copper': 85, 'Plastic': 19}",undefined,29.9,12.0,358.8,14808,17
WH3199,PowerLine 8,49,79.06,Efficient wiring harness.,wiringharness,BrandA,17.24,0.87,"(0.26, 0.22, 0.22)","{'Copper': 74, 'Plastic': 21}",high,32.1,18.4,590.64,11187,69
WH8769,PowerLine 3,3,69.24,Reliable wiring harness.,wiringharness,BrandC,17.11,0.96,"(0.22, 0.21, 0.29)","{'Copper': 74, 'Plastic': 27}",undefined,47.4,12.2,578.28,12467,74
WH6765,WireFlex 1,11,60.9,Durable wiring harness.,wiringharness,BrandB,17.73,0.88,"(0.24, 0.25, 0.21)","{'Copper': 83, 'Plastic': 16}",medium,37.0,13.0,481.0,14325,4
WH1509,CablePro 6,48,74.18,Durable wiring harness.,wiringharness,BrandB,17.14,0.59,"(0.3, 0.28, 0.29)","{'Copper': 78, 'Plastic': 21}",low,40.3,14.9,600.47,14703,-7
WH1364,SafeConnect 3,23,98.48,Reliable wiring harness.,wiringharness,BrandA,17.19,0.76,"(0.27, 0.22, 0.25)","{'Copper': 82, 'Plastic': 23}",high,15.3,13.2,201.96,13547,40
WH4832,CablePro 7,50,77.35,Reliable wiring harness.,wiringharness,BrandD,17.72,0.53,"(0.22, 0.28, 0.23)","{'Copper': 90, 'Plastic': 10}",low,15.2,13.4,203.68,14826,-19
WH8254,CablePro 3,33,89.59,Durable wiring harness.,wiringharness,BrandB,17.42,0.83,"(0.22, 0.26, 0.23)","{'Copper': 90, 'Plastic': 30}",medium,17.0,19.7,334.9,13396,56
WH5434,CablePro 1,4,67.52,Reliable wiring harness.,wiringharness,BrandD,17.06,0.66,"(0.29, 0.25, 0.24)","{'Copper': 71, 'Plastic': 16}",low,47.8,12.4,592.72,11698,43
WH7019,SafeConnect 1,22,50.66,Reliable wiring harness.,wiringharness,BrandB,17.37,0.96,"(0.29, 0.26, 0.26)","{'Copper': 75, 'Plastic': 14}",medium,45.4,13.1,594.74,13141,21
WH1427,CablePro 1,38,71.64,Efficient wiring harness.,wiringharness,BrandD,17.8,0.76,"(0.25, 0.22, 0.29)","{'Copper': 77, 'Plastic': 23}",medium,23.0,18.1,416.3,12760,-17
WH1190,PowerLine 3,32,96.2,Durable wiring harness.,wiringharness,BrandA,17.89,0.93,"(0.23, 0.3, 0.26)","{'Copper': 72, 'Plastic': 10}",high,14.3,15.0,214.5,12545,13
WH7695,SafeConnect 7,18,77.18,Flexible wiring harness.,wiringharness,BrandB,17.02,0.95,"(0.23, 0.28, 0.28)","{'Copper': 78, 'Plastic': 28}",undefined,25.3,11.7,296.01,11338,49
WH1578,SafeConnect 9,2,65.49,Flexible wiring harness.,wiringharness,BrandD,17.97,0.56,"(0.25, 0.28, 0.29)","{'Copper': 85, 'Plastic': 16}",high,45.6,14.9,679.44,14444,78
WH7994,PowerLine 4,45,67.4,Reliable wiring harness.,wiringharness,BrandA,17.57,0.92,"(0.28, 0.25, 0.22)","{'Copper': 81, 'Plastic': 13}",undefined,23.6,18.2,429.52,13501,41
WH9576,CablePro 5,30,93.98,Efficient wiring harness.,wiringharness,BrandB,17.99,0.78,"(0.25, 0.29, 0.29)","{'Copper': 79, 'Plastic': 18}",low,28.8,12.8,368.64,10054,-6
WH9213,CablePro 1,30,60.33,Efficient wiring harness.,wiringharness,BrandB,17.68,0.51,"(0.28, 0.24, 0.29)","{'Copper': 73, 'Plastic': 10}",medium,22.0,13.5,297.0,11659,33
WH8566,PowerLine 3,41,74.74,Flexible wiring harness.,wiringharness,BrandD,17.32,0.95,"(0.26, 0.27, 0.21)","{'Copper': 90, 'Plastic': 26}",undefined,16.9,11.8,199.42,14320,57
WH6894,PowerLine 6,40,87.5,Reliable wiring harness.,wiringharness,BrandA,17.4,0.89,"(0.24, 0.26, 0.23)","{'Copper': 70, 'Plastic': 14}",undefined,38.7,13.9,537.93,12685,65
WH7364,SafeConnect 3,25,68.19,Efficient wiring harness.,wiringharness,BrandC,17.03,0.71,"(0.22, 0.29, 0.29)","{'Copper': 76, 'Plastic': 20}",undefined,43.6,18.7,815.32,11531,11
WH9153,CablePro 6,25,69.3,Efficient wiring harness.,wiringharness,BrandD,17.0,0.94,"(0.26, 0.23, 0.25)","{'Copper': 83, 'Plastic': 28}",low,35.7,19.6,699.72,12717,-11
WH8791,CablePro 9,17,54.07,Flexible wiring harness.,wiringharness,BrandD,17.77,0.77,"(0.24, 0.25, 0.27)","{'Copper': 88, 'Plastic': 25}",undefined,29.4,12.1,355.74,14626,62
WH7736,WireFlex 8,11,68.24,Durable wiring harness.,wiringharness,BrandC,17.32,0.59,"(0.28, 0.24, 0.29)","{'Copper': 89, 'Plastic': 10}",undefined,19.3,11.6,223.88,13166,-6
WH5907,PowerLine 7,41,64.24,Efficient wiring harness.,wiringharness,BrandC,17.66,0.98,"(0.23, 0.3, 0.21)","{'Copper': 82, 'Plastic': 17}",medium,30.2,10.3,311.06,10406,61
WH8631,WireFlex 1,4,97.2,Efficient wiring harness.,wiringharness,BrandB,17.31,0.8,"(0.2, 0.24, 0.29)","{'Copper': 79, 'Plastic': 22}",undefined,26.5,15.9,421.35,12538,16
WH5929,PowerLine 4,11,66.79,Reliable wiring harness.,wiringharness,BrandB,17.15,0.81,"(0.21, 0.24, 0.23)","{'Copper': 71, 'Plastic': 21}",high,29.0,15.9,461.1,14286,25
WH1227,PowerLine 7,21,57.75,Durable wiring harness.,wiringharness,BrandB,17.27,0.99,"(0.24, 0.21, 0.27)","{'Copper': 73, 'Plastic': 21}",undefined,37.1,17.6,652.96,12510,-17
WH7853,PowerLine 6,47,89.45,Efficient wiring harness.,wiringharness,BrandA,17.73,0.77,"(0.3, 0.23, 0.26)","{'Copper': 73, 'Plastic': 27}",medium,16.5,12.9,212.85,13351,62
WH6935,CablePro 7,31,69.57,Reliable wiring harness.,wiringharness,BrandC,17.03,0.52,"(0.28, 0.21, 0.21)","{'Copper': 84, 'Plastic': 10}",high,19.9,10.9,216.91,12579,47
WH4935,SafeConnect 3,8,50.04,Durable wiring harness.,wiringharness,BrandB,17.03,0.78,"(0.23, 0.27, 0.23)","{'Copper': 78, 'Plastic': 17}",low,29.1,15.6,453.96,11964,37
WH4413,PowerLine 3,1,91.3,Durable wiring harness.,wiringharness,BrandA,17.38,0.81,"(0.29, 0.24, 0.23)","{'Copper': 88, 'Plastic': 24}",high,13.2,16.4,216.48,11371,52
WH5592,CablePro 1,6,58.72,Durable wiring harness.,wiringharness,BrandB,17.32,0.93,"(0.26, 0.27, 0.29)","{'Copper': 80, 'Plastic': 21}",undefined,12.1,16.4,198.44,13172,-5
WH6267,PowerLine 3,30,80.26,Flexible wiring harness.,wiringharness,BrandC,17.88,0.67,"(0.27, 0.27, 0.22)","{'Copper': 74, 'Plastic': 13}",medium,42.4,11.8,500.32,10024,58
WH4902,WireFlex 4,50,71.98,Efficient wiring harness.,wiringharness,BrandB,17.06,0.52,"(0.24, 0.25, 0.22)","{'Copper': 87, 'Plastic': 25}",medium,19.8,15.7,310.86,13527,10
WH2329,WireFlex 7,19,52.12,Durable wiring harness.,wiringharness,BrandC,17.31,0.54,"(0.26, 0.21, 0.24)","{'Copper': 77, 'Plastic': 10}",medium,12.1,11.6,140.36,13882,58
WH6601,PowerLine 7,1,68.72,Efficient wiring harness.,wiringharness,BrandB,17.82,0.84,"(0.28, 0.23, 0.25)","{'Copper': 82, 'Plastic': 29}",undefined,31.3,18.4,575.92,10301,74
WH7501,SafeConnect 3,39,93.23,Efficient wiring harness.,wiringharness,BrandA,17.5,0.85,"(0.29, 0.21, 0.28)","{'Copper': 73, 'Plastic': 12}",low,43.2,14.9,643.68,12490,-3
WH2716,PowerLine 6,24,90.52,Flexible wiring harness.,wiringharness,BrandC,17.81,0.5,"(0.29, 0.24, 0.26)","{'Copper': 88, 'Plastic': 18}",undefined,38.5,12.8,492.8,13868,27
WH8404,PowerLine 3,41,77.8,Durable wiring harness.,wiringharness,BrandC,17.7,0.53,"(0.27, 0.25, 0.21)","{'Copper': 87, 'Plastic': 20}",high,22.5,16.1,362.25,11439,-8
WH3181,WireFlex 4,17,76.15,Reliable wiring harness.,wiringharness,BrandB,17.83,0.58,"(0.29, 0.27, 0.28)","{'Copper': 86, 'Plastic': 30}",high,28.0,12.5,350.0,12548,46
WH3414,PowerLine 1,45,87.53,Durable wiring harness.,wiringharness,BrandB,17.38,0.96,"(0.23, 0.22, 0.28)","{'Copper': 88, 'Plastic': 28}",low,14.7,19.3,283.71,11201,40
WH8130,PowerLine 1,48,77.19,Durable wiring harness.,wiringharness,BrandD,17.48,0.88,"(0.24, 0.29, 0.27)","{'Copper': 89, 'Plastic': 28}",undefined,13.1,15.8,206.98,13814,62
WH2406,WireFlex 6,7,50.69,Reliable wiring harness.,wiringharness,BrandB,17.0,0.52,"(0.22, 0.26, 0.24)","{'Copper': 75, 'Plastic': 14}",medium,30.7,13.7,420.59,14220,66
WH4677,PowerLine 1,18,73.73,Durable wiring harness.,wiringharness,BrandA,17.19,0.69,"(0.25, 0.27, 0.24)","{'Copper': 81, 'Plastic': 28}",high,31.5,10.5,330.75,12257,43
WH2197,WireFlex 2,18,77.07,Durable wiring harness.,wiringharness,BrandC,17.5,0.86,"(0.27, 0.26, 0.26)","{'Copper': 71, 'Plastic': 25}",medium,42.1,11.0,463.1,12933,41
WH7297,WireFlex 6,19,54.52,Efficient wiring harness.,wiringharness,BrandD,17.19,0.92,"(0.2, 0.2, 0.26)","{'Copper': 90, 'Plastic': 22}",low,15.3,19.3,295.29,10783,9
WH8160,CablePro 8,30,61.93,Flexible wiring harness.,wiringharness,BrandD,17.99,0.56,"(0.22, 0.22, 0.29)","{'Copper': 70, 'Plastic': 23}",low,35.7,11.6,414.12,12162,7
WH8237,CablePro 3,36,56.3,Durable wiring harness.,wiringharness,BrandB,17.08,0.88,"(0.28, 0.23, 0.25)","{'Copper': 70, 'Plastic': 28}",undefined,34.5,18.1,624.45,10272,-16
WH5756,PowerLine 8,38,58.81,Flexible wiring harness.,wiringharness,BrandD,17.34,0.66,"(0.26, 0.28, 0.23)","{'Copper': 86, 'Plastic': 19}",high,46.0,16.1,740.6,12683,44
WH3030,SafeConnect 8,2,65.52,Reliable wiring harness.,wiringharness,BrandA,17.52,0.74,"(0.22, 0.21, 0.22)","{'Copper': 71, 'Plastic': 10}",medium,20.7,14.0,289.8,11529,5
WH2432,WireFlex 2,40,57.96,Efficient wiring harness.,wiringharness,BrandC,17.66,0.9,"(0.2, 0.24, 0.21)","{'Copper': 83, 'Plastic': 14}",medium,18.7,18.2,340.34,13160,28
WH2063,PowerLine 3,42,68.95,Flexible wiring harness.,wiringharness,BrandA,17.92,0.79,"(0.29, 0.27, 0.25)","{'Copper': 82, 'Plastic': 25}",high,21.6,17.8,384.48,12353,30
WH5606,SafeConnect 5,32,96.78,Reliable wiring harness.,wiringharness,BrandA,17.65,0.62,"(0.29, 0.25, 0.23)","{'Copper': 75, 'Plastic': 21}",medium,21.5,11.9,255.85,10213,80
WH3470,SafeConnect 5,40,73.15,Flexible wiring harness.,wiringharness,BrandB,17.73,0.77,"(0.3, 0.22, 0.25)","{'Copper': 90, 'Plastic': 14}",undefined,28.5,17.1,487.35,11685,-10
WH9914,SafeConnect 6,34,50.73,Durable wiring harness.,wiringharness,BrandA,17.1,0.65,"(0.27, 0.29, 0.23)","{'Copper': 77, 'Plastic': 23}",high,34.9,18.9,659.61,14870,-7
WH2852,CablePro 1,49,97.18,Reliable wiring harness.,wiringharness,BrandB,17.67,0.63,"(0.21, 0.27, 0.22)","{'Copper': 79, 'Plastic': 21}",high,19.4,17.3,335.62,12754,67
WH6493,CablePro 3,49,82.85,Reliable wiring harness.,wiringharness,BrandC,17.31,0.79,"(0.21, 0.28, 0.28)","{'Copper': 81, 'Plastic': 27}",undefined,45.3,16.8,761.04,13885,3
WH5666,WireFlex 4,22,74.94,Efficient wiring harness.,wiringharness,BrandD,17.06,0.75,"(0.26, 0.21, 0.29)","{'Copper': 73, 'Plastic': 22}",low,32.6,12.7,414.02,13410,41
WH3573,CablePro 1,5,84.41,Reliable wiring harness.,wiringharness,BrandA,17.37,0.95,"(0.25, 0.22, 0.2)","{'Copper': 88, 'Plastic': 20}",high,31.3,19.6,613.48,11238,-5
WH9944,SafeConnect 8,2,50.97,Efficient wiring harness.,wiringharness,BrandD,17.4,0.95,"(0.23, 0.21, 0.27)","{'Copper': 70, 'Plastic': 25}",high,31.2,18.9,589.68,12965,52
WH4080,SafeConnect 2,29,90.23,Flexible wiring harness.,wiringharness,BrandA,17.41,0.87,"(0.22, 0.25, 0.22)","{'Copper': 83, 'Plastic': 19}",low,14.4,18.5,266.4,11919,8
WH1027,WireFlex 1,23,74.37,Reliable wiring harness.,wiringharness,BrandD,17.13,0.9,"(0.2, 0.24, 0.27)","{'Copper': 73, 'Plastic': 24}",high,31.6,17.4,549.84,13331,64
WH9562,SafeConnect 7,13,58.01,Efficient wiring harness.,wiringharness,BrandD,17.73,0.86,"(0.26, 0.27, 0.27)","{'Copper': 80, 'Plastic': 13}",medium,31.6,13.0,410.8,10885,48
WH3941,SafeConnect 7,8,51.65,Durable wiring harness.,wiringharness,BrandA,17.4,0.7,"(0.29, 0.29, 0.23)","{'Copper': 88, 'Plastic': 11}",medium,24.9,19.0,473.1,11564,33
WH4443,WireFlex 7,33,65.25,Durable wiring harness.,wiringharness,BrandA,17.29,0.88,"(0.28, 0.22, 0.25)","{'Copper': 76, 'Plastic': 28}",undefined,31.0,11.7,362.7,12754,-18
WH1742,PowerLine 7,44,89.64,Efficient wiring harness.,wiringharness,BrandC,17.74,0.95,"(0.26, 0.23, 0.27)","{'Copper': 75, 'Plastic': 26}",medium,40.1,10.9,437.09,13893,11
WH2111,CablePro 9,38,78.09,Efficient wiring harness.,wiringharness,BrandA,17.77,0.86,"(0.21, 0.23, 0.28)","{'Copper': 81, 'Plastic': 20}",low,46.8,12.4,580.32,12017,72
WH6948,SafeConnect 7,37,73.93,Flexible wiring harness.,wiringharness,BrandD,17.29,0.8,"(0.3, 0.22, 0.22)","{'Copper': 83, 'Plastic': 18}",medium,15.5,12.4,192.2,11892,46
WH9587,CablePro 9,33,64.8,Flexible wiring harness.,wiringharness,BrandC,17.54,0.53,"(0.27, 0.27, 0.23)","{'Copper': 80, 'Plastic': 29}",undefined,28.5,19.3,550.05,10849,38
WH6144,WireFlex 7,2,72.64,Efficient wiring harness.,wiringharness,BrandC,17.77,0.83,"(0.24, 0.29, 0.22)","{'Copper': 90, 'Plastic': 30}",high,23.7,12.3,291.51,11268,71
WH9859,WireFlex 7,6,52.56,Durable wiring harness.,wiringharness,BrandD,17.19,0.8,"(0.28, 0.26, 0.27)","{'Copper': 82, 'Plastic': 28}",medium,21.0,18.0,378.0,14491,1
WH1520,PowerLine 2,30,60.85,Durable wiring harness.,wiringharness,BrandA,17.41,0.86,"(0.22, 0.29, 0.24)","{'Copper': 70, 'Plastic': 29}",high,26.0,11.8,306.8,10789,59
WH3381,PowerLine 5,31,68.89,Durable wiring harness.,wiringharness,BrandB,17.07,0.83,"(0.27, 0.25, 0.29)","{'Copper': 85, 'Plastic': 20}",undefined,12.0,14.7,176.4,14922,77
WH8630,CablePro 2,3,79.27,Reliable wiring harness.,wiringharness,BrandD,17.17,0.73,"(0.23, 0.24, 0.21)","{'Copper': 81, 'Plastic': 25}",undefined,30.9,14.1,435.69,11984,13
WH6633,CablePro 4,49,59.47,Durable wiring harness.,wiringharness,BrandA,17.76,0.73,"(0.25, 0.3, 0.26)","{'Copper': 84, 'Plastic': 22}",undefined,44.5,14.4,640.8,12521,35
WH9789,SafeConnect 7,34,50.09,Flexible wiring harness.,wiringharness,BrandD,17.04,0.79,"(0.26, 0.2, 0.21)","{'Copper': 74, 'Plastic': 11}",high,29.6,19.8,586.08,11395,53
WH8994,PowerLine 8,12,90.25,Efficient wiring harness.,wiringharness,BrandB,17.65,0.82,"(0.22, 0.28, 0.23)","{'Copper': 85, 'Plastic': 23}",undefined,47.7,15.2,725.04,13168,-14
WH6312,PowerLine 9,6,68.2,Efficient wiring harness.,wiringharness,BrandD,17.77,0.7,"(0.29, 0.2, 0.29)","{'Copper': 75, 'Plastic': 13}",high,18.6,19.3,358.98,10326,12
WH7183,PowerLine 3,16,67.05,Durable wiring harness.,wiringharness,BrandB,17.13,0.92,"(0.27, 0.23, 0.26)","{'Copper': 89, 'Plastic': 22}",medium,41.0,13.4,549.4,13877,-7
WH5126,PowerLine 2,43,91.75,Efficient wiring harness.,wiringharness,BrandB,17.98,0.79,"(0.3, 0.26, 0.27)","{'Copper': 78, 'Plastic': 22}",high,42.4,13.8,585.12,14459,46
WH8652,WireFlex 7,31,94.3,Flexible wiring harness.,wiringharness,BrandC,17.24,0.62,"(0.2, 0.24, 0.23)","{'Copper': 70, 'Plastic': 19}",medium,33.0,15.8,521.4,11662,-16
WH8655,CablePro 3,34,70.42,Efficient wiring harness.,wiringharness,BrandD,17.29,0.68,"(0.24, 0.26, 0.28)","{'Copper': 73, 'Plastic': 23}",undefined,27.8,14.9,414.22,14238,-4
WH3713,WireFlex 8,45,64.57,Reliable wiring harness.,wiringharness,BrandB,17.39,0.52,"(0.21, 0.21, 0.25)","{'Copper': 81, 'Plastic': 10}",low,36.6,16.4,600.24,10337,40
WH8013,PowerLine 2,42,87.72,Flexible wiring harness.,wiringharness,BrandD,17.14,0.81,"(0.2, 0.3, 0.27)","{'Copper': 87, 'Plastic': 23}",medium,41.7,10.6,442.02,10192,27
WH9566,SafeConnect 9,7,81.19,Durable wiring harness.,wiringharness,BrandB,17.23,0.91,"(0.29, 0.21, 0.29)","{'Copper': 77, 'Plastic': 11}",medium,15.1,18.4,277.84,13978,64
WH9457,PowerLine 9,42,69.74,Reliable wiring harness.,wiringharness,BrandC,17.78,0.98,"(0.29, 0.26, 0.29)","{'Copper': 82, 'Plastic': 26}",high,15.2,18.0,273.6,10543,74
WH2213,SafeConnect 1,38,66.4,Reliable wiring harness.,wiringharness,BrandD,17.61,0.89,"(0.2, 0.21, 0.21)","{'Copper': 82, 'Plastic': 27}",medium,21.6,13.9,300.24,13781,-15
WH2986,WireFlex 7,25,72.71,Durable wiring harness.,wiringharness,BrandA,17.6,0.77,"(0.22, 0.25, 0.29)","{'Copper': 74, 'Plastic': 22}",undefined,13.3,15.3,203.49,14473,28
WH7978,WireFlex 7,7,89.11,Efficient wiring harness.,wiringharness,BrandD,17.01,0.62,"(0.27, 0.2, 0.28)","{'Copper': 78, 'Plastic': 16}",undefined,26.9,16.0,430.4,14725,17
WH9598,CablePro 8,7,98.96,Durable wiring harness.,wiringharness,BrandA,17.16,0.98,"(0.25, 0.29, 0.29)","{'Copper': 75, 'Plastic': 27}",high,25.7,10.4,267.28,14085,29
WH9182,PowerLine 4,30,58.22,Efficient wiring harness.,wiringharness,BrandA,17.77,0.64,"(0.3, 0.23, 0.26)","{'Copper': 77, 'Plastic': 28}",medium,32.5,16.0,520.0,11130,0
WH8470,CablePro 6,34,94.54,Reliable wiring harness.,wiringharness,BrandC,17.17,0.88,"(0.21, 0.23, 0.24)","{'Copper': 81, 'Plastic': 25}",high,35.6,16.7,594.52,13066,36
WH2072,PowerLine 5,31,87.81,Efficient wiring harness.,wiringharness,BrandB,17.47,0.93,"(0.22, 0.21, 0.29)","{'Copper': 77, 'Plastic': 14}",undefined,14.2,16.7,237.14,14771,30
WH6328,CablePro 8,13,85.16,Reliable wiring harness.,wiringharness,BrandB,17.39,0.65,"(0.21, 0.22, 0.24)","{'Copper': 71, 'Plastic': 25}",low,33.5,10.1,338.35,11821,62
WH9398,WireFlex 6,27,73.3,Durable wiring harness.,wiringharness,BrandB,17.82,0.67,"(0.27, 0.24, 0.22)","{'Copper': 73, 'Plastic': 30}",low,18.1,17.9,323.99,14825,-4
WH8647,CablePro 1,10,60.28,Durable wiring harness.,wiringharness,BrandD,17.93,0.77,"(0.25, 0.3, 0.23)","{'Copper': 73, 'Plastic': 10}",low,38.5,18.1,696.85,10864,34
WH4556,PowerLine 6,4,50.84,Reliable wiring harness.,wiringharness,BrandA,17.77,0.57,"(0.22, 0.26, 0.26)","{'Copper': 73, 'Plastic': 29}",high,35.0,12.7,444.5,13525,6
WH5782,CablePro 6,2,54.72,Flexible wiring harness.,wiringharness,BrandC,17.52,0.77,"(0.3, 0.28, 0.26)","{'Copper': 81, 'Plastic': 14}",high,20.3,16.2,328.86,12942,50
WH7164,PowerLine 9,8,57.81,Flexible wiring harness.,wiringharness,BrandD,17.45,0.62,"(0.23, 0.25, 0.23)","{'Copper': 85, 'Plastic': 13}",high,45.8,10.9,499.22,11063,53
WH6233,SafeConnect 9,10,54.1,Reliable wiring harness.,wiringharness,BrandC,17.73,0.91,"(0.2, 0.23, 0.27)","{'Copper': 84, 'Plastic': 26}",medium,45.9,16.1,738.99,11666,77
WH5992,PowerLine 9,14,70.03,Reliable wiring harness.,wiringharness,BrandD,17.27,0.78,"(0.25, 0.27, 0.25)","{'Copper': 70, 'Plastic': 30}",low,27.0,10.6,286.2,14233,59
WH2080,CablePro 9,21,71.65,Efficient wiring harness.,wiringharness,BrandD,17.24,0.69,"(0.29, 0.28, 0.27)","{'Copper': 80, 'Plastic': 18}",medium,44.3,11.9,527.17,11165,58
WH3908,PowerLine 2,7,91.74,Efficient wiring harness.,wiringharness,BrandA,17.33,0.7,"(0.25, 0.2, 0.26)","{'Copper': 74, 'Plastic': 14}",undefined,27.3,15.9,434.07,13041,75
WH9577,SafeConnect 8,45,52.18,Reliable wiring harness.,wiringharness,BrandB,17.21,0.79,"(0.22, 0.25, 0.21)","{'Copper': 81, 'Plastic': 19}",low,19.0,11.0,209.0,12309,-8
