id,name,quantity,price,description,item_type,brand,vat,weight,dimensions,composition,durability,torque,horsepower,transmission_type
TR6071,SwiftShift 5,13,1415.82,Efficient manual transmission.,transmission,BrandA,17.5,75.83,"(1.47, 1.08, 1.38)","{'Steel': 75, 'Iron': 25}",low,294.3,122.1,Manual
TR2948,DriveMax 1,24,2550.42,Durable automatic transmission.,transmission,BrandA,17.4,79.31,"(0.54, 0.89, 0.62)","{'Steel': 75, 'Iron': 25}",medium,342.2,119.8,Automatic
TR4622,TurboClutch 7,12,2936.16,Efficient manual transmission.,transmission,BrandA,17.37,99.27,"(1.33, 1.18, 0.92)","{'Copper': 50, 'Steel': 50}",medium,325.8,241.7,Manual
TR3247,TurboClutch 6,19,2033.62,Durable dual-clutch transmission.,transmission,BrandE,17.38,93.14,"(1.2, 0.8, 0.89)","{'Steel': 60, 'Aluminum': 40}",high,208.3,135.0,Dual-Clutch
TR3121,HeavyTorque 9,38,1695.98,Reliable dual-clutch transmission.,transmission,BrandD,17.44,90.48,"(1.34, 1.1, 1.27)","{'Steel': 75, 'Iron': 25}",high,355.5,196.6,Dual-Clutch
TR8333,SwiftShift 7,3,2959.86,Smooth manual transmission.,transmission,BrandA,17.33,78.62,"(1.05, 1.24, 0.7)","{'Steel': 60, 'Aluminum': 40}",low,216.9,115.4,Manual
TR4088,HeavyTorque 3,14,2159.23,Efficient automatic transmission.,transmission,BrandB,17.53,72.73,"(0.67, 1.17, 0.8)","{'Steel': 70, 'Aluminum': 30}",medium,304.0,107.1,Automatic
TR9757,TurboClutch 7,9,1750.4,Reliable manual transmission.,transmission,BrandB,17.53,116.37,"(0.76, 1.3, 0.68)","{'Steel': 75, 'Iron': 25}",low,252.5,145.7,Manual
TR1884,DriveMax 8,42,2043.26,Durable automatic transmission.,transmission,BrandB,17.46,123.02,"(0.78, 0.58, 1.17)","{'Steel': 60, 'Aluminum': 40}",low,392.2,202.4,Automatic
TR3720,DriveMax 6,45,1802.35,Durable automatic transmission.,transmission,BrandA,17.49,86.72,"(1.14, 1.5, 1.46)","{'Steel': 60, 'Aluminum': 40}",medium,569.7,198.4,Automatic
TR5457,TurboClutch 6,17,1019.83,Reliable cvt transmission.,transmission,BrandD,17.39,98.13,"(1.04, 0.7, 0.84)","{'Steel': 75, 'Iron': 25}",medium,291.3,179.1,CVT
TR2178,ShiftPro 9,31,1843.58,Smooth manual transmission.,transmission,BrandA,17.48,123.34,"(0.75, 0.59, 1.07)","{'Steel': 75, 'Iron': 25}",high,381.2,242.5,Manual
TR9619,SwiftShift 1,45,2343.42,Smooth automatic transmission.,transmission,BrandD,17.43,102.4,"(1.19, 1.38, 1.17)","{'Aluminum': 80, 'Titanium': 20}",medium,481.9,226.7,Automatic
TR6272,SwiftShift 8,35,1861.33,Smooth automatic transmission.,transmission,BrandD,17.48,129.79,"(1.23, 0.65, 1.0)","{'Steel': 70, 'Aluminum': 30}",medium,338.0,232.4,Automatic
TR1308,HeavyTorque 7,5,1455.99,Efficient automatic transmission.,transmission,BrandB,17.42,104.33,"(0.93, 1.22, 1.38)","{'Copper': 50, 'Steel': 50}",medium,271.4,200.6,Automatic
TR8121,DriveMax 1,12,2725.29,Durable cvt transmission.,transmission,BrandA,17.39,115.84,"(1.22, 1.0, 0.96)","{'Steel': 70, 'Aluminum': 30}",low,476.1,217.5,CVT
TR7964,SwiftShift 2,24,1877.73,Reliable cvt transmission.,transmission,BrandD,17.36,87.72,"(1.15, 1.46, 1.3)","{'Steel': 75, 'Iron': 25}",medium,259.5,154.0,CVT
TR6426,TurboClutch 4,48,2198.69,Smooth dual-clutch transmission.,transmission,BrandC,17.57,82.72,"(0.74, 0.76, 0.94)","{'Steel': 75, 'Iron': 25}",low,517.6,200.9,Dual-Clutch
TR3507,SwiftShift 1,49,1140.97,Durable cvt transmission.,transmission,BrandB,17.31,112.59,"(0.89, 1.2, 0.78)","{'Aluminum': 80, 'Titanium': 20}",low,370.5,133.1,CVT
TR8158,SwiftShift 5,11,2630.26,Smooth manual transmission.,transmission,BrandB,17.41,96.78,"(0.85, 1.37, 1.02)","{'Steel': 70, 'Aluminum': 30}",low,203.4,225.1,Manual
TR6342,DriveMax 4,43,2672.41,Smooth dual-clutch transmission.,transmission,BrandE,17.32,116.35,"(1.04, 0.86, 1.28)","{'Aluminum': 80, 'Titanium': 20}",high,597.5,128.8,Dual-Clutch
TR9864,SwiftShift 3,17,1277.07,Smooth dual-clutch transmission.,transmission,BrandB,17.35,108.15,"(0.54, 1.47, 1.36)","{'Copper': 50, 'Steel': 50}",high,374.3,195.4,Dual-Clutch
TR7026,SwiftShift 6,29,2092.36,Reliable dual-clutch transmission.,transmission,BrandA,17.35,119.24,"(1.17, 1.34, 0.76)","{'Copper': 50, 'Steel': 50}",low,375.6,223.0,Dual-Clutch
TR7884,DriveMax 8,45,1068.53,Durable cvt transmission.,transmission,BrandE,17.58,78.08,"(1.15, 0.81, 1.41)","{'Aluminum': 80, 'Titanium': 20}",medium,582.8,229.3,CVT
TR8186,SwiftShift 5,18,2530.03,Efficient cvt transmission.,transmission,BrandC,17.54,99.64,"(1.13, 0.64, 1.14)","{'Copper': 50, 'Steel': 50}",medium,363.0,177.9,CVT
TR1334,HeavyTorque 3,19,1396.68,Durable manual transmission.,transmission,BrandD,17.45,97.64,"(0.84, 1.07, 1.33)","{'Copper': 50, 'Steel': 50}",medium,394.8,207.4,Manual
TR3970,HeavyTorque 9,21,1931.08,Smooth manual transmission.,transmission,BrandB,17.36,107.26,"(1.27, 0.56, 0.96)","{'Steel': 60, 'Aluminum': 40}",medium,233.2,189.2,Manual
TR6539,SwiftShift 6,22,2421.65,Smooth cvt transmission.,transmission,BrandC,17.38,128.77,"(0.65, 1.08, 1.17)","{'Copper': 50, 'Steel': 50}",medium,468.5,138.5,CVT
TR3522,HeavyTorque 8,19,1707.34,Durable dual-clutch transmission.,transmission,BrandE,17.41,98.73,"(1.21, 1.32, 1.11)","{'Copper': 50, 'Steel': 50}",low,374.4,215.0,Dual-Clutch
TR5384,HeavyTorque 8,1,2589.85,Durable automatic transmission.,transmission,BrandE,17.39,117.29,"(1.38, 1.35, 1.22)","{'Steel': 70, 'Aluminum': 30}",medium,249.2,158.9,Automatic
TR6651,DriveMax 2,16,2384.65,Durable automatic transmission.,transmission,BrandD,17.59,100.79,"(0.7, 1.36, 0.56)","{'Steel': 60, 'Aluminum': 40}",low,303.1,178.1,Automatic
TR1331,SwiftShift 9,29,1096.42,Reliable cvt transmission.,transmission,BrandB,17.58,96.37,"(0.92, 0.61, 1.38)","{'Aluminum': 80, 'Titanium': 20}",medium,594.7,218.6,CVT
TR4326,HeavyTorque 5,25,1277.21,Efficient cvt transmission.,transmission,BrandC,17.34,80.19,"(1.28, 1.12, 1.47)","{'Aluminum': 80, 'Titanium': 20}",low,328.4,214.0,CVT
TR7935,HeavyTorque 5,30,1609.97,Efficient manual transmission.,transmission,BrandC,17.51,79.35,"(0.57, 1.49, 0.76)","{'Steel': 60, 'Aluminum': 40}",high,276.1,143.6,Manual
TR8012,TurboClutch 2,35,1035.5,Efficient cvt transmission.,transmission,BrandE,17.36,100.14,"(0.9, 1.27, 1.03)","{'Copper': 50, 'Steel': 50}",low,206.4,226.9,CVT
TR1910,HeavyTorque 7,9,1850.15,Efficient automatic transmission.,transmission,BrandD,17.58,77.14,"(1.13, 0.99, 0.66)","{'Aluminum': 80, 'Titanium': 20}",low,320.2,232.0,Automatic
TR7100,SwiftShift 6,3,2219.44,Efficient manual transmission.,transmission,BrandA,17.41,77.65,"(1.05, 1.32, 0.91)","{'Aluminum': 80, 'Titanium': 20}",medium,327.2,152.2,Manual
TR5002,HeavyTorque 2,44,2438.86,Reliable manual transmission.,transmission,BrandA,17.35,127.2,"(0.83, 1.32, 0.89)","{'Copper': 50, 'Steel': 50}",medium,427.9,220.6,Manual
TR5136,ShiftPro 5,36,2186.26,Reliable manual transmission.,transmission,BrandD,17.31,99.31,"(0.87, 0.54, 0.68)","{'Steel': 75, 'Iron': 25}",low,204.9,187.8,Manual
TR4164,DriveMax 1,20,1934.39,Efficient cvt transmission.,transmission,BrandC,17.59,110.92,"(1.33, 1.17, 1.34)","{'Steel': 60, 'Aluminum': 40}",low,496.1,241.7,CVT
TR9806,SwiftShift 9,7,1140.96,Reliable manual transmission.,transmission,BrandC,17.39,90.3,"(1.15, 0.72, 0.77)","{'Steel': 60, 'Aluminum': 40}",medium,345.8,125.8,Manual
TR9337,TurboClutch 5,49,2124.55,Efficient dual-clutch transmission.,transmission,BrandA,17.53,90.86,"(0.59, 1.37, 0.78)","{'Steel': 70, 'Aluminum': 30}",medium,209.3,117.1,Dual-Clutch
TR1569,TurboClutch 7,33,2302.67,Reliable cvt transmission.,transmission,BrandB,17.44,124.75,"(0.67, 0.82, 0.7)","{'Steel': 60, 'Aluminum': 40}",medium,548.7,245.1,CVT
TR7553,DriveMax 2,12,2020.57,Efficient manual transmission.,transmission,BrandA,17.5,88.09,"(0.78, 0.79, 0.59)","{'Aluminum': 80, 'Titanium': 20}",high,240.4,136.9,Manual
TR4840,ShiftPro 4,19,2773.5,Smooth dual-clutch transmission.,transmission,BrandB,17.56,77.79,"(1.0, 0.52, 1.19)","{'Steel': 75, 'Iron': 25}",low,595.1,122.6,Dual-Clutch
TR3107,SwiftShift 4,44,2424.55,Smooth cvt transmission.,transmission,BrandD,17.48,117.73,"(0.89, 1.39, 0.82)","{'Steel': 70, 'Aluminum': 30}",high,565.4,249.7,CVT
TR4588,TurboClutch 7,34,2592.13,Smooth manual transmission.,transmission,BrandD,17.47,105.71,"(0.97, 0.51, 0.52)","{'Copper': 50, 'Steel': 50}",medium,412.2,142.1,Manual
TR1574,SwiftShift 5,18,2732.56,Reliable manual transmission.,transmission,BrandA,17.34,129.36,"(1.06, 0.98, 1.29)","{'Steel': 75, 'Iron': 25}",high,324.5,131.2,Manual
TR7717,ShiftPro 4,40,2861.9,Reliable cvt transmission.,transmission,BrandA,17.57,103.95,"(0.63, 1.35, 0.97)","{'Copper': 50, 'Steel': 50}",high,287.9,206.5,CVT
TR1652,SwiftShift 7,9,2449.34,Efficient dual-clutch transmission.,transmission,BrandB,17.35,89.52,"(1.06, 0.54, 0.58)","{'Copper': 50, 'Steel': 50}",medium,524.4,134.3,Dual-Clutch
TR7923,SwiftShift 2,39,1553.44,Efficient manual transmission.,transmission,BrandC,17.37,126.78,"(0.89, 1.39, 0.87)","{'Steel': 70, 'Aluminum': 30}",high,328.7,185.1,Manual
TR6362,TurboClutch 4,15,2997.23,Durable automatic transmission.,transmission,BrandB,17.32,79.16,"(1.26, 0.77, 0.71)","{'Copper': 50, 'Steel': 50}",high,506.4,204.7,Automatic
TR5774,HeavyTorque 4,25,1891.26,Durable cvt transmission.,transmission,BrandC,17.52,84.41,"(0.7, 0.76, 0.85)","{'Steel': 70, 'Aluminum': 30}",high,211.0,133.7,CVT
TR8865,HeavyTorque 7,1,1949.32,Reliable manual transmission.,transmission,BrandC,17.31,112.32,"(1.08, 0.53, 1.16)","{'Copper': 50, 'Steel': 50}",high,249.5,121.8,Manual
TR8406,TurboClutch 8,8,1677.57,Durable dual-clutch transmission.,transmission,BrandD,17.37,127.16,"(0.85, 0.84, 1.49)","{'Aluminum': 80, 'Titanium': 20}",low,595.2,131.5,Dual-Clutch
TR4012,DriveMax 1,1,2641.62,Efficient manual transmission.,transmission,BrandE,17.55,127.66,"(0.56, 1.48, 0.6)","{'Steel': 60, 'Aluminum': 40}",low,411.2,151.1,Manual
TR2622,ShiftPro 6,27,2948.77,Smooth manual transmission.,transmission,BrandE,17.43,86.98,"(1.29, 1.48, 0.66)","{'Steel': 75, 'Iron': 25}",medium,560.9,223.3,Manual
TR4204,ShiftPro 3,2,2968.99,Smooth automatic transmission.,transmission,BrandE,17.53,96.14,"(1.37, 1.2, 0.99)","{'Aluminum': 80, 'Titanium': 20}",low,378.8,240.2,Automatic
TR7755,HeavyTorque 8,8,1415.98,Efficient cvt transmission.,transmission,BrandB,17.36,114.0,"(0.63, 1.26, 1.31)","{'Copper': 50, 'Steel': 50}",medium,358.7,237.8,CVT
TR5958,ShiftPro 7,25,1921.88,Efficient manual transmission.,transmission,BrandA,17.52,96.54,"(0.98, 0.55, 1.26)","{'Copper': 50, 'Steel': 50}",medium,298.8,242.7,Manual
TR5959,TurboClutch 9,2,1734.45,Efficient manual transmission.,transmission,BrandB,17.35,118.8,"(1.35, 1.11, 1.06)","{'Steel': 60, 'Aluminum': 40}",high,421.6,186.8,Manual
TR3257,DriveMax 9,40,2352.65,Reliable manual transmission.,transmission,BrandA,17.55,95.32,"(1.21, 0.87, 1.24)","{'Copper': 50, 'Steel': 50}",low,380.5,232.8,Manual
TR6522,DriveMax 3,27,2541.61,Reliable manual transmission.,transmission,BrandB,17.44,70.39,"(0.97, 1.32, 1.28)","{'Steel': 60, 'Aluminum': 40}",medium,479.5,247.8,Manual
TR9305,DriveMax 7,33,2558.8,Smooth dual-clutch transmission.,transmission,BrandA,17.35,120.09,"(1.43, 1.5, 1.31)","{'Steel': 70, 'Aluminum': 30}",medium,498.4,214.3,Dual-Clutch
TR3600,SwiftShift 7,13,2444.22,Smooth dual-clutch transmission.,transmission,BrandC,17.46,91.89,"(0.53, 1.1, 1.09)","{'Steel': 60, 'Aluminum': 40}",high,267.9,194.9,Dual-Clutch
TR7741,HeavyTorque 8,18,2840.74,Efficient dual-clutch transmission.,transmission,BrandE,17.49,96.89,"(0.52, 1.25, 0.98)","{'Steel': 60, 'Aluminum': 40}",low,499.8,136.4,Dual-Clutch
TR6686,ShiftPro 6,1,1978.17,Smooth automatic transmission.,transmission,BrandE,17.53,117.39,"(0.71, 0.63, 0.71)","{'Steel': 70, 'Aluminum': 30}",high,325.9,204.7,Automatic
TR9083,HeavyTorque 4,8,2738.64,Smooth automatic transmission.,transmission,BrandA,17.41,83.45,"(1.1, 0.53, 1.36)","{'Steel': 75, 'Iron': 25}",medium,212.6,152.6,Automatic
TR1156,TurboClutch 6,48,1885.94,Smooth manual transmission.,transmission,BrandD,17.36,118.17,"(1.0, 0.67, 0.64)","{'Copper': 50, 'Steel': 50}",medium,472.2,189.8,Manual
TR9005,ShiftPro 9,34,2062.65,Smooth cvt transmission.,transmission,BrandA,17.33,119.24,"(0.82, 0.86, 1.06)","{'Steel': 60, 'Aluminum': 40}",high,416.4,130.8,CVT
TR6347,SwiftShift 3,9,2372.2,Durable dual-clutch transmission.,transmission,BrandA,17.59,96.05,"(1.49, 1.27, 1.45)","{'Steel': 75, 'Iron': 25}",low,340.9,166.5,Dual-Clutch
TR6080,SwiftShift 4,18,2982.41,Smooth cvt transmission.,transmission,BrandD,17.48,88.68,"(1.2, 0.6, 1.33)","{'Steel': 75, 'Iron': 25}",high,295.7,202.4,CVT
TR5848,DriveMax 5,20,2948.92,Efficient manual transmission.,transmission,BrandD,17.38,113.95,"(0.65, 0.53, 0.9)","{'Aluminum': 80, 'Titanium': 20}",medium,309.9,197.4,Manual
TR6600,DriveMax 7,49,2181.91,Durable manual transmission.,transmission,BrandC,17.3,90.6,"(0.9, 1.27, 0.89)","{'Copper': 50, 'Steel': 50}",medium,547.2,204.5,Manual
TR9088,SwiftShift 5,4,2259.54,Efficient automatic transmission.,transmission,BrandC,17.37,74.28,"(1.2, 0.82, 1.14)","{'Aluminum': 80, 'Titanium': 20}",high,221.9,145.6,Automatic
TR7564,TurboClutch 1,50,1919.68,Smooth cvt transmission.,transmission,BrandD,17.34,117.79,"(1.48, 1.24, 1.39)","{'Steel': 75, 'Iron': 25}",low,221.2,181.7,CVT
TR3672,TurboClutch 7,12,1884.88,Reliable dual-clutch transmission.,transmission,BrandC,17.41,70.73,"(1.09, 1.07, 1.01)","{'Aluminum': 80, 'Titanium': 20}",medium,215.7,233.7,Dual-Clutch
TR5828,SwiftShift 3,11,2315.75,Durable automatic transmission.,transmission,BrandD,17.37,83.86,"(1.08, 1.37, 0.89)","{'Steel': 60, 'Aluminum': 40}",low,254.2,206.0,Automatic
TR3131,DriveMax 8,17,2232.04,Efficient automatic transmission.,transmission,BrandC,17.5,90.18,"(1.44, 0.85, 0.61)","{'Copper': 50, 'Steel': 50}",low,366.3,187.6,Automatic
TR7286,SwiftShift 4,29,2958.28,Durable automatic transmission.,transmission,BrandB,17.46,77.56,"(0.51, 0.55, 1.0)","{'Steel': 70, 'Aluminum': 30}",high,294.2,158.6,Automatic
TR2685,HeavyTorque 9,35,1654.51,Efficient manual transmission.,transmission,BrandE,17.39,72.09,"(1.12, 1.37, 0.95)","{'Copper': 50, 'Steel': 50}",high,357.7,194.9,Manual
TR4720,ShiftPro 4,17,1785.92,Efficient dual-clutch transmission.,transmission,BrandC,17.43,77.39,"(1.33, 1.45, 0.74)","{'Steel': 60, 'Aluminum': 40}",high,583.2,193.7,Dual-Clutch
TR9024,DriveMax 1,24,1857.38,Durable cvt transmission.,transmission,BrandA,17.46,86.11,"(0.92, 0.98, 0.58)","{'Copper': 50, 'Steel': 50}",high,461.8,134.9,CVT
TR7868,TurboClutch 4,13,1018.92,Efficient cvt transmission.,transmission,BrandB,17.32,121.43,"(0.96, 0.82, 1.0)","{'Steel': 70, 'Aluminum': 30}",medium,447.9,182.0,CVT
TR6981,ShiftPro 5,31,2140.46,Durable automatic transmission.,transmission,BrandB,17.49,80.51,"(0.54, 0.8, 0.58)","{'Steel': 70, 'Aluminum': 30}",medium,244.5,186.7,Automatic
TR9184,HeavyTorque 4,4,2092.4,Smooth dual-clutch transmission.,transmission,BrandA,17.39,113.7,"(0.92, 0.73, 1.08)","{'Copper': 50, 'Steel': 50}",low,457.1,198.1,Dual-Clutch
TR3840,DriveMax 5,14,2999.94,Smooth dual-clutch transmission.,transmission,BrandA,17.51,116.3,"(0.75, 0.64, 1.25)","{'Copper': 50, 'Steel': 50}",low,278.3,160.7,Dual-Clutch
TR8469,SwiftShift 2,5,2399.58,Smooth cvt transmission.,transmission,BrandD,17.4,99.09,"(1.38, 1.33, 1.25)","{'Steel': 75, 'Iron': 25}",high,587.6,165.1,CVT
TR1957,DriveMax 8,10,2174.92,Efficient dual-clutch transmission.,transmission,BrandC,17.41,121.51,"(1.23, 0.67, 0.75)","{'Steel': 70, 'Aluminum': 30}",low,286.7,209.1,Dual-Clutch
TR5016,HeavyTorque 2,17,2695.64,Efficient cvt transmission.,transmission,BrandA,17.34,122.2,"(1.18, 1.13, 1.39)","{'Steel': 70, 'Aluminum': 30}",low,326.8,205.7,CVT
TR5012,TurboClutch 6,26,2274.89,Efficient automatic transmission.,transmission,BrandA,17.56,109.82,"(1.33, 1.25, 0.87)","{'Steel': 75, 'Iron': 25}",medium,557.8,179.4,Automatic
TR9706,HeavyTorque 8,42,1185.85,Smooth cvt transmission.,transmission,BrandD,17.59,86.31,"(0.96, 0.51, 1.33)","{'Steel': 75, 'Iron': 25}",low,562.1,124.9,CVT
TR5925,SwiftShift 6,21,1743.4,Reliable cvt transmission.,transmission,BrandC,17.52,123.25,"(1.0, 1.38, 0.9)","{'Steel': 60, 'Aluminum': 40}",high,478.7,126.4,CVT
TR5716,ShiftPro 1,8,2673.43,Smooth cvt transmission.,transmission,BrandD,17.33,129.22,"(1.08, 1.42, 1.18)","{'Steel': 70, 'Aluminum': 30}",medium,489.8,203.4,CVT
TR4907,SwiftShift 2,19,1132.08,Smooth manual transmission.,transmission,BrandA,17.57,82.31,"(1.25, 1.22, 1.32)","{'Steel': 60, 'Aluminum': 40}",medium,435.8,148.0,Manual
TR1356,HeavyTorque 2,14,1323.63,Efficient cvt transmission.,transmission,BrandB,17.33,121.3,"(1.41, 1.16, 0.53)","{'Steel': 60, 'Aluminum': 40}",high,426.6,172.9,CVT
TR2417,HeavyTorque 4,25,2699.41,Reliable cvt transmission.,transmission,BrandD,17.43,126.2,"(1.03, 0.91, 1.25)","{'Steel': 75, 'Iron': 25}",high,421.2,203.9,CVT
TR4385,DriveMax 9,12,1018.98,Durable dual-clutch transmission.,transmission,BrandD,17.46,82.32,"(1.33, 0.78, 1.5)","{'Steel': 60, 'Aluminum': 40}",medium,293.1,185.8,Dual-Clutch
TR6848,DriveMax 6,38,1248.25,Reliable dual-clutch transmission.,transmission,BrandD,17.31,84.41,"(0.65, 1.12, 1.24)","{'Copper': 50, 'Steel': 50}",low,514.3,176.5,Dual-Clutch
TR2947,TurboClutch 6,21,2398.8,Durable cvt transmission.,transmission,BrandC,17.49,106.49,"(0.88, 0.96, 0.93)","{'Copper': 50, 'Steel': 50}",low,490.6,119.5,CVT
TR4912,HeavyTorque 8,27,2282.62,Durable automatic transmission.,transmission,BrandA,17.48,94.98,"(1.33, 0.54, 1.49)","{'Steel': 70, 'Aluminum': 30}",high,486.1,116.4,Automatic
TR9722,DriveMax 2,27,1044.75,Durable dual-clutch transmission.,transmission,BrandC,17.57,113.49,"(1.48, 1.4, 0.53)","{'Steel': 75, 'Iron': 25}",low,207.8,198.5,Dual-Clutch
TR5611,ShiftPro 3,45,1394.52,Smooth dual-clutch transmission.,transmission,BrandB,17.39,100.71,"(1.5, 1.41, 1.36)","{'Copper': 50, 'Steel': 50}",medium,258.2,153.8,Dual-Clutch
TR1292,DriveMax 1,29,1441.22,Smooth automatic transmission.,transmission,BrandE,17.52,70.23,"(1.39, 1.35, 1.34)","{'Copper': 50, 'Steel': 50}",medium,518.3,178.0,Automatic
TR8639,TurboClutch 4,27,2426.94,Reliable dual-clutch transmission.,transmission,BrandA,17.57,77.34,"(0.72, 0.93, 1.28)","{'Steel': 70, 'Aluminum': 30}",high,492.4,122.1,Dual-Clutch
TR7029,ShiftPro 1,17,2763.68,Reliable cvt transmission.,transmission,BrandC,17.46,115.71,"(1.05, 1.17, 1.25)","{'Steel': 60, 'Aluminum': 40}",high,293.7,119.3,CVT
TR3970,DriveMax 1,12,2001.81,Efficient dual-clutch transmission.,transmission,BrandD,17.59,74.21,"(1.27, 0.72, 1.34)","{'Steel': 75, 'Iron': 25}",high,360.5,143.7,Dual-Clutch
TR1280,HeavyTorque 5,43,1887.06,Efficient cvt transmission.,transmission,BrandB,17.31,75.11,"(0.56, 1.08, 1.27)","{'Copper': 50, 'Steel': 50}",high,580.9,248.8,CVT
TR4984,DriveMax 9,49,2305.61,Reliable automatic transmission.,transmission,BrandB,17.31,81.34,"(0.72, 1.39, 1.23)","{'Aluminum': 80, 'Titanium': 20}",low,430.9,142.3,Automatic
TR8538,HeavyTorque 8,26,1798.59,Efficient dual-clutch transmission.,transmission,BrandD,17.46,127.25,"(1.13, 1.12, 0.81)","{'Steel': 60, 'Aluminum': 40}",high,454.3,207.3,Dual-Clutch
TR1837,TurboClutch 4,47,2655.92,Smooth cvt transmission.,transmission,BrandB,17.38,96.39,"(1.0, 1.38, 0.9)","{'Steel': 70, 'Aluminum': 30}",high,416.2,186.5,CVT
TR5106,DriveMax 2,40,2658.63,Reliable cvt transmission.,transmission,BrandD,17.35,99.93,"(1.47, 0.77, 1.41)","{'Steel': 60, 'Aluminum': 40}",low,564.3,179.9,CVT
TR5680,SwiftShift 1,43,2377.16,Durable cvt transmission.,transmission,BrandA,17.37,82.21,"(0.53, 1.28, 1.0)","{'Steel': 70, 'Aluminum': 30}",low,216.7,144.2,CVT
TR2368,DriveMax 4,50,2228.17,Smooth cvt transmission.,transmission,BrandA,17.56,99.65,"(0.76, 1.02, 1.16)","{'Steel': 70, 'Aluminum': 30}",low,239.9,214.1,CVT
TR8292,SwiftShift 8,29,2276.43,Efficient manual transmission.,transmission,BrandE,17.37,126.31,"(1.18, 0.66, 0.8)","{'Steel': 75, 'Iron': 25}",low,420.2,176.8,Manual
TR9923,SwiftShift 6,47,1480.02,Smooth cvt transmission.,transmission,BrandC,17.4,92.79,"(0.93, 1.15, 0.69)","{'Steel': 60, 'Aluminum': 40}",high,332.5,152.2,CVT
TR1862,ShiftPro 1,3,1108.72,Smooth cvt transmission.,transmission,BrandA,17.59,80.21,"(1.23, 1.27, 0.73)","{'Aluminum': 80, 'Titanium': 20}",medium,285.0,120.7,CVT
TR4017,ShiftPro 9,4,2369.96,Durable cvt transmission.,transmission,BrandB,17.38,97.37,"(0.88, 0.51, 1.15)","{'Steel': 75, 'Iron': 25}",low,359.5,220.4,CVT
TR6871,TurboClutch 7,14,1557.93,Reliable automatic transmission.,transmission,BrandC,17.53,105.27,"(0.7, 1.2, 0.63)","{'Steel': 70, 'Aluminum': 30}",high,513.7,201.7,Automatic
TR4099,ShiftPro 3,48,2509.27,Smooth dual-clutch transmission.,transmission,BrandA,17.55,127.28,"(0.59, 0.75, 1.09)","{'Copper': 50, 'Steel': 50}",medium,514.2,112.6,Dual-Clutch
TR1381,HeavyTorque 1,19,1049.44,Smooth manual transmission.,transmission,BrandB,17.59,71.56,"(1.12, 0.51, 0.62)","{'Steel': 75, 'Iron': 25}",low,416.9,150.9,Manual
TR1605,DriveMax 7,35,2116.07,Efficient automatic transmission.,transmission,BrandA,17.3,84.84,"(1.19, 1.01, 1.16)","{'Steel': 60, 'Aluminum': 40}",high,452.7,247.7,Automatic
TR2500,ShiftPro 7,36,1493.2,Reliable automatic transmission.,transmission,BrandB,17.45,124.58,"(1.32, 1.0, 1.15)","{'Aluminum': 80, 'Titanium': 20}",low,300.1,241.5,Automatic
TR7729,DriveMax 4,20,1555.45,Reliable manual transmission.,transmission,BrandA,17.43,83.64,"(0.55, 0.93, 1.0)","{'Steel': 70, 'Aluminum': 30}",medium,308.5,222.4,Manual
TR6438,HeavyTorque 2,25,2012.45,Smooth manual transmission.,transmission,BrandD,17.43,82.16,"(1.0, 0.52, 1.08)","{'Steel': 60, 'Aluminum': 40}",medium,396.5,200.5,Manual
TR4378,DriveMax 5,28,2032.61,Smooth manual transmission.,transmission,BrandD,17.35,95.56,"(1.22, 1.08, 0.84)","{'Steel': 60, 'Aluminum': 40}",high,252.2,228.7,Manual
TR5997,TurboClutch 4,39,1129.84,Efficient manual transmission.,transmission,BrandC,17.37,116.51,"(1.43, 0.99, 0.89)","{'Steel': 75, 'Iron': 25}",low,502.2,131.2,Manual
TR7823,DriveMax 2,11,2780.15,Reliable dual-clutch transmission.,transmission,BrandC,17.38,92.82,"(0.77, 0.84, 1.26)","{'Aluminum': 80, 'Titanium': 20}",high,289.1,146.6,Dual-Clutch
TR7888,SwiftShift 3,32,1584.58,Smooth automatic transmission.,transmission,BrandB,17.58,82.76,"(1.3, 1.43, 1.05)","{'Copper': 50, 'Steel': 50}",low,213.3,171.5,Automatic
TR1218,SwiftShift 5,6,1323.58,Durable dual-clutch transmission.,transmission,BrandC,17.32,79.92,"(0.56, 0.94, 0.68)","{'Steel': 75, 'Iron': 25}",medium,282.6,100.3,Dual-Clutch
TR4944,SwiftShift 1,41,1436.91,Durable automatic transmission.,transmission,BrandD,17.45,72.87,"(0.84, 1.34, 1.03)","{'Steel': 60, 'Aluminum': 40}",low,235.2,240.7,Automatic
TR5518,ShiftPro 2,9,1877.77,Smooth automatic transmission.,transmission,BrandD,17.59,92.09,"(1.5, 1.42, 0.89)","{'Steel': 75, 'Iron': 25}",medium,555.1,213.4,Automatic
TR9972,DriveMax 2,35,2126.5,Reliable cvt transmission.,transmission,BrandA,17.43,87.87,"(0.65, 0.96, 1.34)","{'Steel': 60, 'Aluminum': 40}",high,242.7,189.8,CVT
TR3766,HeavyTorque 6,26,1375.65,Smooth automatic transmission.,transmission,BrandA,17.36,81.39,"(1.04, 1.05, 0.53)","{'Aluminum': 80, 'Titanium': 20}",low,593.8,113.8,Automatic
TR1876,ShiftPro 1,27,2789.18,Durable automatic transmission.,transmission,BrandB,17.47,121.81,"(0.87, 1.01, 1.2)","{'Steel': 70, 'Aluminum': 30}",low,506.8,192.5,Automatic
